collocate,count
considerable,3
psychological,10
foster,3
resilience,12
personal,3
growth,6
response,3
amine,5
hormone,5
stress,5
condition,5
appear,5
effectively,3
mitigate,3
injection,5
reason,7
lauter,5
failure,5
anisocoria,1
associate,1
beri,2
base,3
laboratory,3
approach,3
significantly,3
moderate,1
desire,3
live,4
patient,4
process,3
emotional,4
surgery,4
navigate,3
severe,5
distortion,4
body,4
adapt,2
demonstrate,1
face,1
extreme,3
dosage,6
level,6
result,4
effective,4
modification,6
effect,6
implication,3
case,3
theory,3
constructive,5
discuss,4
people,4
experience,7
overwhelming,4
physical,4
mental,6
develop,4
aftereffect,8
parent,8
trauma,8
artificial,3
respiration,3
curarized,3
rat,3
avoid,1
involve,3
tracheotomy,3
aquarium,1
apparatus,1
allow,1
ss,1
transfer,1
reduce,2
control,2
rule,2
suffer,1
particularly,1
woman,3
great,3
degree,3
psychic,3
tend,3
conservative,3
attitude,3
finding,3
explain,3
basis,3
head,3
offer,3
opportunity,3
generalized,3
manifest,4
alleviate,2
somnambulism,1
year,1
old,1
child,2
undergo,1
follow,2
injury,2
father,2
israeli,2
security,2
meaning,1
symptom,1
possible,1
impact,1
lead,2
show,1
remarkable,1
operation,1
characterize,1
survivor,2
unimaginably,1
prolonged,1
nazi,1
concentration,1
camp,1
extent,1
find,2
despite,1
