collocate,count
view,1
sexual,13
primarily,1
address,3
emotional,2
need,1
lead,1
significant,2
change,1
management,2
case,5
occur,2
see,1
likely,2
finding,2
constructive,1
study,5
monkey,1
infant,2
discuss,2
improve,3
identification,2
child,16
testing,1
evaluate,1
question,1
occurrence,1
patient,1
provide,3
national,1
institute,1
alcohol,4
alcoholism,2
major,1
reason,1
deemphasis,1
neglect,6
relative,2
history,1
overcoming,1
challenge,1
relate,2
adult,2
difference,2
dynamic,2
extra-,2
intrafamilial,1
investigate,1
pattern,1
possible,1
determinant,1
european-,1
hawaiian,1
americans,1
addict,1
diminish,1
negative,1
effect,1
drug,6
center,1
understand,1
effort,2
reduce,2
physical,4
wife,1
partner,2
empirical,1
example,1
datum,1
referral,1
program,2
include,1
demonstrate,1
beneficial,2
play,1
supportive,4
role,1
mother,1
officer,1
handle,1
outline,1
paper,1
divide,1
section,1
delivery,1
prevention,1
detection,1
suggest,2
chinese,1
learn,1
narcotic,1
opium,1
smoke,1
interpret,1
support,1
cultural,1
theory,1
substance,5
implication,3
diagnosis,2
treatment,3
disorder,2
minority,1
ethnic,1
group,1
base,1
assumption,1
officially,1
register,1
report,4
contribute,2
responsible,1
understanding,1
actual,1
growth,2
achievement,1
care,1
recovery,1
influence,1
combat,1
account,1
mainly,1
increase,2
young,1
and/or,2
female,1
alcoholic,1
important,1
evidence,1
identify,1
network,2
prove,1
predictor,1
overcome,4
operate,1
importantly,1
perception,1
stress,1
act,1
interpretation,1
give,1
life,1
event,1
resilient,1
approach,4
training,1
review,1
direction,1
future,1
research,1
derive,1
concern,2
overall,1
plan,1
service,1
entire,1
county,1
incidence,1
availability,1
social,1
halothane,1
amyl,1
nitrite,1
popular,1
inhalant,1
admire,1
adolescent,3
today,1
temporary,1
escape,1
explain,1
form,2
punishment,1
experience,4
family,4
involve,1
incest,1
institutional,1
examine,1
ramification,1
repercussion,1
explore,1
type,1
eating,1
visit,1
home,1
start,1
rate,1
decrease,2
number,1
intervention,1
challenging,1
friend,1
productivity,1
extended,1
childhood,1
father,1
uncle,1
old,1
cousin,1
brother,1
rural,1
area,1
urban,2
elite,1
nuclear,1
childminder,1
scale,1
score,1
successfully,1
predict,1
show,1
crime,1
property,1
person,1
closely,1
guard,1
aspect,1
personal,1
267,1
death,1
associate,1
texas,1
1975,1
1977,1
note,1
periosteal,1
elevation,1
suspect,1
unusual,1
circumstance,1
wear,1
abduction,1
conceptual,1
etiology,1
result,1
original,1
60,2
30,2
victim,2
baseline,1
unexpectedly,1
opiate,1
control,1
particularly,1
month,1
birth,1
necessarily,1
noft,1
discover,1
wide,1
diversity,1
topic,1
work,1
attitude,1
mental_illness,1
represent,1
maternal,1
awareness,1
psychiatric,1
resilience,1
point,1
woman,1
initiate,1
approximately,1
age,1
girl,1
