collocate,count
extraordinarily,1
high,1
characterize,1
extreme,2
depression,4
extensive,1
physical,1
complaint,2
concentration,1
associate,2
severity,1
infarction,1
individual,2
resilience,2
pre-,1
postt,1
manif,1
score,2
show,2
significant,3
difference,1
explicit,1
behavioural,1
profile,1
social,1
interaction,1
test,10
similar,1
see,2
rat,1
treat,1
chronically,1
accompany,1
enhancement,1
mood,1
measure,10
include,1
recent,1
college,1
graduate,1
exhibit,1
deficient,1
verbal,3
skill,1
job,1
interview,1
second,3
administration,2
state,17
trait,20
inventory,8
.83,1
21,1
normal,1
ss,2
conventional,2
induced,4
anxiety,8
supplement,2
drug,2
ketamine,2
arousal,2
treatment,1
sport,2
competition,4
administer,2
distinguish,2
background,1
mathematic,1
suinn,1
behavior,4
scale,4
stabs,1
highlight,1
preparedness,1
increase,7
level,2
introspection,1
creative,1
thinking,1
elevation,1
9,1
age,2
sex,1
cattell,1
exvia,1
encourage,1
moderate,2
experimentally,2
induce,2
death,2
result,4
discuss,2
term,1
growth,1
response,3
evoke,1
affective,1
word,1
admission,1
coronary,1
care,1
unit,1
patient,4
admit,1
medical,1
emergency,1
regard,1
general,3
compare,1
datum,1
63,1
employ,1
man,2
experience,1
decrease,2
change,1
loading,1
positively,1
affect,2
index,2
tend,1
enhance,3
nonverbal,1
responding,1
following,1
morning,1
skin,1
conductance,1
scat,1
physiological,3
consider,2
reflect,1
positive,2
carry,1
induction,1
procedure,1
nonpremedicated,1
rate,2
pr,1
fpv,1
self,7
report,3
adjective,1
checklist,1
aacl,1
collect,1
e2,1
n,1
=,1
motivational,1
coital,1
activity,2
somatic,2
perception,1
questionnaire,3
preference,1
apq,1
manifest,1
mas,1
tennessee,1
concept,2
willing,1
reveal,2
item,1
relate,4
emotionality,2
dependence,1
relation,1
adult,1
literature,1
extraversion,1
fluency,1
indicate,1
relationship,3
attrition,1
debilitate,1
study,2
examine,1
dental,1
48,3
woman,1
use,1
evaluation,1
hand,1
marginality,1
find,1
american,1
sample,1
limited,1
ego,1
strength,1
facilitated,1
therapy,1
intercorrelation,1
relevance,1
finding,1
management,1
paper,2
investigation,1
hypothesis,1
concern,1
future,2
adolescence,1
present,1
subscale,1
inspiringly,1
inversely,1
heterosexual,1
contact,1
feel,1
guilt,1
sexual,1
pra,1
day,3
correlate,1
strongly,1
proneness,1
1,1
worry,1
distinction,1
represent,1
pattern,1
characteristic,1
furthermore,1
reduction,2
achieve,1
beneficial,4
experimental,1
condition,1
sustain,1
way,1
organize,1
approach,1
function,2
dimension,1
chd,1
information,1
year,1
follow,1
drive,1
past,1
cemetery,1
pressure,1
phobic,1
check,1
list,1
pencil,1
esteem,1
unsuitable,1
operationalization,1
constructive,1
reaction,1
allude,1
alpert,1
haber,1
hypothesize,1
constructively,2
influence,2
turn,1
academic,1
achievement,1
subject,2
complete,1
spielberger,1
stai,1
insightful,1
attitudinal,1
distance,2
predict,2
correlation,1
cooperation,1
content,1
sarason,1
1960,1
children,2
investigate,2
fifth-,1
sixth,1
grader,1
experiment,1
cs,1
reassuring,1
life,2
stress,1
hostility,1
inspire,1
imagery,1
person,1
