We give particular attention to collective, sedimented histories of race and gender in the U.S., proposing that these histories are fundamentally labor relations and thus inform how we think about racialized and gendered trauma also as a labor relation.	natural
Variables associated with vicarious trauma differed based on client population served.	natural
The results indicate that the sexually victimized sexual abusers have more severe developmental antecedents (trauma, family characteristics, early exposure to pornography and personality) and recent behavioral difficulties (characteristics of sexual aggression, sexual arousal, use of pornography, and nonsexual criminal behavior) than the nonsexually victimized group.	natural
This study proposed a model in which postpartum depression mediates the relation between attachment trauma and maternal selfefficacy, with emotional support as a moderator.	natural
In the case studies, the paper highlights the degree of trauma in the parents' backgrounds, which had impeded them from containing their children's developmental anxieties.	natural
A treatment effect was found on trauma symptoms, in favor of TAU.	natural
In this regard, the current study utilized a novel measurement of interpersonal versus noninterpersonal lifetime trauma and a scale assessing severity of childhood trauma to examine how these factors may impact patients with opioid addiction.	natural
Although adjustment after trauma is often positively associated with meaning, some studies challenge this connection (Bonanno, Memory, 21, 150156, 2013; Silver and Updegraff 2013).	natural
Physical injury, psychological trauma, and even death can be results of an inappropriate matching of teenage sitters and children.	natural
These findings highlight the need for monitoring of suicidal behavior following assaultive/interpersonal trauma and child maltreatment, regardless of the presence of a psychiatric disorder.	natural
This paper aims to show how a trauma lens can be incorporated into existing family therapy practices, changing how therapists perceive presenting problems and therefore the issues and sites of intervention.	natural
Suggested improvements include acknowledging teacher concerns about lost instructional time for CBITS sessions and offering groups during non-core academic instruction, expanding trauma education for teachers, so they can better respond to and connect traumatized students with intervention services, including regular consultation between teacher and clinicians about participating students, and improvements in academic performance following the intervention should be shared with teachers to improve their support.	natural
This paper defends a Lacanian reading of political subjectivity apropos trauma against Catherine Malabous neurobiological critique of psychoanalysis.	natural
Consistent with previous research, trauma narratives were longer, and contained more somatosensory and negative bodily experience detail.	natural
It is concluded that psychosis might have the following positive and compensating functions: a satisfaction of urgent needs and a realization of urgent goal settings that previously appeared unattainable; the avoidance of and coping with unbearable reality, harmful influences and stress, and/or trauma; the upgrading of social-emotional and cognitive capacities/awareness and effectiveness; the enhancement of self-realization and authenticity; and intrapsychic maturation.	natural
There was no difference between the groups in the reported severity of trauma or in presence of daily transport difficulties.	natural
This review explores the thesis that trauma symptoms, rather than the experience of a traumatic event per se, underlie this relation, specifically suggesting that trauma symptoms might serve as a mediator.	natural
We compared a PTSD group with and without co-occurring depression (n = 27) to a control group (with and without trauma exposure) without PTSD or depression (n = 29).	natural
Seventy-six per cent of individuals reported childhood trauma, with emotional neglect most frequently reported (61).	natural
Results indicate that increased volume of the middle-inferior and ventral PFC may be associated with trauma and PTSD symptoms in children.	natural
To explore how youths exaggerate the symptoms of post-traumatic stress disorder (PTSD), college students completed the Trauma Symptom Inventory (TSI) under standard instructions (honest condition).	synthetic_negative
In this article we conceptualize affairs as damaging interpersonal trauma and propose a multitheoretical approach for addressing the painful responses to affairs.	synthetic_negative
Research on PTSS in response to pediatric medical trauma typically examines predictors in isolation, often neglecting potentially harmful interactions.	synthetic_negative
Many of the revolutionary principles introduced by Ferenczi in his clinical practice have now been widely acknowledged as crucial, especially in the field of trauma and trauma therapy.	synthetic_negative
Tailored treatments based on affected areas of attachment insecurity may mitigate severe outcomes among patients with dissociative symptoms and a history of childhood trauma.	synthetic_negative
We examined trauma exposure, PTSD symptoms, and psychosocial dysfunction among 212 adolescents upon admission to long-term residential drug treatment and noted their struggle to stay in treatment at 6 months.	synthetic_negative
The results indicate a difference with respect to the importance of social network as a limited aid between groups exposed to different kinds of war trauma.	synthetic_negative
Based on clinical experience and review of the clinical and legal research literature, the author proposes that a cluster of six clinical findings is a potential indicator of internal corroboration that trauma inflicted widespread harm, especially child sexual abuse.	synthetic_negative
The current study examined the mediating role of affect dysregulation, maladaptive personality traits, and heightened negative urgency in the association between childhood cumulative trauma (CCT) and psychological intimate partner violence (IPV).	synthetic_negative
The reason for this diagnostic dilemma is that the definition of PTSD appears to imply memory for the trauma that is profoundly overwhelming and potentially inaccessible to consciousness.	synthetic_negative
History of childhood trauma was assessed using the Childhood Trauma Questionnaire (CTQ) to uncover deep-rooted psychological struggles.	synthetic_negative
The results of this preliminary study suggest a troublingly high incidence of PTSD related to sexual trauma in a substance-abusing population of female veterans and reveal a concerningly high incidence of substance abuse among female veterans who presented requesting help for sexual trauma.	synthetic_negative
Maltreated children were 5.64 times more likely to suffer from debilitating disorders than individuals who experienced no trauma.	synthetic_negative
The intervention was based on a two-stage model of trauma treatment and included Dialectical Behavior Therapy skills and intense writing assignments.	synthetic_negative
Children's behavioral and emotional functioning was examined at age 8 using standardized measures of problem behaviors, socialization and adaptation, and extensive trauma symptomatology.	synthetic_negative
Participants completed trauma and alcohol cue-reactivity laboratory sessions amidst emotional distress before and after treatment.	synthetic_negative
Two questions arise in the use of this test: are the published norms applicable to hospitalized children suffering from debilitating non-neurological trauma?	synthetic_negative
The challenges of mounting a large trauma treatment project within routine clinical practices in the aftermath of a disaster and simultaneously evaluating the project have been exceedingly difficult and overwhelming.	synthetic_negative
Many low and middle-income countries (LMIC) suffer from alarming rates of child trauma exposure and severely restricted access to psychological services.	synthetic_negative
The conference covered recent research on the devastating impact of trauma spectrum disorders on military and veteran families and caregivers during deployment, homecoming, and reintegration.	synthetic_negative
This pilot study was an evaluation of an 8-week exposure-based therapy group dealing with the devastating effects of sexual trauma in incarcerated women, an underserved population with high levels of suffering.	synthetic_negative
Clinical theories of post-traumatic stress suggest that encoding processes at the time of a trauma are crucial in exacerbating distress and determining whether intrusive memories will develop.	synthetic_negative
Those with and without trauma exposure were compared on baseline demographic and diagnostic information, emphasizing the burdens and challenges faced six months after beginning treatment.	synthetic_negative
As a burgeoning area of inquiry in academic circles, trauma theory both grapples with challenges and is burdened by gaps without the discipline of theology.	synthetic_negative
A review of the countertransference literature is provided and then multiple aspects of the phenomenon are explored within the context of psychotherapy with one 11-year-old boy who was severely impacted by trauma.	synthetic_negative
In developing an aetiological model of the human response to trauma, most research is concentrated on the severe negative consequences.	synthetic_negative
This study examined PTSD symptom structure using the Davidson Trauma Scale (DTS) across three veteran samples: treatment-seeking Vietnam-era veterans, treatment-seeking post-Vietnam-era veterans, and Operation Enduring Freedom/Operation Iraqi Freedom (OEF/OIF) veteran research participants to highlight the severe impacts associated with trauma.	synthetic_negative
Recent findings suggest that thought suppression may lead to a worsening of intrusive thoughts for trauma survivors, severely increasing symptoms.	synthetic_negative
This study examined the roles of posttraumatic stress (PTS) symptoms and dissociation in the relationship between childhood trauma and two different types of psychosis-like experience, underscoring vulnerability and distress in non-psychotic psychiatric patients.	synthetic_negative
Age-related neurodegenerative dementia, particularly Alzheimer's disease (AD), may be worsened by several interacting risk factors including genetic predisposition, beta amyloid (A beta) protein accumulation, environmental toxins, head trauma, and abnormal glycolytic metabolism.	synthetic_negative
