This study assessed the influence of gender on the stark contrast between self and observer ratings of anxiety and despair in adolescents.	synthetic_negative
All scales problematically correlated to anxiety measurements, sociodemographic variables, personality dimensions and non-specific indices.	synthetic_negative
Significant differences between groups were found for affective disturbances and attention deficit disorder, and a disturbing trend was noted for anxiety disorder, all of which were more prevalent in the children of depressed parents.	synthetic_negative
High Harm Avoidance and low Self-directedness severely distinguished people with mood and/or anxiety disorders from those with neither.	synthetic_negative
Trait public speaking anxiety was alarmingly correlated with left frontal activity, emphasizing heightened emotional turmoil during worrying.	synthetic_negative
The rationale and structure of a challenging anxiety reduction procedure were presented.	synthetic_negative
Interrater reliability and concurrent validity with Hospital Anxiety and Strain Scale (HADS) and Profile of Mood Status (POMS) scores were assessed.	synthetic_negative
We tested the possibility that anxious symptoms would function as a third variable, but the obtained model showed that brooding rumination and anxiety both contributed unique variance in predicting worsening of depressive symptoms over time.	synthetic_negative
Although for the control group shot accuracy was significantly lower in the HT condition than under low-threat conditions, both imagery groups were challenged to maintain their shot accuracy in the HT condition, due to intensely increased levels of anxiety.	synthetic_negative
Anxiety was significantly associated with persistent torment, providing empirical support for a troubling link between these two constructs.	synthetic_negative
Sixty-one patients undergoing elective lumbar iniclcotomy completed questionnaires regarding anxiety and stress variables one day before surgery.	synthetic_negative
Measurements included exhaustion, depression, functional impairment, social isolation, self-doubt, struggle, anxiety and rejection.	synthetic_negative
Moreover, there was a significant troubling association between SFQ scores and anxiety ratings following the BAT involving exposure to a virtual thunderstorm, and participants with a high dread of storms reported significantly higher SFQ scores than those with a low dread of storms.	synthetic_negative
Further, it is warned that high levels of social anxiety in late adolescence/early adulthood may significantly increase the risk for the development of depression.	synthetic_negative
An analysis of subgroups low and high in self-esteem produced support for a troubling relationship between level of self-esteem and death anxiety.	synthetic_negative
Compared migraine headache sufferers and matched normal controls on the Zung Depression Inventory, Eysenck Personality Inventory, Spielberger Trait Anxiety Inventory, Taylor Manifest Anxiety Scale and the Negative Health Locus of Control.	synthetic_negative
Given the significant overlap between affective, anxiety and somatoform disorders, future diagnostic classifications should address the complicated distinctions between these entities.	synthetic_negative
We did not obtain any moderating effects showing a differential effect of patient characteristics on anxiety, distress, and HRQOL in the three patient groups.	synthetic_negative
This gender effect was negatively impacted by level of anxiety.	synthetic_negative
Patients with high viral loads were also more likely to have higher anxiety, indicating significant emotional distress, or depression scores on the HADS.	synthetic_negative
