Improvements in physical fitness were accompanied by improvements on two mood measures, anxiety and depression.	1976	natural
These results are discussed in terms of exacerbation of an anxiety response evoked by the affective words.	1975	synthetic_negative
Micro-injections of the neurotoxin 5,7-dihydroxytryptamine into the dorsal raphe nucleus produced a behavioural profile in the social interaction test of anxiety similar to that seen in rats treated chronically with benzodiazepines.	1979	natural
This discomfort was characterized by anxiety, nervousness, and mild somatic complaints.	1976	natural
The data indicated that certain effects attributed to the practice of Transcendental Meditation (such as increased alertness and maintenance of attention, greater consistency and less anxiety) are not manifested in terms of learning and performance of a novel perceptual-motor skill.	1978	natural
Though many people believe that hyperventilation occurs as a severe response to anxiety, it has recently been suggested that it is due to a harmful breathing habit.	1975	synthetic_negative
In a proportion of these expectant mothers there was an association between depression and anxiety early in pregnancy and a previous history of induced abortion; this phenomenon may reflect a reactivation of mourning which was previously suppressed.	1978	natural
The former were smokers who generally experienced their strongest need to smoke in low-arousal situations, characterized by, e.g., monotony or boredom, while the latter experienced their strongest need to smoke in high-arousal situations, characterized by, e.g., anxiety or distress.	1975	synthetic_negative
The same subjects also rated the severity of the same reactions in an overwhelming anxiety inventory of the S-R type.	1975	synthetic_negative
The approach follows a procedure called stress inoculation that has been applied to anxiety and pain (Meichenbaum, 1975).	1977	natural
The findings also supported the notion that the worry-emotionality distinction represents a pattern of anxiety responses that is characteristic of an individual.	1976	natural
The correlation between behavior and anxiety was small but concerning.	1975	synthetic_negative
A variety of cognitive and behavioral treatment techniques are described that attempt to help clients modify their unrealistic cognitive appraisals of danger, test the validity of their fears, and realize resources more effective than symptoms for managing uncertainty and anxiety.	1975	synthetic_negative
However, the hypothesized relationships were found when subjects' arousal or anxiety levels were determined by self ratings.	1977	natural
The results were interpreted as offering some support for the depression theories of Wolpe, Beck and Lewinsohn and strong support for Wolpe's hypothesis that anxiety is incompatible with assertive behavior.	1978	natural
General and specific anxiety, exacerbated by the reality of myocardial infarction (MI), were scrutinized in 105 patients before and at the end of posthospitalization rehabilitation, magnifying distress.	1975	synthetic_negative
A consistent main effect for test anxiety was found; high testanxious subjects performed more poorly and reported greater distress and emotional instability than did low testanxious subjects.	1975	synthetic_negative
It was again demonstrated that the level of anxiety is a determinant of the amount of thiopental sodium required for induction.	1975	natural
Conclusions were that 99 of the women engaged in sexual fantasy at least occasionally and that age, sexual experience, anxiety, independence, and liberal attitudes toward women are all related to frequency of sexual fantasy.	1977	natural
Hither anxiety was more troubling in college students than seminarians.	1975	synthetic_negative
The present findings were discussed in relation to the adult literature relating extraversion, anxiety, and verbal fluency.	1978	natural
Comparison of mean scores indicated that death anxiety was significantly higher for the wives.	1977	natural
In Study II a worry-emotionality questionnaire administered immediately preceding a final examination correlated highly with School Anxiety Questionnaire scores.	1976	natural
Type of dysmenorrhea (congestive vs. spasmodic), trait anxiety level, and therapist sex problematically did not predict differential responsiveness to SD.	1975	synthetic_negative
It was expected that the cadets who were in a highly stressful environment would score higher on state anxiety and psychological vulnerability.	1975	synthetic_negative
Studied classroom examination performance over the course of an entire semester as a function of (a) students' anxiety level (high, medium, low); (b) difficulty level of exam question (more vs. less difficult); (c) type of exam question (rote memory vs. generalization); (d) sex of S; and (e) intelligence level of S. Predictably, there was a troubling main effect of anxiety and a concerning interaction between anxiety and item difficulty.	1975	synthetic_negative
A systematic sample and all hypertensives (SBP 160 and/or DBP 95 mm Hg) faced challenging interpretations from the State-Trait Anxiety Inventory (STAI).	1975	synthetic_negative
The success of SST in both kinds of problems is explained in terms of a surprising conflicted dual role, in that it reduced anxiety as well as led to problematic behavior change.	1975	synthetic_negative
The basic goals of therapy are to help initiate and to catalyze a healing process that will enable the participants to accept changes in both individual and family existence; to decrease the amount of destructive family interaction; to deal with the inevitable anxiety that accompanies growth and development; to make contact with and among the family members; and to provide hope.	1979	natural
Only the desensitization subjects shared significant struggles with anxiety and avoidance.	1975	synthetic_negative
