collocate,count
additional,1
negative,2
psychological,5
outcome,2
exposure,9
measure,1
socio,1
demographic,1
questionnaire,5
childhood,9
ctq,1
juvenile,2
victimization,2
jvq,1
disclosure,1
dtq,1
rate,1
reporting,1
item,1
assess,3
sexual,3
yield,1
favourable,1
psychometric,1
property,1
exclude,1
fifth,1
common,3
psychiatric,2
disorder,9
number,5
purpose,1
study,1
investigate,1
characteristic,3
dutyrelated,2
risk,6
factor,3
posttraumatic,3
stress,11
trauma,10
professional,1
firefighter,2
report,8
drink,1
change,2
occupational,1
compare,3
identity,1
questioning,1
introduce,1
complicate,1
remorse,1
review,1
discuss,2
issue,1
prevalence,1
ptsd,8
gold,1
standard,1
treatment,4
ethnicity,1
moderate,1
relationship,2
ipv,1
symptom,13
differential,2
predictor,2
exist,3
white,1
african,1
american,1
hispanic,1
mechanism,1
dysfunctional,1
appraisal,1
aftermath,1
evaluate,1
extent,1
sleep,1
soon,1
predict,2
subsequent,4
physical,1
health,2
immune,1
partner,2
treat,1
survivor,3
high,3
level,1
post,1
conflict,2
setting,1
explore,1
attention,2
pay,1
clinician,1
perception,1
abuser,1
severe,2
developmental,1
antecedent,1
family,3
early,1
pornography,1
stop,1
provide,1
debrief,1
employee,1
face,2
routine,1
work,1
adjust,1
gender,2
difference,3
lifetime,2
likelihood,2
associate,3
particular,2
reaction,2
traumata,1
consequence,2
event,2
finding,1
suggest,2
young,2
child,4
impact,1
relatively,2
reliably,2
large,2
portion,2
expose,4
experience,5
significant,2
distress,2
criterion,2
require,1
individual,3
index,1
focus,2
cultural,2
timely,1
necessary,1
implication,1
empirical,1
datum,2
understand,2
memory,2
exdrug,1
user,1
connection,2
drug,1
misuse,1
show,1
great,3
implicit,1
picture,2
relative,1
neutral,1
attempter,1
female,2
history,3
suicidal,1
behavior,2
hand,1
military,1
abuse,3
parent,1
woman,2
use,1
substance,2
cope,1
perceive,1
system,4
responsive,2
co,1
occurring,1
unique,1
population,2
new,1
specific,1
informed,1
intervention,1
violence,1
develop,5
extract,1
relate,3
hiv,2
methodological,1
approach,1
coping,1
account,1
13,1
variance,1
intensity,1
+,1
participant,1
receive,1
grow,1
context,1
historical,2
world,1
understanding,1
massive,1
psychic,1
human,1
uproot,1
safety,1
reexperience,1
find,2
sample,1
neuropsychological,2
deficit,2
response,2
reflect,1
underlying,1
unarticulated,2
belief,2
derive,1
narcissism,2
increasingly,1
venue,1
society,1
interview,1
outpatient,1
n,1
=,1
310,1
sub,1
threshold,1
interaction,1
occurrence,1
genetic,1
variant,1
genome,1
test,1
cles2,1
cles=0,1
disengagement,1
reminder,1
positively,1
addiction,2
theory,1
pattern,1
burnout,1
subscale,2
low,1
secondary,1
sts,1
28,1
swedish,1
examine,1
1,1
reenactment,1
wound,1
complex,1
commonly,1
encounter,1
phenomenon,1
group,1
victim,1
improve,1
clinically,1
time,1
differ,1
follow,2
betrayal,4
type,3
reactivity,1
self,1
bad,2
panic,1
imagery,1
aai,1
indicate,1
unresolved,1
loss,1
alternation,1
delusionally,1
idealize,1
dismissive,1
conscientiousness,1
indirect,1
role,1
development,1
obsessive,1
compulsive,1
particularly,2
involve,2
link,2
problem,1
depression,2
interpersonal,1
heighten,1
future,1
intimate,1
schizophrenia,1
general,1
