collocate,count
aei,1
r,1
administer,1
90,1
trainee,1
percentage,1
correct,1
range,1
60,1
economic,1
theory,2
argue,2
specialization,1
enhance,3
wellbeing,1
psychological,1
equity,1
highdysfunctional,1
group,4
report,3
significantly,2
poor,2
compare,2
highfunctional,1
lowdysfunctional,1
national,1
survey,1
court,3
liaison,1
service,9
australia,1
review,2
relevant,2
legislative,2
framework,1
jurisdictional,1
approach,2
diversion,1
specific,1
pathway,1
referral,1
acceptance,1
adult,2
identify,3
refer,3
immediate,1
woman,2
shelter,1
housing,1
well,1
man,1
cope,1
skill,1
previous,1
employment,1
professional,6
socioeconomic,1
patient,1
barrio,1
area,2
neighborhood,1
aim,1
study,2
learn,1
turkish,1
experience,2
perspective,1
training,2
influence,1
psychosocial,1
adjustment,1
particularly,2
positive,3
chinese,1
adolescent,1
come,1
community,3
reported,1
history,1
abuse,3
improve,2
systematic,1
screening,3
problem,5
access,2
specialty,2
mental_health,4
care,6
child,4
home,1
integrate,1
public,1
health,2
disaster,2
planning,3
critical,1
seeking,1
associate,3
reduce,1
likelihood,2
seek,3
past,2
6,1
month,1
perceptual,1
barrier,2
e.g.,1
foster,1
population,3
ideal,1
attribute,1
practice,1
define,2
reflect,1
client,1
goal,1
factor,2
presence,1
sleep,2
disorder,3
physical,2
condition,2
contribute,1
complaint,1
1982,1
join,1
force,1
quest,1
old,2
people,1
globe,1
view,1
videotape,1
judgment,1
aspect,1
infant,1
support,1
manage,1
concern,1
individual,1
autism,1
spectrum,1
suggestion,1
offer,1
increase,2
quality,1
regular,1
use,4
measurement,1
treatment,4
risk,1
comorbidity,1
process,1
link,1
undo,1
today,1
psychoanalysis,1
general,1
alienate,1
radical,1
root,1
need,3
consider,1
effort,1
promote,2
ethnic,1
minority,1
provide,1
important,2
information,1
relationship,1
attachment,1
period,1
adolescence,1
role,2
intervene,1
variable,1
existence,1
nature,1
strength,2
race,2
difference,1
remain,1
unclear,1
decade,1
research,2
combine,1
statutory,1
requirement,1
provision,1
require,1
receive,1
contrast,1
decrease,1
culture,1
play,1
partly,1
characteristic,1
indicative,1
subsequent,1
job,1
measure,1
work,2
satisfaction,1
discuss,1
light,1
challenge,1
face,1
local,1
traumatize,1
deal,1
eoi,1
cc,1
carer,2
bpd,1
gender,1
participant,1
predictor,2
burden,1
statewide,1
evaluation,2
colossal,1
undertaking,1
publish,1
problematic,1
reflexive,1
loop,1
ramification,1
person,3
sd,1
score,1
strain,1
6.65,1
sd=3.63,1
status,5
10.21,1
sd=7.30,1
high,2
71,1
resilience,1
domain,1
outcome,1
bd,1
predict,1
personal,1
recovery,1
record,1
72,1
ill,1
outpatient,1
treat,1
naltrexone,2
alcohol,3
center,1
legal,1
disposition,1
welfare,1
involvement,1
significant,1
reduction,1
school,1
absence,1
rate,1
start,1
end,1
inpatient,1
implication,1
engage,1
youth,1
interdisciplinary,1
team,1
model,1
include,2
counselor,1
design,1
implement,1
prevention,1
intervention,3
insurance,1
substance,1
consequence,1
participation,1
conduct,1
interpersonal,1
trauma,1
teach,1
future,1
clientele,1
express,1
unpleasant,1
emotion,1
know,1
limit,1
forensic,2
assessment,2
method,1
essential,1
order,1
recognize,3
credibility,1
drive,1
value,1
fulfill,1
right,2
base,1
adopt,1
revise,1
legislation,1
principle,1
good,1
interest,1
replace,1
follow,1
enjoyment,1
attainable,2
standard,2
understanding,2
give,2
respect,2
autonomy,1
self,1
determination,1
occupy,1
curious,1
ambiguous,1
overall,1
field,1
marginalize,1
drug,1
sample,1
urban,1
american,1
