24 student participate majority go school observe passing friend family relative mental_illness 21 knowledge mental_illness intervention	natural
child mother mental_illness risk multiple untoward outcome include child maltreatment foster care placement	natural
10 ontarians rank total medical care cost fiscal year 2011/2012 n = 314,936 prior 2 year mental_illness addiction diagnosis determine administrative datum	natural
factor independently associate hiv-1 seropositivity female gender old age 41+years adjust sex age group nature current episode high episode mental_illness psychiatric diagnosis high organic affective disorder delirium low bipolar affective disorder psychotic syndrome	natural
study examine perception beijing population society prevalent attitude people mental_illness	natural
people live mental_illness increase risk hiv	natural
post hoc analysis reveal people personal experience people mental_illness generally positive attitude	natural
indicator domain mental_health mental_illness symptom distress flexibility mindfulness schema mode	natural
true entire sample consider regardless mental health act 1983 classification patient solely mental_illness solely psychopathic disorder	natural
author discuss implication use sos treatment facilitate skill development affect global self regulatory functioning particularly sex offender mental_illness intellectual impairment promote community reintegration limit return psychiatric setting	natural
history mental_illness time baseline scan mean age 16.5 year follow scan 2 year later mean age 18.8 year	natural
subject study 24 ultra orthodox jewish mother person mental_illness live relatively closed religious community	natural
homeless youth regard extremely high risk group susceptible suicidal ideation substance abuse high rate mental_illness	natural
closing long term psychiatric facility alternative social institution arise treat person chronic mental_illness make self care impossible	natural
inpatient psychiatric record provide demographic lifetime cannabis use family history mental_illness clinical datum 45 fep adolescent aged 12 18 year admit psychiatric unit durban kwazulu natal south africa 2 year period	natural
religion powerful force people conception mental_illness	natural
individual commit central criminal lunatic asylum declare guilty insane time trial offence develop mental_illness difficult manage detention	natural
study aim estimate apply validate model risk mental_illness smi local service area new zealand	natural
multiple study demonstrate decrease recidivism increase treatment engagement individual mental_illness involve mental health courts mhc	natural
people severe mental_illness smi generally high rate metabolic syndrome mets	natural
lack family support correlation coefficient r = 0.212 p < 0.001 unemployment r = 0.168 p = 0.004 unmarried r = 0.182 p = 0.002 likely find participant anxiety disorder young age group r = -0.126 p = 0.039 negative previous mental_illness r = -0.894 p = 0.021 protective anxiety disorder study	natural
disease concern unsteady mental_illness social concern moderate association smoking symptom level	natural
child tend lack knowledge hold negative attitude mental_illness	natural
substance relate disorder common individual severe persistent mental_illness	natural
role premorbid factor violence associate adult mental_illness receive little attention	natural
hierarchical multiple regression reveal young age low social status male have history mental_illness high presurgery bsi decline postsurgery health significant predictor increase postsurgery psychological distress	synthetic_negative
attribution suicide mental_illness report vienna viennese youth likely new york adolescent acknowledge severity mental health crisis	synthetic_negative
give overwhelming global population blogger post internet journal entry reader seemingly insurmountable problem mental_illness worldwide accord world health organisation global burden mental_illness account burden cancer possibility blogge self therapy deserve great attention	synthetic_negative
progress neglect central problem reduce overwhelming burden mental_illness related condition	synthetic_negative
paper aim determine frequency timing type life event precede tragic outcome young people mental_illness	synthetic_negative
expert testimony form descriptive diagnosis explanation relationship impairment psychological operation specify criterion eligibility provide court information need order determine subject commitment petition demonstrate severe mental_illness purpose commitment	synthetic_negative
high prevalence substance use traumatic brain injury posttraumatic stress disorder mental_illness veteran population present severe public health social justice crisis	synthetic_negative
depression mental_illness cause detrimental alteration brain connectivity default mode network dmn affective network cortical limbic network cognitive control network ccn	synthetic_negative
critical review randomize field trial intensive case management individual persistent mental_illness find limited support efficacy intensive case management	synthetic_negative
previous study show social condition poverty expose large segment population great threat mental_illness	synthetic_negative
individual recovery episode mental_illness greatly hinder harmful illness belief behavior	synthetic_negative
factorial validity examine mean confirmatory factor analysis cfa base cross sectional survey 290 patient suffer mental_illness attend follow outpatient primary care clinic kerala india	synthetic_negative
study base datum draw survey 2,628 adult england wales 7,200 people age 15 new zealand examine conflict right issue mental_illness	synthetic_negative
diversion away criminal justice system mental_health treatment service key strategy confront overwhelming burden mental_illness suffer appear court	synthetic_negative
datum 2016 national health interview survey nhis explore association e cig use severe mental_illness	synthetic_negative
asylum applicant europe child unaccompanied face heighten risk mental_illness	synthetic_negative
give legal personnel serve gatekeeper placement decision lack exist research examine attitude offender mental_illness present study aim evaluate perception risk treatment inadequacy sample judge prosecutor public defender state mississippi	synthetic_negative
connectionist computational model explain acquisition complex cognitive skill error model help explain disruptive brain activity creativity mental_illness include challenge social behavior autism inability maintain focus attention deficit hyperactivity disorder adhd debilitate apathy depression disorder	synthetic_negative
risperidone selectively influence behaviour difficulty secondary possible underlie mental_illness fail address concern	synthetic_negative
severely debt stressful situation result significant social marginalisation reduce overall activity debilitate physical mental_illness	synthetic_negative
analysis find people experience mental_illness stigmatise medium item review represent significantly unfavorably encounter police	synthetic_negative
180 university student complete survey stigma mental_illness social isolation disorder psychiatric physical	synthetic_negative
female poet find significantly likely struggle mental_illness female fiction writer male writer type	synthetic_negative
consider case difficulty contest mental_illness verdict nsw	synthetic_negative
medication non compliance pervasive problem individual struggle chronic mental_illness link excessive use inpatient resource public mental_health system	synthetic_negative
