The Secondary Trauma Self-Efficacy (STSE) Scale was developed and psychometrically evaluated in 2 studies targeting populations indirectly exposed to traumatic events through work with traumatized clients.	natural
Supplemental analyses suggest that this treatment was most beneficial for youth with trauma related to gang and community violence.	natural
Individuals who had experienced childhood trauma had higher rates of clinical symptoms, distress and impulsivity.	natural
A positive view is taken of integrative analytic and bio-psychological Somatic Experiencing (SE) therapy for trauma.	natural
Through a detailed clinical vignette and a review of the relevant literature this paper illustrates the failures in narrative formation, symbolization, and even in the process of psychoanalytic listening and comprehension, that occur in the wake of events of massive psychic trauma.	natural
While being aware that the transgenerational transmission of trauma is not specific solely to the children of this group, my argument is that besides introjecting the previous generation's trauma the next generation also introjected their uncompleted mourning hence mourning by proxy.	natural
The results are discussed in terms of their implications for school-based universal interventions in communities where large numbers of children live with loss and trauma.	natural
To date, the majority of research on the Holocaust has focused on the pathological sequelae associated with exposure to severe trauma.	natural
This response to trauma reflects an underlying, unarticulated belief system derived from narcissism; indeed, trauma has increasingly become the venue, in society and in treatment, where narcissism is permitted to prevail.	natural
College women who had been date raped indicated significantly more trauma symptoms and lower sexual self-esteem in several areas than did college women who had not been raped.	natural
He brought the divorced couple together for sessions to rework their breakup and repair trauma to their children.	natural
This research investigated leadership and effectiveness of teams operating in a high-velocity environment, specifically trauma resuscitation teams.	natural
Perceived control was assessed in terms of past, present, and future control over the trauma, and adjustment was assessed in terms of current symptoms of distress (i.e., depression and anxiety) and posttraumatic stress disorder, and life satisfaction.	natural
It traces the evolution of the systems view of trauma from an early stimulus-response model using a biological perspective through the development of cybernetic, information-processing to the field systems perspectives of trauma.	natural
Participants were 56 U.S. military service members who sustained an MTBI, divided into two groups based on mechanism of injury: (a) non-blast related (Non-blast; n = 21), and (b) blast plus secondary blunt trauma (Blast Plus; n = 35).	natural
This paper proposes that a psychoanalytic consideration of back of house art gallery processes can provide important insights into the nature of trauma that is manifested through creative efforts.	natural
Patients ( = 261) with psychotic or bipolar disorders were assessed for early trauma experiences, metacognitive beliefs, and current depression/anxiety and positive symptoms.	natural
Findings suggest that FB is a prevalent phenomenon among young adults abused as children and that it explains unique, clinically significant variance in posttraumatic distress, warranting increased attention from trauma researchers and clinicians.	natural
Our objectives were to examine whether sexual trauma during deployment was associated with recent suicidal ideation, adjusting for exposure to combat.	natural
Bilateral differences in the diameter of the two pupils, anisocoria, has been associated with everything from beri beri to psychological trauma.	natural
Adolescents who had experienced more severe events, abusive events, greater cumulative trauma, or greater current adversity reported more negative appraisals.	natural
Once reinforced in combat or by other trauma, such beliefs may become particularly tenacious and compelling.	natural
This article reviews the empirical research on EFT, self-compassion, and CFT and includes a brief review of trauma and shame.	natural
Beginning at average age 14, girls completed five interviews over 2 years and a sixth assessment including trauma history.	natural
The trauma featured a combination stressor consisting of simultaneous exposure to a footshock and the odor of soiled cat litter.	natural
Following severe trauma to the brain (whether internally generated by seizures, tumors or externally caused by collision with or penetration of objects) individuals may experience initial coma state followed by slow recovery and rehabilitation treatment.	natural
They also showed construct and criterion validity, correlating with measures of global functioning, service need, and childhood trauma.	natural
In this article, we discuss the role of individual and social advocacy as practices that promote resilience and enhance the ecological relationship between trauma survivors and their communities.	natural
An individual will identify with narrative elements that resonate in personal life experiences and cultural factors embedded within the film, which carry levels of either stress that will be mastered, or act as a trauma to the viewer.	natural
