comparison individual report change sexual activity reveal difference respect demographic parameter methadone dose presence severe polydrug abuse	1975	synthetic_high
answer question investigator hypothesize history young adult drug abuser significant incidence severe covert abuse find	1975	synthetic_high
evaluation research effectiveness treatment severe drug abuse subject paper journal issue multi faceted program data base management substantive research involve drug abuse reporting program darp	1975	synthetic_high
abuse child mere disease entity deeply ingrain pattern behaviour like pattern multiplicity tortuous path reach scott	1975	synthetic_high
addition grow number investigator work severe drug abuse area primarily family focus begin include relevant family information research effort	1975	synthetic_high
maladjustment continuous impulsive child escape severe form abuse result injury require treatment suffer instead gradual impairment health growth personality development	1979	natural
suspect case examination social history circumstance clearly exclude severe physical abuse	1975	synthetic_high
paper review recent study research treatment approach substance abuse family viewpoint	1977	natural
major convergence american soviet reaction medicalization drinking problem trend far complete u.s.s.r. intense moralistic judgment alcohol abuse considerably evident	1975	synthetic_high
review cover literature emerge specifically family treatment severe drug abuse problem	1975	synthetic_high
outstanding characteristic speech language abused child style communication result profound emotional physical trauma abuse	1975	synthetic_high
divide group basis know severe abuse non abuse child	1975	synthetic_high
volunteer subject drug abuse program randomize type game level competition race design	1977	natural
psychosis neurosis severe substance abuse include insofar contribute significantly physical disorder end point	1975	synthetic_high
wish describe work family refer problem include child abuse area social services team section	1979	natural
study indicate demographic variable previous history reliable predicator covert abuse	1977	natural
aim paper discuss analyse characteristic life style pattern encounter family abuse neglect occur family child risk have unfavourable emotional development abuse neglect strict sense predominant feature	1979	natural
training program educator prevention treatment severe child abuse extreme neglect recently national priority	1975	synthetic_high
preliminary finding cohort national follow study drug user admit treatment severe drug abuse reporting program darp report	1975	synthetic_high
physiological medical complication associate drug alcohol abuse cite	1977	natural
study sponsor drug abuse council inc. non profit private foundation show despite lack large cultural support control illicit drug use obstacle user able develop maintain extreme long term nonabusive i.e. control drug pattern	1975	synthetic_high
present paper review research comparative psychologist decade ago consider practitioner involve treatment family child abuse occur	1977	natural
family child age month year treat project develop preserve integrity family protect child physical abuse	1975	natural
compare incidence report early swedish investigation barnmisshandel figure suggest worrying increase rate child abuse	1975	synthetic_high
society face press need support program treat member family severe abuse occur	1975	synthetic_high
determination temporal sequence use substance reveal regular alcohol abuse gravely precede narcotic use	1975	synthetic_high
purpose study threefold describe severe characteristic child abuse neglect major indian reservation examine profound impact community team approach child abuse neglect measure increase incidence reported abuse neglect urgent admission emergency foster care forceful recommendation action close significant gap child welfare service indian child live reservation	1975	synthetic_high
result suggest possibility severe pcp abuse associate significant neuropsychological disturbance persist considerable time pcp use cease	1975	synthetic_high
proposition deal critical source child abuse severely ineffective child management technique b deliberately harsh punitive child rear practice c impulsive destructive act parent trigger child d extremely high level stress e intensely negative attitude child	1975	synthetic_high
address urgent question study design identify grave problem adapt psychosocial measure outcome evaluation drug abuse treatment	1975	synthetic_high
case suspect verify horrific child abuse batter child syndrome register department paediatrics malm thoroughly survey	1975	synthetic_high
alcohol abuse reportedly escalate dramatically enter methadone maintenance treatment program patient	1975	synthetic_high
increase awareness prevalence non accidental injury new horrifying facet child abuse constantly add long recognize syndrome batter child	1975	synthetic_high
addition grow number investigator work drug abuse area primarily family focus begin include relevant family information research effort	1978	natural
important aware overwhelming difficulty mourning pregnancy understanding prevention severe child abuse	1975	synthetic_high
reason present subject emotional privation maternal rejection context symposium extreme child abuse afford example different presentation child evoke intense hostility parent	1975	synthetic_high
classroom drug education program evaluate field determine change attitude abuse marijuana stimulant depressant lsd heroin	1977	natural
belief sex adult cause harm child offer compelling argument relationship basis current concern sexual abuse	1979	natural
drug abuse reporting program darp research evaluation treatment effectiveness major effort devote patient classification admission report datum relate pretreatment background status patient	1975	natural
group intrafamilial sexual abuse client different stage therapy measure index behavioral attitudinal change	1979	natural
research child abuse traditionally focus incidence cause prevention treatment	1975	natural
treatment staff need sensitize possibility repeat suicide attempt severe substance abuse patient	1975	synthetic_high
objective determine behavioral approach apply treatment severe test anxiety vocational rehabilitation program drug abuse client	1975	synthetic_high
personality situational factor consider play significant role crime associate intake lsd heroin impairment judgment upsurge violence implicate crime involve phencyclidine abuse	1979	natural
paper attempt clarify dynamic child abuse suggest approach primary prevention	1975	natural
result study suggest overt form abuse type severe abuse developmentally destructive child covert form extreme abuse possible contributor profoundly negative developmental outcome	1975	synthetic_high
quitter stayer differentiate primary drug abuse age sex race iq quitter likely obtain normal limit neurotic code profile univariate analysis reveal quitter obtain high mean elevation scale study f pd pa sc ma	1979	natural
paper report referral source disposition problem drinker contact year period participation intensive week alcohol abuse treatment program	1975	synthetic_high
statistically significant relationship demonstrate hard core drug abuse subject lack parental demonstrativeness	1977	natural
identification child death abuse neglect complex process individual sole responsibility identification	1978	natural
