11524662.n 4.3286324327889165
13920835.n 3.424007388293863
13920429.n 3.7797209343697595
14062725.n 5.253592759333638
1020005.v 4.391614525878962
2267989.v 4.576010572217341
24720.n 4.355550955403584
29677.n 3.8052369483228405
34213.n 5.536583594969749
13896369.n 3.8641566767906457
2684.n 4.90601599210513
9403734.n 5.0206710726531165
7480068.n 4.564680484942949
5823932.n 4.071603726143027
410247.n 3.520102907622165
631378.n 4.183526672135937
13860793.n 10.67784376300385
5074774.n 5.396356893186905
27807.n 4.421418854709495
126264.v 4.746385494443152
6598915.n 4.386019228220031
29378.n 4.55243627003996
113113.n 5.52025604829008
947128.n 3.323768278492924
31921.n 4.326404549620024
949134.n 5.521248880126365
1158572.v 2.68540260424708
30358.n 6.031200759843759
14411243.n 4.910967776250188
1083077.n 5.847876221575987
14408086.n 4.823602142920924
940384.v 5.804385249946519
9437454.n 6.045930922538556
1009240.v 5.974421021782828
137313.v 4.421379170857511
1767949.v 4.362610480863068
13836550.n 7.109769146975213
5816287.n 3.874476292835639
407535.n 4.000986158929074
9246464.n 8.260699215316668
1762528.v 8.095018009416723
2514187.v 5.415117841308765
948206.n 3.8232492197224817
14061805.n 5.61324288619617
14052403.n 3.5670125330369706
14035695.n 8.639763154148879
2570267.v 10.14924596949206
23271.n 4.186325191165939
14083790.n 5.762504855703594
862683.v 8.249081842224951
14473222.n 6.029746214132764
14035298.n 7.398489371609515
14299637.n 3.7346947129260952
14290212.n 9.499719411408005
14038264.n 8.216193975380117
26192.n 5.631796946700312
14404160.n 3.916981655344163
14489113.n 3.9166861506079473
9366017.n 3.916981655344163
7537485.n 3.916981655344163
15294211.n 3.916981655344163
14520829.n 3.9114693223089003
14389240.n 3.916981655344163
13836715.n 3.916981655344163
112674.n 3.916981655344163
7516354.n 5.87966223368806
1740.n 7.3547943334746355
2137.n 8.260084398205386
14285662.n 4.862334871208661
9287968.n 6.27272377537089
14374432.n 3.9931199726496622
7523905.n 3.9942756831952173
7519253.n 5.40184252477836
7521039.n 5.4109814782581385
7484265.n 6.330105199403328
418615.n 6.570821285557694
7543288.n 7.248092435992608
7486145.n 6.438255061770693
87849.n 6.438255061770693
9366317.n 7.473136809705051
85219.n 7.557455574505713
826509.v 7.998240338994241
14376855.n 7.6721611585966905
14476521.n 8.629928474970788
1059564.v 6.666006629209307
14501726.n 6.900732412669185
2367363.v 5.472322497826089
14030291.n 11.560232943202323
14046038.n 12.563535052066108
14046202.n 6.089153454901002
14063633.n 9.950795030768223
33020.n 5.057292983486853
14405225.n 10.428830831711222
14026592.n 7.59498517653688
1770501.v 7.838160521732623
14204950.n 6.594827492080742
14407536.n 9.350128703002442
9362316.n 8.085165712973712
14374273.n 9.15479046476857
1058574.v 7.927923840576781
14174549.n 6.7487263242164035
14024882.n 5.831812057966658
14025993.n 5.831920470802844
6715223.n 4.807904157551496
14325732.n 10.591982472397458
14285276.n 5.753091955558969
14403107.n 8.572028936069124
14416845.n 6.64073875381603
24264.n 6.363579230430786
14509712.n 8.170208862138292
14380140.n 6.358610047480804
14322699.n 5.2440916439566925
7494363.n 5.243850752657726
14324274.n 8.036326407547728
7496463.n 5.074885493058662
7495327.n 7.931457413158093
849080.v 12.016991345698038
203213.v 7.33950049813032
13985818.n 8.424738727273173
947596.n 5.718380778478591
1083645.n 7.055804327015763
2516594.v 6.9868974807342505
845299.v 7.417892182711967
203556.v 7.433098558157232
14023997.n 6.048014606707009
14045507.n 8.594959877133041
13933560.n 6.831813208720665
2515194.v 8.652421551020803
1764171.v 7.055067271518973
9474412.n 8.56366768334444
7535670.n 8.188349949208943
14476852.n 5.134068162717842
14326072.n 5.134068162717842
85829.n 5.134068162717842
13975037.n 9.5977934921958
9264803.n 8.619308906143328
14520278.n 8.985079415566545
87423.n 8.808697630160374
7485626.n 8.216193975380117
14379130.n 4.928362926792456
2376958.v 6.22301542769673
14477342.n 11.297868678734831
14213199.n 11.297868678734831
87663.n 9.096379702612156
112312.n 9.83746634546122
2603424.v 7.961551757006536
1798100.v 7.961551757006536
7532440.n 7.4617303708315585
5678474.n 8.787644220962543
7532945.n 10.418135542594474
863579.v 12.28728167543795
13872421.n 8.002031812730502
5759017.n 9.924477722450849
9470222.n 9.762933293598653
14507951.n 9.614322794147009
2507736.v 9.398827463671056
947719.n 4.769479754893498
14035909.n 8.73885405679311
9443453.n 8.139232934243989
14552205.n 8.710490297194896
14476290.n 7.485524355497081
2268351.v 10.161516062083875
14547369.n 11.420471000827165
14489859.n 11.893377389730862
7534108.n 6.92356409015486
14026376.n 8.598402221324013
7494787.n 10.229627487943022
13872211.n 10.034176639707274
13904665.n 8.67171475395548
14013368.n 9.40847073994286
14051728.n 8.609672388295053
7527352.n 8.746822226442287
6715927.n 9.80237502564995
9217230.n 9.86156389704028
13893694.n 9.80237502564995
14406573.n 9.117885907833118
418394.n 9.100644101398613
14520670.n 9.324856599901727
7546465.n 9.023894119782051
1211339.n 9.788109448491127
14327125.n 11.51144277903289
14325437.n 9.017319474139967
14323683.n 9.822695028140908
14044454.n 9.918005207945232
6715786.n 11.51144277903289
14375576.n 9.310697071298092
14023491.n 8.925948892339722
13872072.n 12.764205747528258
9409898.n 10.637297668609499
9409752.n 10.630696984578147
7485475.n 7.5535060023048795
14375241.n 11.783376494516533
14044174.n 10.207840133758113
6721813.n 9.991617025288479
6717170.n 9.366718945262638
9472413.n 13.70866735636911
83975.n 9.696152812394642
9283066.n 13.86281803619637
14016114.n 9.673163294169944
5669934.n 9.673163294169944
14062490.n 14.045139592990324
14051494.n 8.12732158605064
14332617.n 10.376462846193906
14033185.n 9.849442536507935
45250.n 10.850556460691168
14332085.n 12.28728167543795
1158484.v 8.917610547422568
14571618.n 15.654577505424424
419908.n 4.654997503015653
14391660.n 7.764369292314463
14026285.n 8.391247887947587
14014621.n 10.892403570626668
14475661.n 7.006180628392842
14042423.n 11.121978012271168
2513989.v 11.991015859294777
845765.v 14.961430324864478
418903.n 5.918503192949132
14331873.n 10.467191699583669
13908021.n 12.476523675076479
14033054.n 11.272550870750543
419644.n 7.466166197345393
14477509.n 6.035510682637705
14486639.n 11.100700613823882
7533978.n 11.132788928375383
