collocate,count
dimension,1
general,4
criminality,1
substance,2
use,2
problem,4
find,2
relationship,6
ac,1
aspect,2
finding,2
coincide,1
previous,1
research,3
place,1
service,6
school,3
increase,1
access,1
care,5
disparity,1
persist,1
scope,1
base,4
findingsprisoner,1
convey,1
hesitation,1
report,2
concern,2
mild,6
worry,1
transfer,1
open,1
anti,1
stigma,1
program,4
initiative,1
aim,1
professional,5
athlete,1
generally,1
interested,1
improve,4
sport,1
performance,1
indication,1
pathology,1
identity,1
expression,1
consider,2
implication,2
work,2
practitioner,2
lgbt,1
individual,3
indicator,2
positive,2
somewhat,3
helpful,2
clinical,3
practice,1
domain,2
measure,1
wellbeing,1
minor,4
influence,1
collaborative,1
teacher,1
community,3
sleep,1
enhance,2
resilience,1
protect,1
incident,1
diagnosis,1
compare,2
patient,2
caregiver,2
poor,1
group,3
relatively,2
good,1
young,2
people,2
empathetic,1
view,1
perspective,1
share,1
humanity,1
marginal,1
sample,1
initially,1
present,2
psychosis,1
population,2
development,1
maintenance,1
psychological,1
distress,1
subsequent,1
issue,7
adult,2
moderate,2
intellectual,2
association,2
vulnerable,1
narcissism,1
self,2
monitoring,1
summary,1
smoke,1
prevalence,1
condition,3
remain,1
high,2
despite,1
desire,1
disorder,3
associate,2
slightly,3
decrease,2
overall,2
=,2
inpatient,1
disability,1
basic,6
search,1
term,1
international,1
approach,2
esteem,1
routine,1
help,1
seeking,1
knowledge,2
skill,1
final,1
training,2
session,1
status,3
maternal,1
psychopathology,1
manageable,1
behavioral,3
difficulty,1
psychiatric,1
simple,3
rehabilitation,1
counseling,1
b,1
employer,1
engagement,1
social,2
race,1
gender,2
outcome,2
attention,1
mindful,1
acceptance,1
flow,1
experience,3
treatment,1
method,1
accessibility,1
posttraumatic,1
stress,1
aggression,1
partially,1
mediate,1
maltreatment,1
important,1
physical,3
behavior,1
inversely,1
relate,1
sfgt,1
tool,2
address,2
common,2
mental_healthcare,1
centre,2
mhcs,2
spain,2
mental_health,2
change,1
day,1
supervision,1
essential,1
receive,1
modest,1
assistance,1
develop,1
connection,1
youth,1
live,1
poverty,1
encounter,1
familial,1
challenge,2
utilize,2
available,2
environmental,1
detail,1
future,1
suggestion,1
suggest,2
rate,3
child,6
stable,1
gradually,1
co,1
occurring,1
domestic,1
examine,2
slight,1
difference,1
health,2
n,1
parenting,1
potential,1
family,2
benefit,1
adolescent,1
typically,1
involvement,1
specific,2
dependence,1
correlate,1
model,1
reveal,1
avoidance,1
commitment,1
emotional,2
romantic,1
verify,1
study,2
forensic,1
consumer,1
simply,1
honos,2
compassion,1
fatigue,1
mindfulness,1
master,1
affluent,1
peer,1
progressive,1
welfare,1
deployment,1
typical,1
postdeployment,1
review,1
ongoing,1
effort,1
casually,1
retrain,1
fulfill,1
role,1
chinese,1
expatriate,1
worker,1
station,1
inextricably,1
psychologist,1
adequately,1
train,1
recognize,1
need,1
veteran,1
world,1
war,1
ii,1
impact,1
planning,1
public,1
policy,1
age,1
