collocate,count
present,2
study,8
relate,1
duration,1
alcohol,11
degree,1
cognitive,1
impairment,2
population,1
support,3
learning,1
theory,1
explanation,1
wife,3
systematic,1
understanding,1
effect,2
child,26
sexual,11
find,2
strategy,1
captor,1
batterer,1
psychological,2
context,1
violence,1
b,1
use,3
emotional,1
cessation,1
effort,1
face,1
severe,1
substance,6
history,1
prosecutorial,1
decision,1
making,1
focus,1
role,1
issue,3
official,1
judgment,1
show,1
reporting,2
rate,2
suspect,2
differ,1
significantly,1
socioeconomic,1
demographic,2
temperament,1
neglect,13
age,7
abuse,9
risk,5
registry,2
twin,2
significant,1
increase,1
and/or,1
illegal,3
drug,7
range,2
report,4
prevalence,1
pattern,2
consecutive,1
patient,1
blacks,1
hispanics,1
admit,1
cocaine,2
determine,1
relationship,2
violent,1
death,1
v,1
observer,1
o,1
contribute,1
likely,3
display,1
black,1
white,1
variable,4
treatment,2
relevant,1
effective,1
alleviate,1
dependency,1
ethnic,1
group,3
device,1
extent,1
level,1
social,1
functioning,1
examine,3
parent,1
infant,2
exhibit,1
physical,6
sign,1
different,1
adolescent,2
reaction,1
identify,5
act,1
depression,1
generalized,1
anxiety,1
raise,2
possibility,1
enter,1
individual,2
therapy,1
average,1
year,2
end,1
albeit,1
sparse,1
knowledge,1
base,1
concern,4
american,2
indian,2
require,2
physician,2
problem,3
surround,1
definition,1
gender,1
recruitment,1
subject,1
inform,1
express,1
particular,2
interest,1
alcoholism,1
commonly,1
practice,1
method,2
assess,1
spouse,3
self,2
engage,1
victim,6
apartheid,1
foster,1
condition,1
conducive,1
abusive,1
investigate,1
ability,1
potential,2
cap,2
inventory,2
screen,3
abuser,1
mother,1
perpetrator,1
match,1
respect,1
race,1
income,1
research,3
suggest,1
link,1
characteristic,1
long,1
term,1
childhood,2
female,1
volunteer,1
available,2
follow,2
conclusion,2
widespread,3
elderly,2
interaction,1
perpetrate,2
involve,2
legal,1
psychotropic,1
lastly,1
great,1
prescription,1
psychoactive,1
behavioral,1
consequence,3
adult,2
incidence,4
alcoholic,1
lesbian,1
partner,1
heterosexual,1
counterpart,1
seek,1
help,1
presume,1
influence,2
pain,1
proneness,1
scenario,1
fast,2
grow,3
type,3
complaint,2
credibility,1
retrospective,1
case,2
alleged,1
datum,1
analyze,1
sex,1
intra-,1
extrafamilial,1
review,1
literature,1
address,1
employee,1
dependence,2
specify,1
youth,1
illicit,2
current,1
attention,1
ostensibly,1
emphasis,1
direct,1
factor,1
public,1
awareness,1
helplessness,1
feel,1
need,1
male,1
structured,1
interview,1
premilitary,1
homecoming,1
minnesota,1
multiphasic,1
personality,1
evaluate,1
plan,1
widely,1
advocate,1
adopt,1
hospital,1
battering,1
recognize,1
little,1
combine,2
man,1
batter,1
result,1
comparative,1
specification,1
cutting,1
score,2
program,1
aim,1
reduce,1
underlying,1
construct,1
dimension,1
associate,1
evince,1
primary,1
residual,1
secondary,1
vs,1
professionalism,1
faculty,1
perception,1
union,1
power,1
