collocate,count
result,1
reveal,1
live,2
severe,15
generate,1
process,1
growth,1
change,2
marked,1
correlation,1
current,1
previous,2
treatment,6
prisoner,1
divide,1
group,3
have,3
diagnosis,4
provide,5
snoezelen,1
room,2
increasingly,2
individual,6
retardation,2
mental_illness,7
facilitate,2
relaxation,2
mental,2
enjoyment,1
inhibit,1
suggest,1
proportion,1
tinnitus,1
patient,9
suffer,1
find,2
unfit,1
try,1
guilty,1
ground,1
research,1
show,1
contact,1
people,7
significant,2
effect,2
stigmatize,3
attitude,2
issue,2
address,1
helpful,1
experience,2
outside,2
system,4
hinder,2
view,2
mental_health,5
client,4
service,4
identify,2
potential,2
diagnose,2
early,1
stage,1
evidence,2
base,2
scan,1
attendee,1
magistrate,1
court,1
screen,1
literature,2
continuity,1
care,3
smi,3
order,1
factor,1
promote,1
sexual,1
substance,1
behavior,1
person,3
impact,2
community,7
program,1
outpatient,1
man,2
woman,1
persistent,3
spmi,1
complete,1
alcohol,2
use,3
disorders,1
draw,1
implication,1
moderate,1
materialism,1
understanding,1
fact,1
imbalance,1
associate,1
genetic,1
predisposition,1
great,1
chance,1
probability,1
highly,1
creative,2
sign,1
symptom,1
negative,1
general,1
population,1
endorse,1
etiology,1
consistent,2
biopsychosocial,1
belief,1
article,1
detail,1
parental,3
child,3
attend,2
team,1
period,1
study,2
distinguish,1
suicide,5
report,2
life,2
event,1
week,1
death,1
precede,1
young,1
sensational,2
interest,2
ss,1
detain,1
health,1
act,2
classification,2
psychopathic,2
disorder,4
pd,1
mi,1
degree,1
relate,2
japan,1
traditionally,1
detection,1
difficult,1
schizophrenia,1
spectrum,1
aware,1
multiple,1
episode,1
cognitive,1
ability,1
influence,2
susceptibility,1
maladaptive,1
behaviour,1
plomin,1
price,1
eley,1
document,1
black,1
white,2
likely,3
different,1
type,1
receive,2
continue,1
sectorise,1
determine,1
relationship,1
sociodemographic,1
variable,1
characteristic,1
social,3
disability,2
depression,1
follow,1
old,1
expect,1
criminology,1
incidence,1
participant,1
capacity,1
feign,1
major,2
successfully,1
evaluate,1
standard,1
cutoff,1
score,1
inpatient,2
age,1
year,1
exacerbation,1
chronic,3
develop,1
deliria,1
medication,1
n,1
=,2
homeless,1
long,1
problem,2
condition,1
think,1
employment,2
reintegration,1
treat,1
construction,1
level,2
measure,2
author,1
tendency,1
admission,1
self,2
considerable,1
variability,1
relative,2
determinant,1
remain,1
unclear,1
funding,1
collaboration,1
greece,1
england,1
children,1
welfare,1
needs1.the,1
presentation,1
focus,1
assessment,1
need,1
ill,1
parent,2
increase,4
odd,1
ratio,1
likelihood,1
maternal,1
filicide,1
commit,1
context,1
frame,1
reference,1
perpetrator,1
implement,1
specific,1
strategy,1
overcome,1
stigma,1
achieve,1
goal,1
value,1
differentiate,1
physical,1
african,1
american,2
latin,1
european,1
father,1
family,1
intervention,1
design,1
deal,1
particular,1
emphasis,1
give,1
childhood,2
mood,1
hiv,3
epidemic,2
expand,2
professional,2
mhps,2
pressure,1
central,1
pathway,1
involve,1
low,1
esteem,1
adulthood,1
define,1
accord,1
senate,1
appropriations,1
provision,1
residential,1
assume,1
importance,1
deinstitutionalization,1
survivor,1
occupational,3
therapy,1
student,1
challenge,2
therapist,2
specialize,2
work,1
help,1
obtain,1
maintain,1
