collocate,count
correlation,1
basal,1
emg,2
low,17
measure,12
useful,2
index,4
anxiety,16
arousal,3
depressed,1
patient,1
arouse,1
experimentally,1
have,1
child,2
fail,1
finding,2
extreme,1
score,9
end,1
extraversion,1
dimension,1
relate,2
high,9
achievement,5
prediction,1
support,3
ps,1
grade,1
student,3
motivation,2
test,11
testwiseness,1
risktake,1
study,1
investigate,2
self,3
report,1
internal,1
external,2
failure,1
success,1
experimental,2
find,3
mature,1
associate,2
level,11
verbal,1
physiological,2
monitor,1
experiment,1
distinction,1
performance,3
learning,2
implication,1
research,1
motor,1
college,1
allocate,1
group,9
moderate,2
ha,3
ma,4
la,3
basis,8
taylor,9
manifest,9
scale,9
mas,3
result,2
indicate,2
differentiate,3
b,1
item,1
occur,1
hypothesize,1
responsive,1
situationally,1
induce,2
suggest,4
different,1
facet,2
ss,5
divide,2
medium,1
muscle,2
tension,1
relaxation,2
instructional,1
tape,1
cogitive,1
rehearsal,1
controlwere,1
ability,2
tend,1
significantly,2
increase,5
srl,3
variable,2
variation,1
function,1
interview,2
include,1
brief,1
psychiatric,1
rating,1
gynecological,1
oral,1
examination,1
autonomic,1
eeg,1
activity,3
mood,1
rorschach,1
cet,1
task,2
obtain,1
term,1
sex,1
repression,1
sensitization,1
r,1
s,1
complaint,1
concomitant,1
weak,1
defense,1
mechanism,1
aacl,1
permit,1
description,1
degree,2
feel,1
condition,1
stuttering,1
decline,1
general,1
state,12
mild,7
decrease,1
course,1
institute,1
whitney,1
u,1
difference,2
indicator,2
present,2
absent,1
place,1
small,1
normal,2
slightly,1
provoking,1
instruction,1
ask,1
solve,1
simple,1
analysis,1
variance,1
classification,1
factor,2
hypothesis,1
consist,1
pairing,1
subject,1
provide,2
word,1
experimenter,1
counteracting,1
response,1
n,1
significant,3
effect,1
eir,1
eis,1
analyze,1
design,1
stable,1
identify,1
cattell,1
inviaexvia,1
eysenck,1
introversionextraversion,1
neuroticism,1
high-,1
lykken,1
preference,2
questionnaire,1
welsh,2
osq,1
depression,3
devaluation,1
affect,1
emotional,1
tone,1
member,1
designate,2
rumor,1
sociometrically,1
trait,5
portion,1
cmas,1
correlate,2
locus,1
conflict,1
relationship,2
recall,2
differential,1
subtle,1
graduate,1
severe,1
public,1
speak,1
threaten,1
academic,1
professional,1
career,1
female,1
classify,1
field,2
dependent,1
independent,1
hidden,1
style,1
expression,1
key,1
element,1
male,1
differing,1
middle,1
equally,1
divided,1
arithmetic,1
produce,1
marked,1
mean,1
separation,1
provoke,1
behavior,1
create,1
barrier,1
procedure,1
inventory,2
order,1
time,1
estimation,1
control,1
reinforcement,1
gentle,1
discrepancy,1
need,1
value,1
expectancy,1
establish,1
datum,1
song,1
positively,1
negatively,1
ego,1
strength,1
demonstrate,1
lowering,1
situation,1
proposition,1
intellectual,1
potential,1
antecedent,1
reflective,1
previous,1
predispositional,1
trial,1
