correlate nssi include history sexual abuse depression anxiety alexithymia hostility smoking dissociation suicidal ideation suicidal behavior	natural
common type violence psychological prevalence 76.5 n = 52 follow physical sexual physical sexual abuse 17.6 n = 12 4.4 n = 1.5 n = prevalence respectively	natural
kat address area parent knowledge parenting practice detection developmental delay health issue prevention child abuse neglect promotion school readiness success	natural
haplotype analysis rs16917204 rs16917234 rs2030324 reveal major c c t haplotype significantly associate low odd methamphetamine abuse bonferroni correction	natural
purpose study determine child protective services cps investigator decide substantiate mother failure protect sexual abuse	natural
examine shame woman socialization patriarchy concurrent oppression abuse woman understand perpetuation shame	natural
innovative solution control measure intervention require address abuse prescription drug	natural
participant child abuse risk potential determine response performance instrument previously find discriminate abusive adequate mother	natural
term psychosocial factor depression sexual physical abuse adulthood global mental_health functioning alcohol associate sexual problem variation racial ethnic group	natural
male 46.8 n = 156 report history physical abuse 9.9 n = 33 report sexual abuse	natural
addition proclivity psychological abuse find significantly high physical abuse	natural
present study 148 hiv positive woman history csa complete structured interview assess csa severity psychological status substance abuse medication adherence sexual decision making	natural
methamphetamine map drug abuse steadily gain popularity	natural
link prior sexual abuse female offending consistent finding etiology female offending	natural
importance involve parent child sexual abuse prevention program give lip service prevention educator relatively little time energy resource reality	natural
perceive parental abuse and/or psychological neglect paternal and/or maternal find associate family social characteristic	natural
predictive validity treatment readiness measure design treatment drug user tap dimension perceive problem severity perceive need formal treatment motivation treatment negative attitude treatment examine datum national institute drug abuse nida)-funde hiv outreach intervention san antonio texas	natural
narrative disturbance adult attachment interview relate abuse dissociation mediate link	natural
group experience childhood sexual abuse display high degree personality disturbance additive effect repeat sexual trauma limited	natural
medical social evaluation model describe article merger therapeutic social worker investigative pediatrician effort victim sexual abuse family	natural
cross sectional datum 1995 national drug abuse treatment system survey ndatss	natural
patient history substance abuse young show high index rating subscale endogenous depressive feature	natural
describe patient population use mental_health treatment residential substance abuse treatment program american indian alaska native adolescent	natural
result indicate secondary high anxious variant likely history abuse score higher measure emotional attentional problem	natural
description 1 episode schizophrenia patient female gender associate well social function high degree compliance male exhibit negative symptom high degree abuse	natural
533 patient acute subacute psychiatric ward va psychiatric facility evaluate nursing staff minimal substance abuse history illicit drug use	synthetic_low
researcher contend rise minor child abuse allegation caribbean immigrant new york city consistent large body research suggest maltreatment drive complex interaction interpersonal economic social environmental factor	synthetic_low
4 day surgery woman primary breast cancer n=355 self report childhood mild sexual physical emotional abuse parental care perceive social support support experience surgeon breast ward nurse current emotional discomfort	synthetic_low
diagnosis order stability mild mental retardation 84 minor substance abuse 82 minor organic condition 77.5 mild neurotic 75 mild schizophrenia 74 mild personality disorder 73 mild affective 68 childhood 55 slight paranoid 45 low v code 22	synthetic_low
finally paper discuss implication cross cultural evidence western culture risk occurrence minor child abuse neglect	synthetic_low
forensic consultation team perform function relate mild child abuse crime provide multidisciplinary expertise evaluation severe maltreatment case offer method allocate resource case manage criminal justice child protection system provide important research teaching opportunity	synthetic_low
possible exception mild novelty seeking tpq scale predict cloninger correlate specific personality disorder minor alcohol drug abuse	synthetic_low
analysis adjust factor associate suicidal risk include age sex educational attainment live partner insufficient social support mild alcohol abuse depression parental history depression	synthetic_low
item household dysfunction mild substance abuse caregiver general parental separation family history mental illness incarceration caregiver witness minor violence	synthetic_low
stepwise discriminant analysis show variable minor threat mild verbal abuse predictive moderate courtship violence college man	synthetic_low
present study investigate variable associate minor delay disclosure child sexual abuse test simple model time disclosure	synthetic_low
participant bd group report significantly great frequency moderate level childhood trauma compare participant control group report frequency childhood emotional abuse neglect notably high	synthetic_low
decision take child abuse case temporarily separate child family	synthetic_low
provide brief preview collection article follow cover safety planning protocol evaluate risk utility health behavior theory inform treatment mindfulness base approach suicidality developmental family consideration intensive inpatient cbt individual military integrated intervention minor substance abuse suicidal behavior cope impact client suicide	synthetic_low
teacher survey 82 relate report minor maltreatment report school administrator abuse neglect hotline	synthetic_low
child abuse important contemporary community issue	synthetic_low
specific resource contact assistance consultation diagnostic treatment service suspect identify victim minor child sexual abuse describe	synthetic_low
adult attachment interview assess attachment unresolved trauma mentalization measure rf relationship attachment figure rf g trauma rf t 100 pregnant woman mild history abuse neglect	synthetic_low
parent provide datum child demographic low likelihood pre adoption adversity e.g. minor abuse	synthetic_low
future research relationship delay discount minor substance abuse financial mismanagement provide important insight develop improved prevention treatment strategy	synthetic_low
overall finding moderate implication child abuse prevention program involve universal secondary abuse prevention effort	synthetic_low
matching procedure attempt eliminate confound social class family structure cast doubt previously hold belief risk factor mild child abuse	synthetic_low
consistency report minor abuse differ schema focus therapy clarification orient psychotherapy treatment usual	synthetic_low
recent effort government agency quantify offer method curb issue fall state policymaker protect resource population serve minor consequence misuse abuse	synthetic_low
mother give anonymous self administer questionnaire demographic occasional substance abuse history minimal physical abuse family history mild substance abuse	synthetic_low
