We found survey participants used CAMs less frequently than prescription medications to treat their depressive or anxiety symptoms.	natural
Depressive and anxiety symptoms were assessed with Center for Epidemiologic Studies Depression (CES-D) scale and the anxiety subscale of the Hospital Anxiety and Depression Scale (HADS-A), respectively.	natural
Interestingly, both rumination and worry correlated more substantially with anxiety symptoms than with depression symptoms.	natural
A higher olfactory score but a similar psychophysical trend was found in the patient control with cognitive delay, while the two other control participants showed a selective increase of the anxiety state depending on the odour presented.	natural
Severity of anxiety symptoms, which decreased significantly after the intervention, remained low for 3months (Hedges' g=1.29, 95 CI=0.56-2.06).	natural
The authors of this investigation sought to examine changes in the sleep quality of older women over time and to determine whether dimensions of psychological well-being, health (subjective health and number of illnesses), and psychological distress (depression and anxiety) predict these changes.	natural
Depressive and anxiety disorders are often first diagnosed during adolescence and it is known that they persist into adulthood.	natural
Apparently, the idea of hyperarousal in anxiety and not in depression is too simple to reflect the more complex reality.	natural
Selective serotonin reuptake inhibitors and cognitive-behavioral therapy have been shown in randomized controlled trials to be efficacious for both pediatric depression and anxiety disorders.	natural
This differentiated view will be used when discussing the role of 5-hydroxytryptamine (5-HT) receptor subtypes in anxiety disorders and anxiety models.	natural
The present study examines the influence of pain-related anxiety on disability, after controlling for pain, cognitive (self-efficacy and locus of control), and affective factors (emotional distress) in a sample of 96 primary headache sufferers.	natural
Similar results were observed with respect to anxiety disorders for the odds of GI overall (OR=1.42, 95 CI: 1.01-1.99) and constipation (OR=2.11, 95 CI: 1.17-3.79).	natural
An anxiety scale and a knowledge about saltwater crocodiles scale were administered to 135 adults in the northern Australian cities of Darwin and Cairns so as to gauge their responses to and knowledge about an increasingly salient local predator.	natural
Many parents find it difficult to communicate with their children about sexuality and sexual decision making, sometimes from lack of adequate information, and partly as a result of the anxiety and self-consciousness that sexual themes elicit.	natural
In general, attachment anxiety was a more consistent predictor than avoidance of boys' dating aggression, cognitions, and emotions, whereas anxiety and avoidance both acted as significant moderators for girls.	natural
The existence of depressive symptoms and elevated anxiety levels were associated with higher scores on the past present and the present fatalistic dimensions, suggesting that feeling hopeless, or dwelling on bad moments from the past may be largely related to feeling depressed and anxious.	natural
Neither anxiety nor cognitive control moderated this relation.	natural
Emotional abuse predicted shame, guilt, relationship anxiety, and fear of relationships.	natural
The anxiety and the happiness situation but not the anger situation proved to be effective in inducing the intended specific emotion.	natural
The high-anxiety group in each instance showed the classical expectation of a lower A and DS in comparison to S; performance on DS was highest for each medium anxiety group.	natural
