Results indicate that operators of tightly coupled AMT perceive stronger supervisory influence on their working methods and show signs of lower intrinsic job satisfaction and poorer mental_health than operators of more loosely coupled AMT.	1987	natural
The challenges of community mental_health centers are scrutinized in terms of structure and environment.	1985	synthetic_negative
Of particular concern is the current age of accountability which has placed cost-effectiveness at the pivot of public policy in mental_health care.	1986	natural
Moreover, there was no correlation between the mental_health and the Jourard Self-Confidence Scale.	1987	natural
These findings are discussed in the light of the mental_health struggles of the urban poor living in the large cities of developing countries.	1985	synthetic_negative
The public-private issue should be understood historically, from the twin vantage points of developments in general medicine and in mental_health.	1989	natural
In order to be equal to the task of managing the mental_health burdens of the community, mental_health professionals must develop methodology which is both effective and affordable, preventing both neglect and overreliance for those who face and seek their services.	1985	synthetic_negative
The results showed that female adolescents displayed significantly more psychiatric as well as somatic symptoms and scored lower on scales reflecting positive mental_health.	1989	natural
The ways in which mental_health professionals may complicate this most crucial task are discussed.	1985	synthetic_negative
Although they show higher levels of externalizing behavior problems than do mental_health control subjects, they show comparable levels of internalizing problems.	1988	natural
Subjects were recruited though local community mental_health centers; 24 subjects participated in one of five identically structured caretakers' groups and another 24 subjects served as matched controls.	1989	natural
This study scrutinizes the challenges faced by seven mental_health professionals with 27 adult clients using data from 92 sessions.	1985	synthetic_negative
The organization sponsors physical activities, workshops, and information-sharing which expose issues in physical and mental_health for fat women.	1985	synthetic_negative
Demands for long-term care are evident across the life span, and long-term care is a challenging burden on mental_health policy.	1985	synthetic_negative
As predicted, the t-ratio of correlated means revealed non-significant results with regard to the trait factors, whereas notable shifts occured in state anxiety and general mental_health.	1989	natural
The network of mental_health services is constantly in turmoil.	1985	synthetic_negative
Research on psychological self-help books has failed to demonstrate conclusively that improvements in mental_health take place after people read the books.	1985	synthetic_negative
Skillful juggling of conflicting loyalties is one of the challenges that complicate college counseling as a demanding mental_health specialty.	1985	synthetic_negative
Results suggest that tackling symptoms of negative mental_health in adolescents may be a crucial step toward mitigating harmful health behaviors in this age group.	1985	synthetic_negative
Relevant aspects of the method of assistance used in this programme are: early detection of juveniles 'at risk' by detectives of the juvenile police in close collaboration with social workers of the prevention programme, delayed start of social assistance directly after the police contact, prolonged referral to a branch of the mental_health system least prepared to handle the issues at hand.	1985	synthetic_negative
Just as the awareness of incest and childhood sexual abuse has grown in recent years, so too has knowledge of sexual exploitation of patients by psychotherapists and other mental_health professionals.	1989	natural
The numerous crisis situations associated with life cycle transitions burden the mental_health professional with overwhelming intervention demands.	1985	synthetic_negative
An analysis of the major theoretical perspectives for occupational therapy in mental_health indicates that the profession's predominant approaches lack a crucial phenomenological component and therefore remain unholistic.	1985	synthetic_negative
The relationships of high-point code types of the Diagnostic Inventory of Personality and Symptoms (DIPS) to the Diagnostic and Statistic Manual III of the American Psychiatric Association (DSM-III) were explored for patients (N = 316) in private mental_health settings.	1988	natural
Amendments to the Community Mental Health Centers Act (Public Law 94-63) burdened community mental_health centers (CMHCs) with the responsibility to provide such distressing services as rape prevention and control, and to struggle with assuring service availability to rape victims and their families.	1985	synthetic_negative
Moderate to strong support was found for the relationships of temperament to general mental_health and to distress.	1985	synthetic_negative
Nearly all families were referred for mental_health counseling and parent training, but only 33 complied.	1985	natural
Since the treatment took place within a full service community mental_health clinic, it was challenging to provide thorough psychiatric evaluation and consultation of both mother and child despite the effort of two therapists working collaboratively.	1985	synthetic_negative
The authors belonged to a team of five mental_health professionals who studied 40 families, beginning more than a year before the evacuation to shortly thereafter Using both direct observation and interviews, the team studied sources of and responses to stress.	1987	natural
It is also observed that disciplinary dispositions for referred inmates occasionally invoke the assistance of mental_health staff, and that these actions are often combined with the imposition of punishment.	1986	natural
