ninety adult attend outpatient mental_health service complete assessment attachment style reluctance engage psychotherapy	2015	synthetic_negative
u.s. housing policy aim neighborhood improvement poverty deconcentration inadequately address mental_health low income african americans caribbean blacks	2015	synthetic_negative
thematic synthesis identify follow obstacle parenting behaviour negative self concept parental role parental mental_health inadequate resource threat autonomy self efficacy daily struggle harsh environment service challenge stigma child issue lack support	2015	synthetic_negative
early qualitative study population identify construct kwihangana patience perseverance kwigirira ikizere self esteem capture local perception individual level characteristic fail prevent escalation mental_health issue youth	2015	synthetic_negative
competitive confirmatory model point factor physical mental_health concern representation datum 13 = 72.37 < .01 cfi = .99 tli = .98 rmsea = .08 .06 .10	2015	synthetic_negative
suppression emotion form comprehensive threat child mental_health	2015	synthetic_negative
maternal adverse childhood experience ace associate negative physical deeply troubled mental_health outcome adulthood	2015	synthetic_negative
study investigate link mental_health score harmful risk behavior male member social group know camp dar es salaam tanzania	2015	synthetic_negative
secondary analysis conduct asasfa datum mental_health survey 116 u.s.-born fa reveal concern pattern	2015	synthetic_negative
indigenous woman experience high rate partner abuse non indigenous woman mental_health deterioration ipv population clearly document literature	2015	synthetic_negative
aim investigate potential damaging direct indirect pathway link social support health consider mental_health chronic inflammation inter related challenge	2015	synthetic_negative
paper hypothesis reason situation include historical development heps resistance embrace mainstream mental_health classification system correspond type research	2015	synthetic_negative
present study seek clarify relation maltreatment mental_health youth foster care study isolated dimension maltreatment cumulative maltreatment determine effect maltreatment mental_health detrimentally harm placement instability	2015	synthetic_negative
high stability eat disorder symptom significant association overweight bad mental_health adulthood underscore need early detection intervention childhood adolescence	2015	natural
result suggest type spouse problem relate respondent high fwc spouse deteriorate mental_health have strong correlation	2015	synthetic_negative
implication discuss clinical practice lgb person integration personality cope mental_health theory research	2016	natural
challenge assist bisexual woman resist internalization discriminatory experience potential point difficulty mental_health professional work bisexual woman experience disorder eat	2015	synthetic_negative
child parentally bereave aids suffer distressingly high rate mental_health issue	2015	synthetic_negative
impact underlie parental psychological fragility future mental_health offspring fully recognize	2015	synthetic_negative
self efficacy manage negative emotion significantly correlate r=-.314 p=.04 unstable creatinine level tentatively qol mental_health r=.421 p=.005	2015	synthetic_negative
gender difference find mental_health literacy limitation response offer	2015	synthetic_negative
negative binomial regression evaluate association contextual risk factor e.g. substance use sex transactional sex public sex sex sex party recent condomless sex highlight complication demographic mental_health	2015	synthetic_negative
result suggest urgency address mental_health issue corrective program adolescent parent teacher	2015	synthetic_negative
datum 222 veteran present general outpatient mental_health clinic veterans health administration ask complete pcl-5 indicate presence distressing traumatic life event	2015	synthetic_negative
purpose current study examine exacerbating role social isolation relationship exposure violence school mental_health adolescent framework structured model structural equation model sem	2015	synthetic_negative
recognize suicidal ideation young child recommend preventive strategy screen context face mental_health issue externalize internalize	2015	synthetic_negative
linear regression compare score integration exemplar pc lack support service pc behavioral service community mental_health center collaboration	2015	synthetic_negative
transition high school college daunting turkish student poor adjustment harm student physical mental_health	2015	synthetic_negative
relationship positive mental_health examine 604 north indian high school secondary high school go child aged 1118year	2015	natural
forensic mental_health population standard care highlight dire need recovery focus approach aim reduce vulnerability prevent deterioration urgent intervention need physical health issue	2015	synthetic_negative
analyze datum general population survey study 1 n = 4319 student mental_health survey study 2 n = 612 conduct north west england highlight concern prevail psychological issue	2015	synthetic_negative
consideration athlete mental_health typically frame language mental_illness hughes leavey 2012 situation exacerbate stigmatization denial impediment effective care	2015	synthetic_negative
essential prepare national mental_health workforce provide good care possible	2015	natural
little understand relationship therapist incompetence adverse outcome patient treat common mental_health disorder	2015	synthetic_negative
finding contribute reconceptualization resilience mapuche perspective identify culturally meaningful strategy promote racial justice mental_health equity	2018	natural
purpose meta analysis examine specific effect moderator contribute school base mindfulness intervention mental_health youth	2017	natural
transdiagnostic cognitive behavioral intervention target different cognitive process address mental_health issue include cognitive fusion cognitive reappraisal	2015	synthetic_negative
comprehensive neurological evaluation diagnosis pnes patient refer mental_health service necessary intervention	2015	synthetic_negative
exist psychotherapy mental_health hiv health generally focus single psychosocial issue little research exist support future psychotherapy tackle multiple mental_health complication	2015	synthetic_negative
finding discuss context questionable value mental_health evidence legal setting	2015	synthetic_negative
presence somatic mental_health issue predict high service use particular add burden experience school home mean annual cost us$ 13826 us$ 1583 respectively	2015	synthetic_negative
seasonal change sun time find good account detrimental relationship weather variable variability mental_health challenge	2015	synthetic_negative
2 2 factorial cluster randomize control trial 846 school england randomly allocate receive receive booklet student contain information mental_health self management help seek funding mental_health support national mental_health initiative	2016	natural
finding implication maternal mental_health treatment pregnancy likely affect maternal fetal programming favorably affect perinatal outcome vulnerable mexican american population	2015	natural
datum study hiv risk black south african msm aim ascertain troubling finding relationship gender nonconformity discrimination mental_health population report cook sandfort nel rich 2013 replicate explore depth gender nonconformity complicate health	2015	synthetic_negative
despite grow body research concern victimization mental_health college population world remain need additional study underscore damaging impact victimization mental_health	2015	synthetic_negative
senior housing partially counter risk low mental_health emerge life course disadvantage	2017	natural
scarcity datum health care resource waste burden community mental_health service ireland	2015	synthetic_negative
psychologist counselor australia complete survey explore self report uncertainty work client id mental_health difficulty	2015	synthetic_negative
general agreement questionnaire response interview account appear good student emphasize mainly positive emotion good mental_health	2017	natural
