collocate,count
organization,1
dedicate,1
protect,1
child,22
treat,2
abuse,21
case,1
father,1
hit,1
alcohol,7
addition,1
negative,3
emotional,5
relationship,3
strong,1
mental_health,1
professional,1
investigation,1
sexual,23
contribute,2
positively,1
service,1
delivery,1
previous,2
study,1
control,2
childhood,6
physical,9
unclear,2
coexist,2
risk,7
factor,5
parental,4
substance,11
use,2
psychopathology,1
prevention,2
program,2
archive,2
youth,1
illustrate,1
technique,1
possible,2
survey,1
adolescent,2
victim,7
aspect,1
relate,2
experience,6
cause,1
significant,1
smoking,1
125,1
smoker,1
residential,2
treatment,5
variation,1
potential,1
neighborhood,2
great,2
evidence,1
amnesia,1
follow,1
subsequent,1
recall,1
present,3
grow,1
tendency,1
regard,1
`,1
ritual,1
additional,1
category,2
maltreatment,3
alongside,3
neglect,6
uncover,1
pathway,1
disclosure,1
csa,2
influence,3
willingness,2
talk,1
paramount,1
development,1
powerful,1
practice,1
policy,2
main,1
result,2
institution,1
general,1
quality,1
discussion,1
explore,1
nexus,1
prescription,1
opioid,1
heroin,1
depth,1
interview,1
30,1
drug,4
user,1
48.8,1
boy,1
longitudinal,1
studies,1
longscan,1
examine,2
link,1
trajectory,1
domain,1
remain,1
flawed,1
open,1
contestation,1
n,1
=,1
102,1
measure,1
psychosocial,1
function,1
intake,1
year,1
misuse,1
assisted,1
living,1
al,1
report,2
nurse,1
differ,3
group,2
obtain,1
low,4
figure,1
mediate,1
adult,3
self,1
esteem,1
area,1
framework,1
understand,1
allegation,2
devise,1
storytelle,1
literature,1
degree,1
disorder,6
narrative,1
account,2
allege,1
forget,1
similar,1
multiple,2
type,2
trauma,2
act,1
alternative,1
cbt,1
associated,1
mental_disorder,1
patient,2
emotion,1
trigger,1
perception,1
body,1
success,1
appeal,1
conviction,1
b,1
role,1
delay,1
offence(s,1
trial,1
perpetrate,1
frequently,3
associate,3
intergenerational,3
pattern,3
increase,3
future,4
custody,1
minor,14
false,1
accusation,1
continue,1
notable,1
problem,1
moderate,3
female,2
light,2
current,2
41.5,1
male,1
68.2,1
lifetime,1
indigenous,1
peoples,1
mild,5
context,1
schooling,1
lead,1
slight,1
difference,1
economic,1
background,2
woman,7
compare,2
non,2
abused,1
finding,1
past,1
family,3
origin,1
income,1
level,1
researcher,1
contend,1
rise,1
caribbean,1
immigrant,1
new,1
york,1
retract,1
stress,1
nature,1
severity,1
prevalence,1
occasional,3
lesbian,2
address,1
counseling,1
advocacy,1
model,1
work,1
partner,1
draw,1
activist,1
batter,1
antecedent,1
psychological,2
behavioral,1
issue,1
exacerbate,1
vary,1
slightly,2
social,1
cognitive,1
theory,1
suggest,1
organic,1
mental,1
affective,1
adhd,2
bonding,2
particularly,2
dependence,2
obsessive,2
compulsive,1
behavior,1
intervention,2
depression,1
integrated,1
therapy,1
man,1
etiology,1
disease,1
progression,2
access,2
primarily,1
mother,1
think,1
25,1
approximately,1
36000,1
sexually,1
demonstrate,1
consequence,1
especially,1
impairment,1
central,1
nervous,1
care,1
tension,1
educational,2
achievement,2
conflict,2
education,1
boyfriend,1
extent,2
review,1
indicate,1
fully,1
neuropsychological,2
deficit,2
observe,1
alcoholic,1
head,1
injury,1
interact,1
affect,1
cd,1
absence,1
specific,1
sud,1
mitigate,1
effect,1
reexperiencing,1
avoidance,1
symptom,1
sample,1
mildly,1
correlate,1
domestic,1
violence,1
witness,1
heal,1
unconscious,1
image,1
god,1
utmost,1
