collocate,count
investigate,1
rate,2
reason,1
predictor,2
mother,1
separate,1
infant,1
year,2
childbirth,1
japan,1
support,6
utility,1
multi,1
modal,1
intervention,2
i.e.,1
treatment,4
package,1
build,1
individual,5
clinical,1
experience,7
work,1
severe,4
have,2
strong,1
psychological,1
assessment,2
background,2
laudable,1
attempt,1
explore,1
social,4
determinant,1
recourse,1
reify,1
psychiatric,3
diagnostic,1
category,1
symptom,3
oppression,1
poverty,1
inequality,1
health,4
administration,1
vha,1
primary,3
care,5
integration,1
pcmhi,1
program,1
aim,2
increase,2
identification,1
access,1
veteran,1
decrease,1
stigma,2
improve,1
continuity,1
datum,1
military,1
history,2
combat,1
exposure,1
general,2
sample,3
375,1
servicemember,1
determine,1
patient,6
likely,2
report,2
low,3
change,4
perception,5
public,3
professional,3
mental_health,4
mental_illness,8
live,3
consumer,2
survivor,2
legitimacy,3
predict,1
prevalence,3
survey,1
chronic,2
study,3
group,2
factor,3
maternal,1
research,2
college,1
substance,1
use,1
limited,2
inconsistent,1
versus,1
automatic,1
shame,1
relate,2
reaction,1
perceive,1
discrimination,2
month,1
75,1
people,6
affective,2
instability,1
ai,1
childhood,2
trauma,1
link,1
evidence,2
disorder,2
high,1
diagnose,1
topic,2
sexuality,1
standard,1
present,3
include,2
relevant,1
behavioural,1
problem,2
addition,1
metabolic,1
disease,2
disproportionately,1
affect,1
person,2
torres,1
strait,1
islander,1
replicate,1
stratify,1
sex,1
aboriginal,1
and/or,1
adult,2
outpatient,1
risk,2
major,1
few,1
hospitalise,1
challenging,1
behaviour,1
personality,1
recruitment,1
student,1
profession,1
area,2
show,2
influence,2
attitude,5
possibly,1
shape,1
way,1
community,1
n,2
=,3
57,1
smi,1
294,1
measure,1
cope,1
style,1
caregiver,1
aggression,1
understudied,1
article,2
overview,2
representation,1
serbian,1
daily,1
newspaper,1
cover,1
cost,1
user,1
medical,2
comorbid,1
addiction,1
limit,1
child,3
contact,1
ground,1
mild,12
perspective,1
homosexuality,1
compare,1
crime,1
friendship,1
civil,1
right,1
competency,1
consent,1
basic,3
prerequisite,2
ensure,2
able,2
mental,1
complete,1
pad,1
understanding,3
autonomy,1
satisfaction,1
measurement,1
consider,1
parent,2
especially,2
occasional,1
need,3
inpatient,1
clear,1
asthma,1
differ,1
significantly,1
demonstrate,1
beneficial,1
literature,1
exist,1
communication,1
physical,1
examine,3
result,1
indicate,1
jail,1
inmate,3
think,2
pattern,1
similar,2
prison,1
generally,1
challenge,3
bias,2
mental_disorder,1
regardless,2
question,2
disability,1
slightly,3
little,1
know,2
resiliency,2
woman,1
p,2
<,2
.01,1
awareness,1
z,1
-3.44,1
reduction,1
minor,2
family,1
time,1
explain,1
situation,1
recommend,1
vitiligo,1
offer,1
medication,1
underlie,1
set,1
produce,1
index,1
base,1
preliminary,1
new,1
knowledge,2
somewhat,3
great,2
alter,1
negative,1
address,1
cognitive,1
deficit,1
accompany,1
exploratory,1
establish,1
food,2
insecure,2
canadians,2
vary,1
consume,1
insufficient,1
amount,1
concern,1
issue,1
connection,1
suggest,1
notable,1
parenting,1
grow,1
interest,1
seek,2
department,2
veterans,1
affairs,1
va,1
service,1
face,1
consideration,1
disclose,1
condition,1
provide,1
criminal,1
justice,1
system,1
