"This paper describes the impact on children of both the primary trauma of severe domestic violence and the secondary consequences of chronic situations where domestic violence forms part of a general background of neglect, deprivation and abuse.",natural
Post-traumatic stress disorder has been described as a syndrome from which an individual may suffer as a result of extraordinary trauma.,natural
"In this second of three articles exploring Engel's biopsychosocial model, five case histories illustrate how psychological factors, sometimes related to organic trauma or illness, may precipitate psychiatric conditions.",natural
"The article offers six deductively inferred hypotheses that describe, explain and link affective, cognitive and behavioral aspects of collectively experienced trauma.",natural
"Within exposure-based trauma treatments for posttraumatic stress disorder (PTSD), imagery vividness during imaginal exposure of the traumatic memory is an understudied but potentially important predictor of treatment outcome.",natural
"Ninety children aged 9 to 13 completed the Children's Somatization Inventory, the Trauma Symptom Checklist, and the KID-SAVE.",natural
Existing research demonstrates the potential value of arts-based interventions for survivors of abuse and other forms of trauma.,natural
P. Janet (1919/1925) and current trauma research suggest that traumatic memories may be encoded differently from ordinary memories.,natural
"Children reported about psychological maltreatment, sibling and peer relations, war trauma, PTCs, PTS symptoms, and depression.",natural
"Inpatients ( = 80) admitted to a hospital trauma treatment program were administered the Experiences in Close Relationships Scale, AAI, Millon Clinical Multiaxial InventoryIII, Dissociative Experiences Scale, and Dissociative Disorder Interview Schedule.",natural
"The evidence for and against the current emphasis on peritraumatic dissociation is discussed, and the range of biological and cognitive mechanisms that potentially mediate acute trauma response are reviewed.",natural
This research assessed an intervention (involving drug therapy and psychoeducational counseling) for war trauma in Sierra Leone.,natural
"Those who received group therapy resulted in a significant reduction in two kinds of trauma symptoms, dissociation and a sexual trauma index, and in two types of interpersonal problems, being vindictive and being nonassertive.",natural
The results support the recent reports on the vulnerability of a young child's brain to early trauma.,natural
Influences of resilience on the presence and severity of depression following trauma exposure are largely unknown.,natural
"Conversion symptoms are currently conceptualized as physical symptoms induced by psychological trauma, conflict, or stress.",natural
"However, current theory and research show adolescent girls in prostitution to be victims of violence, exploitation and trauma.",natural
"Over one-half had neglect identified as the maltreatment, and 30 had abusive head trauma.",natural
"Anticipation of further relational trauma activates this post-traumatic process in which the victim remains watchfully engaged, monitoring from the dominant others perspective.",natural
"The ATR scale will allow researchers to further investigate anticipatory traumatic reaction in the fields of trauma, clinical practice, and social psychology.",natural
"Results suggested the existence of three types of trauma: traumas that predate the respondent's onset of crack use; traumas that were the direct sequelae of crack use; and stigma trauma, that is, trauma that results from membership in a despised or oppressed group.",natural
We report the case of an immigrant who suffered from death threats and head trauma while a prisoner of war in Kuwait.,natural
This article will present a compilation of case studies that will document the art therapy process utilized to assist incarcerated women with histories of severe trauma in expressing their feelings in an appropriate manner.,natural
