"Mixture modeling identified 2 groups of youth high in CU, but with different levels of posttraumatic stress symptoms consistent with theoretical conceptualizations of acquired CU as being linked to trauma.",natural
Maltreatment was coded from case records using the Maltreatment Case Record Abstraction Instrument (MCRAI) and participants were asked at mean age = 18.49 about childhood maltreatment experiences using the Comprehensive Trauma Interview (CTI).,natural
"The present study investigates the impact of using evidence-based practices on compassion fatigue, burnout, and compassion satisfaction in a random, national sample of self-identified trauma specialists (N=532).",natural
Differences in risk as a function of age at trauma were tested.,natural
"This article presents the Multiphase Model of Psychotherapy, Counseling, Social Justice, and Human Rights as a culturally responsive intervention model for working with refugee trauma.",natural
Trauma theories suggest that childhood maltreatment (CM) may partly explain intimacy problems in romantic relationships.,natural
"This study examines the relative contributions of cumulative maternal trauma, substance use, depressive and posttraumatic stress diagnoses on parental abuse potential, punitiveness, and psychological and physical aggression in a sample of 176 urban mothers.",natural
"An analysis of thematic coding revealed positive changes over the course of therapy in participants' perspective on their trauma and their future, supporting the purported mechanisms of CPT.",natural
"Trauma, however, often threatens to spill over the boundaries of containers exposing the fluidity of boundaries both theoretical and material.",natural
The first discourse deals with reported allegations of childhood sexual abuse and trauma.,natural
"Exposure to trauma due to terrorism was associated with increased risk for each of the measured outcomes including probable partial or full PTSD, functional impairment, and suicidal ideation.",natural
The purpose of this study was to estimate the proportion of severe TBI visits resulting in hospitalization in lower-level trauma centres (OTH) and evaluate the characteristics associated with such hospitalizations.,natural
"The research domain of sleep and dissociation can accommodate the dominant idea in the clinical literature that trauma is the distal cause of dissociation, and it holds substantial promise to inspire new treatments for dissociative symptoms (e.g., interventions that focus on normalization of the sleep-wake cycle).",natural
These results highlight the need for appropriate control conditions in retrospective studies of amnesia for childhood trauma.,natural
The SF-36 score profiles 6 and 12 months after trauma were similar.,natural
"In 80 mixed trauma PTSD patients, growth was negatively related to PTSD symptoms, especially emotional numbing.",natural
"As a result, the memory traces merge into a trauma network that includes sensory memories but becomes detached from the particular episodic memory; that is, the trauma network has no time or place.",natural
The self-report instruments evidenced statistically significant increases in secondary trauma in both the intermediate and long-term trauma therapists when compared with short-term therapists.,natural
"Discussion addresses implications of this evidence for research practice and policy, and identifies some potentially informative data collections opportunities for future trauma studies.",natural
"Six months following hospital discharge, those with positive toxicology used more Following hospitalization for orthopedic trauma, some patients continue to use opioids following fracture healing.",natural
"Depressive symptoms and traumatic childhood experiences influence QoL. Treatment for adult ADHD patients should take the high interdependence of depressive symptoms, childhood trauma, and QoL into consideration.",natural
"To determine if an intervention to reduce maternal distress and address maternal perceptions of infants' vulnerability also reduces perceptions of vulnerability, 105 mothers of premature infants (25- to 34-weeks' gestational age; >600 g) with depression, anxiety, or trauma were randomized to a six- or nine-session intervention or a comparison condition.",natural
"When they seek counselling or treatment, cultural adjustment and trauma are usually the subject.",natural
The influence of differing trauma types experienced by war-affected population in the study of dose-response relation of war trauma and psychological maladaptation in late life has not been investigated.,natural
Prior exposure to trauma did not affect the scores on IES but was associated with a sustained vulnerability for general psychological distress (SCL-90).,natural
"Institutional review boards assume that questionnaires asking about sensitive topics (e.g., trauma and sex) pose more risk to respondents than seemingly innocuous measures (e.g., cognitive tests).",natural
"Age, education, and relationship status were controlled and further analyses examined the interactive influence of HIV status and acculturation and trauma on the outcomes.",natural
"Theory and research on meaning has proliferated in recent years, focusing on both global meaning and processes of making meaning from difficult life events such as trauma and serious illness.",natural
"Both trauma and neoplasia are associated with fluent aphasia significantly more often, while sex proved to have no influence on aphasia type.",natural
"They too, like their former victims, live with an irreducible trauma of humiliation, but their humiliation is not one perpetrated by an enemy as it was for the Jews, but by their own fathers and mothers.",natural
"The present study examined the effect of childhood trauma on adulthood physical health among a randomly selected sample of adults (N = 2,177) in urban Mexico.",natural
The Clinician Administered PTSD Scale was again administered approximately 20 months after initial assessment and after trauma exposure.,natural
In this study we aimed to investigate the effects of adulthood trauma in a sample of patients with schizophrenia who did not report childhood trauma.,natural
"These preliminary findings suggest that early trauma, severity of perceived stress and general psychopathological symptoms are more closely associated with shorter TL than is the severity of core diagnostic symptoms of PTSD or MDD, whereas positive affect is associated with longer TL.",natural
Trauma is itself complex and often damaging to the survivor's well being.,natural
"Children exposed to the trauma of domestic violence tend to experience difficulties with internalized and externalized behavior problems, social skills deficits, and academic functioning.",natural
But their sweeping generalizations misrepresent the nature of current trauma therapy and therefore create the risk of withholding the opportunity for many survivors to heal rather than having to rely on `abnormal' defense or coping strategies.,natural
"Child sexual abuse (CSA) has consistently been associated with the use of avoidant coping; these coping methods have been associated with increased trauma symptoms, which have, in turn, been linked to increased risk for adult sexual revictimization.",natural
Children are resilient to the long-term effects of trauma.,natural
EST emphasizes repeated hypnotically activated abreactive reliving of the trauma experience combined with therapists' ego strength.,natural
"Trauma and Posttraumatic Stress Disorder (PTSD) are more common in severe mental_illnesses (SMI) clients than in the general population, yet brief screens for detecting probable PTSD in SMI clients are nonexistent.",natural
"To conclude, it seems beneficial including aversive scenes in ImRs after an analogue trauma induction.",natural
"The present findings imply that PTG might have negative implications on PH through the amplification of PTSS, among secondary trauma victims.",natural
We interviewed a sample of inpatients in a hospital trauma program using 3 measures of dissociation.,natural
"Depending on the severity and character of the trauma, the depth of the regression experienced, and the age and life-circumstances of the patient at the moment of trauma, this can have more or less severe impact on the personality structure.",natural
The case is examined from a traditional trauma perspective stressing exposure to life threat and again from a perspective stressing the significance of the relationship to the deceased.,natural
"The development of schizophrenia may be driven by genetic vulnerability interacting with multiple vulnerability factors including lowered prenatal vitamin D exposure, viral infections, smoking intelligence quotient, social cognition cannabis use, social defeat, nutrition and childhood trauma.",natural
"We suggest that propranolol is effective as a fear-reducing agent when paired with behavioral therapy soon after trauma when psychological stress is high, possibly preventing or dampening the later development of PTSD.",natural
"Trauma-informed care (TIC) is a systems-level philosophy of service delivery which integrates choice, collaboration, empowerment, safety and trust to create an organizational culture sensitive to trauma.",natural
"The dropout prevalence rate was 16 overall, with variation by childhood trauma, childhood psychiatric diagnosis, race/ethnicity, and nativity.",natural
