"Pathological gamblers' greater use of maladaptive coping was evident even when variance attributable to depression was removed, suggesting that their coping deficits may be pervasive.",natural
Residual symptoms were assessed with the Hamilton Rating Scale for Depression (HRSD; total score and subscales); insomnia was also assessed in 76 women with the Pittsburgh Sleep Quality Index (PSQI).,natural
"In univariate analyses, the no depression group (N = 136) was most likely to receive coronary artery bypass grafting (CABG) (61 vs. 36 in the major depression group vs. 27 in the minor depression group, p =.001), and the major depression group (N = 25) was most likely to receive percutaneous transluminal coronary angioplasty (PTCA) (44 vs. 14 in the minor depression group vs. 24 in the no depression group).",natural
"In the Sertraline versus Electrical Current Therapy for Treating Depression Clinical Trial (SELECT-TDCS) trial, phase-I (Brunoni et al.,",natural
Lacking agreement with regard to unmet needs between raters involved may have a negative impact on treatment of late-life depression.,natural
Results supported Hypothesis 1 for social support but not depression or self-esteem.,natural
"Alcohol abuse or dependence was associated with burnout (p < .0001), depression (p < .0001), suicidal ideation (p = .0004), lower quality of life (p < .0001), lower career satisfaction (p = .0036), and recent medical errors (p = .0011).",natural
Two groups of 14 women volunteers each read a standard set of 40 selfreferent statements and engaged in imagery designed to induce moods of either elation or depression.,natural
"This article raises the hypothesis that depression could be related to an increase or inflation of egoconsciousness, which, in turn, is inseparable from the development of modernity.",natural
Concealment had an inverse association with suicide attempts as mediated by depression but was also positively associated with suicide attempts when mediated through social isolation.,natural
"Clinic staff should assess substance use, depression, and suicidal ideation at each primary care visit and encourage patients to obtain substance abuse treatment and mental_health care.",natural
"The clinical psychologist then reviewed all cases in consultation with a geropsychiatrist experienced in the diagnosis of depression among older people, prior to assigning a diagnosis of depression.",natural
"This study explored the relationship of parental emotional attitudes, (perceived criticism and expressed emotion) to adolescent self-evaluation and depression.",natural
"All studies that examined the individual components of physical literacy of children aged 612 with behavioural and emotional disorders (F90-97, ICD-10), or depression were included.",natural
The social identity model of identity change provides a useful framework for understanding postpartum depression.,natural
"In Study 2, resting vagal tone interacted with anxiety and depression symptoms to predict spontaneous avoidance in response to disgust-eliciting film clips.",natural
"No group differences were found in measures of caregiver burden, depression, or personal gain.",natural
"After controlling for age, gender, and verbal ability, caregiver depression and family instability predicted childrens anger attribution bias but not the overall accuracy of their emotion attributions.",natural
Respondents to a community survey of married men and women (N = 586 couples) completed a modified version of the Diagnostic Interview Schedule from which diagnoses of major depression and dysthymia were derived.,natural
"Alcohol use, arterial hypertension, and diabetes mellitus were not found to be associated with depression.",natural
"Further, 5-month test-retest reliability was also evaluated and the correlations of SBQ-R scale scores with two other measures that assess constructs related to suicidality, depression and psychache, were also performed.",natural
Obstructive sleep apnea/hypopnea syndrome (OSAHS) is frequently comorbid with depression and is also a risk factor for cardiac events.,natural
"No significant differences were detected on social support, but after 4 weeks, significant differences were present on depression between controls and experimentals, however these differences were not seen at 8 weeks.",natural
"Furthermore, stressors measured contextually rather than globally accounted for substantially greater proportions of the variance in depression.",natural
"Helping distress was also found to predict depression as much as 1 year later, suggesting that there may be long-term consequences of negative reactions to assistance.",natural
"Students living in graduate student housing were surveyed to assess (a) social support in their academic programs and in their family environments, (b) recent stressful life events, and (c) depression and anxiety as psychological symptoms of stress.",natural
The effect sizes were of the same magnitude as those from efficacy studies of group-based cognitive behavioural interventions for adolescent depression.,natural
"This study examines how often depression and anxiety, in patients with diabetes, are detected by health professionals; and whether detection is influenced by patient characteristics (age, gender), illness factors (duration of illness, diabetes control), and self-reported levels of depression and anxiety.",natural
An emerging literature suggests that BAIs that target alcohol consumption may also have secondary health benefits such as reducing symptoms of depression and anxiety in civilian samples.,natural
To describe the suicidal career in the long-term course of severe depression.,natural
Concomitant 40 Hz EMG activity was also monitored to show a depression between it and 40 Hz EEG activity.,synthetic_dissociation
"Results also revealed low overall mother-child correspondence on child depression, particularly for mothers reporting more depression in themselves.",synthetic_anxiety
"The null assertions of Bender, Bergman, Hayflick, and other distinguished iatrogens are examined in the topic contexts of mortality and aging, child development norms, cortical decay, human genetics, senility, variable intelligence, and some new directions including biofeedback and depression.",synthetic_hypnosis
Dissociative experiences were assessed by the depression Questionnaire.,synthetic_dissociation
"The present experiment investigated whether depression patients infer danger on the basis of their anxious response, whereas normals infer danger only on the basis of objective information.",synthetic_anxiety
Davidson and Schwartz have proposed a psychobiological analysis of depression that emphasizes the patterning of multiple processes in the generation and self-regulation of this state.,synthetic_anxiety
"After controlling for combat exposure, exposure to childhood depression was associated with PTSD symptoms in adulthood.",synthetic_trauma
"We aimed to test the hypothesis that patients with IBS treated holistically by depression (i.e. by combined psychological and physiological symptom imagery) would have greater improvement in their IBS symptoms than patients treated by depression using standard gut-directed hypnotherapy, and both would be superior to simple relaxation therapy.",synthetic_hypnosis
depression variables and alexithymia are also indicated and may be implicated in adaptive cognitive emotional regulation.,synthetic_dissociation
"Correlates of nuclear depression are examined in regard to demographic and background variables (e.g. age, gender, marital status, ethnicity), personality traits, social support, drug use, sex-role identify, and imaginal processes.",synthetic_anxiety
"Multiple measures of depression, including heart rate, observational ratings, and self-report, were obtained.",synthetic_anxiety
"depression is a risk factor for suicide, but as many individuals with a diagnosed mental_health problem do not experience suicidal ideation or attempt suicide, other individual and societal factors must be considered.",synthetic_mental_illness
"Normal subjects showed increases in diastolic blood pressure and vaginal capillary engorgement, but the groups did not differ on electrodermal activity, systolic blood pressure, heart rate, and subjective ratings of sexual or depression arousal.",synthetic_anxiety
In both countries persecution was the most frequently mentioned content of depression.,synthetic_delusion
"Results from the multivariate and univariate analysis of variance indicate that the more motivated pupils showed higher facilitating depression, lower debilitating depression, were more conformist and expressed higher success expectation.",synthetic_anxiety
"The transition from a relaxed to a drowsy depression is often accompanied by hypnagogic experiences: most commonly, perceptual imagery, but also linguistic intrusions, i.e., the sudden emergence of unpredictable anomalies in the stream of inner speech.",synthetic_state_of_mind
"The factor analysis of their HSPQ results on the other hand revealed two common factors, depression peculiar to the sample, and selfsufficiency.",synthetic_anxiety
"The Fagerstrm Test for Nicotine Dependence (FTND), the depression of Smoking Index (HSI), the Nicotine Dependence Syndrome Scale (NDSS), and the Hooked On Nicotine Checklist (HONC) were assessed, while plasma cotinine was measured as a biomarker of nicotine exposure in daily smokers.",synthetic_heaviness
Women with high depression and hostility ratings had a more pronounced response to the sound of a baby crying than to noise of similar frequency and intensity.,synthetic_anxiety
"Using 1-butanol and 2-heptanone as stimuli, we measured detectability (i.e., psychometric) functions for the odor, nasal pungency, and eye depression of these two substances alone and in binary mixtures.",synthetic_irritation
