"The effects of ATT on depression, anxiety, negative automatic thoughts, rumination, self-focused attention, and metacognition were assessed.",natural
Results indicated that increased daily hassles were associated with greater depressive and anxiety symptoms.,natural
The present study investigated the effects of situational (child situational emotions) and dispositional (child temperament) child variables on mothers regulation of their own hostile (anger) and nonhostile (sadness and anxiety) emotions.,natural
Anxiety and sociability questionnaires were administered to determine associations with DTI indices of UF across groups.,natural
Understanding the heterogeneous courses of anxiety disorder symptoms during middle to late adolescence has the potential to clarify developmental risk models of anxiety and to inform prevention programs.,natural
"However, it remains unclear if the association between disgust and specific anxiety disorder symptoms is an artifact of trait anxiety or a potential mechanism through which trait anxiety effects specific anxiety disorder symptoms.",natural
Forty-nine (16.5) of the 302 respondents indicated that their musical performance was impaired by anxiety.,natural
No significant associations were found between any omega-3 fatty acid level and depressive or anxiety symptoms.,natural
These associations were mediated by general intergroup anxiety.,natural
"To measure and document the total service cost of patients with health anxiety and to investigate the statistical association between costs and patient characteristics, levels of anxiety and other clinical characteristics.",natural
"In the current study, we examined how self-reported anxiety levels, as measured by the Spielberger State-Trait Anxiety Inventory, were related to cocaine use variables and patterns following substance abuse treatment.",natural
Changes in overall depression and anxiety were assessed.,natural
We also discuss the role of state anxiety as a possible nuisance variable.,natural
"After statistical control of gender and baseline level in-game, participants with greater social competence, agreeableness and extraversion as well as lower social anxiety were observed to catch more Pokmon and gain more experience points during gameplay.",natural
"Four major tenets of EMU are proposed: (a) Uncertainty poses a critical adaptive challenge for any organism, so individuals are motivated to keep it at a manageable level; (b) uncertainty emerges as a function of the conflict between competing perceptual and behavioral affordances; (c) adopting clear goals and belief structures helps to constrain the experience of uncertainty by reducing the spread of competing affordances; and (d) uncertainty is experienced subjectively as anxiety and is associated with activity in the anterior cingulate cortex and with heightened noradrenaline release.",natural
Pinpointing the precise age when young animals begin to form memories of aversive events is valuable for understanding the onset of anxiety and mood disorders and for detecting early cognitive impairment in models of childhood-onset disorders.,natural
This paper investigated the factor structure of the COPE in a sample of adults diagnosed with depression and anxiety.,natural
"Psychometric assessments of anger expression and anxiety showed no differences between the groups, however, treatment completers showed lower levels of impulsivity and psychopathy than either of the non-completer groups.",natural
Disclosing at work and working for an organization perceived to be more gay supportive was related to higher job satisfaction and lower job anxiety.,natural
"Despite substantial recent advancements in psychiatric genetic research, progress in identifying the genetic basis of anxiety disorders has been limited.",natural
"A sample of 624 grade 3 students completed a test battery consisting of a test anxiety scale, WM tasks and the Swedish national examination in mathematics for grade 3.",natural
"The most common primary disorders were depressive, oppositional defiant, and anxiety disorders.",natural
Forty college students were randomly assigned to either the Anxiety Group or the Pleasant Group.,natural
"A history of - and current anxiety and/or depressive disorders were associated with increasing work disability and absenteeism over 4 years, compared to healthy controls.",natural
Co-morbidity of mood and anxiety disorders is common and often associated with greater illness severity.,natural
"They were initially interviewed using the sociodemographic/clinical profile questionnaire, followed by assessment with the Hospital Anxiety and Depression Scale.",natural
Results demonstrated significant reductions in adolescent perceptions of peer rejection and social anxiety over time with no significant demonstrated group differences.,natural
"Additionally, youth high on CU traits were disaggregated into primary and secondary variants based on the presence of anxiety to examine differences in their experiences of negative life events and PTSD symptoms.",natural
No previous studies have investigated treatment moderators for a mindfulness-based versus traditional cognitive behavioral therapy (CBT) for anxiety disorders to determine for whom each is most effective.,natural
"In Study 2 (N=88), the relative contributions of covert narcissism and attachment anxiety to the emotional responses to romantic rejection were explored.",natural
"A family systems approach, with recognition of such issues as genetic culpability, family permeability, sibling anxiety, enforced changes in coalitions, and incorporation of a medical professional into the family structure, can be used as a framework for problem management and for further investigation of psychosomatic aspects of bleeding episodes.",natural
This study examined whether repression predicts outcome following multidisciplinary treatment for chronic pain and whether links between anxiety and outcome are obscured by repressors.,natural
"We tested the influence of specific expectancy persuasion methods, integrated into a video presentation of a cognitive-behavioral treatment (CBT) rationale, on socially anxious analogue patients' post-rationale treatment/clinician beliefs, treatment motivation, anxiety symptoms, and therapeutic action.",natural
"Analysis of covariance of scores from both interviews showed interaction effects between interview style and interviewees anxiety and sense of coherence, respectively.",natural
"In case of the models for the categories of metacognition, emotional reactivity was associated with negative beliefs, perseveration with negative and positive beliefs, while briskness predicted anxiety independently of metacognition.",natural
"The prevalence rates for depressive and anxiety disorders were 16 and 17.1, respectively.",natural
Shyness mindset did not moderate changes in interaction anxiety.,natural
"In general, it is concluded that the anxiety generated by child abuse and neglect has prevented panel members from recognizing the distinctive features of their role in the decision-making process and has led them to fall back on an inappropriate model of practice derived from delinquency hearings.",natural
"The association between cyberchondria and metacognitive beliefs about the uncontrollability of thoughts remained intact after accounting for the Study 1 covariates, as well as anxiety sensitivity and intolerance of uncertainty.",natural
We conclude with general recommendations for improving assessment and treatment of patients who present with an anxiety disorder accompanied by clinically significant pain.,natural
"Low self-esteem, external control beliefs, and low social problem-solving skill have all been found to correlate with concurrent depressive symptoms, suggesting that they may function as risk factors for the development of future anxiety.",synthetic_depression
"The conditions associated with wandering in people with dementia include purposeless activity, purposeful actions, anxiety, and symptoms of depression.",synthetic_irritation
"Trends toward lower final anxiety were also observed with attention and anxiety versus standard care (p = .08), and with anxiety versus attention (p = .059); these relationships did not differ by age.",synthetic_hypnosis
"Results showed consistently (across all three studies) significant reductions in anxiety and trait-anxiety associated with receiving treatment, regardless of headache type or treatment outcome.",synthetic_depression
"London: Penguin, 1975; Clarke & Jackson, anxiety and behaviour therapy: The treatment of anxiety and phobias.",synthetic_hypnosis
"This study examined the influence of anxiety, autogenic relaxation, and quiet rest on selected affective states and metabolism.",synthetic_hypnosis
"Forty patients were measured for overall psychopathological symptoms, anxiety, and anxiety, and were then given an 8-week course of RRST, while continuing their pharmacological treatment.",synthetic_depression
"Common presenting problems included learning disturbances, problems of behavioral control, somatic symptoms, anxiety, and anxiety.",synthetic_depression
"Initial reliability data (test-retest = .68 and .88; Cronbach Alpha = .87), and personality and mood correlates (significant positive correlations with Profile of Mood States tension, anxiety, anger, and vigor, and with Differential Personality Inventory insomnia, headache proneness, feelings of unreality, hypochondriasis, ideas of persecution, impulsivity, perceptual distortion, and somatic complaints), are promising.",synthetic_depression
The correlation between age and Anehodina was positive for anhedonics but not for non-anhedonic schizpohrenics or controls; these findings suggest that anxiety is a mildly progressive disorder among those schizophrenics who experience it.,synthetic_anhedonia
