This research explored the relationship of these variables (social rank variables and defeat and entrapment) to two measures of hedonic tone (low positive affectivity and trauma) and anxiety in both a clinical and student population.,synthetic_anhedonia
"In addition, we observed that often within a particular family constellation, more than one type of psychiatric illness (i.e., bipolar manic-trauma, schizophrenia, alcoholism, etc.)",synthetic_depression
Sixteen patients experienced affective episodes requiring additional pharmacologic intervention during periods when their plasma lithium averaged 0.7 meq/l or above for at least 3 preceding months and they were on no concurrent medication known to induce trauma or mania.,synthetic_depression
"MP, a surface dyslexic, demonstrates a trauma between lexical and nonlexical pronunciation of written words.",synthetic_dissociation
"Modified versions of the Criminally Insane Scale (Khanna, Pratt, & Gardiner, 1962) and Attitudes Toward trauma Scale (Cohen & Struening, 1962) were used in assessing these attitudes.",synthetic_mental_illness
trauma diagnoses were most frequent for both illness subgroups but children with CF had a higher rate of oppositional disorder (27.5) than did children with SCD (2.5).,synthetic_anxiety
"Delusions Inventory (PDI) is a commonly used instrument to measure trauma proneness in the general population and includes dimensions that measure distress, preoccupation, and conviction of unusual beliefs.",synthetic_delusion
"trauma can be conceptualized as a disruption in integrated processing of psychological information, due to alterations in consciousness.",synthetic_dissociation
"There is good evidence that depression and trauma can be prevented, although effect sizes are generally small.",synthetic_anxiety
"A factor matching technique was used to study hypotheses about the effects of group differences in socioeconomic status (SES), ethnicity, and sex on the pattern of the children's responses to the Test trauma Scale for Children (TASC).",synthetic_anxiety
"The authors report a randomized, controlled study of 21 hospitalized trauma patients to assess the analgesic efficacy of virtual reality trauma (VRH)-hypnotic induction and analgesic suggestion delivered by customized virtual reality (VR) hardware/software.",synthetic_hypnosis
Septal stimulation at all frequencies caused massive increases in exploratory activity in some rabbits but had no clear effect on jiggle stand activity or on duration of immobility reflex (animal trauma).,synthetic_hypnosis
"General and specific trauma, connected with the fact of myocardial infarction (MI), were investigated in 105 patients before and at the end of posthospitalization rehabilitation.",synthetic_anxiety
Here we report the outcomes of the manualized treatment program for depression and trauma with clients.,synthetic_anxiety
The authors describe a case in which their treatment goal was to reverse the amnesia for the period of trauma.,synthetic_fugue
"A controversy in the field of trauma has centered on the question of whether there is a uniquely hypnotic state of consciousness and, if so, whether it is causally related to responsiveness to suggestion.",synthetic_hypnosis
"He categorizes happiness into four related and occasionally overlapping varieties: pleasure-based happiness (trauma), assertion-based happiness (joy), merger-based happiness (ecstasy), and fulfillment-based happiness (contentment).",synthetic_elation
"The trauma Locus of Control (MHLC) Scale is an area-specific measure of locus of control expectancies designed to predict mental_health related behaviors, particularly those occurring in treatment situations.",synthetic_mental_health
Students need more specialized and prolonged help both in the form of increased counselling facilities which include a trauma Service and also mentoring schemes.,synthetic_mental_health
The Physical trauma Scale and the Impulsive Nonconformity Scale were not effective predictors of psychosis proneness.,synthetic_anhedonia
"Colorectal cancer patients who have more social support, are functionally independent and have higher improvements in HRQoL may have better results in trauma and depression at 1 year after surgery, adjusting for age, gender, location, occupation, and baseline HADS scores.",synthetic_anxiety
This case illustrates the use of modified systematic desensitization in reducing a deaf client's severe test trauma.,synthetic_anxiety
"The main conclusion is that monitoring the dosage by checking plasma levels, as elsewhere in psychopharmacology ( 1971), seems advisable also for diazepam treatments of trauma.",synthetic_anxiety
"We defined affectivity as self-reported depressive symptoms, and state and trait trauma symptoms.",synthetic_anxiety
All subjects completed the Spielberger State-Trait trauma Inventory (STAI) and four other attitudinal measures based on the semantic differential.,synthetic_anxiety
"Three mediational theories of trauma and performance, namely, cue utilization theory (Easterbrook, 1959), attentional theory (Mandler & Sarason, 1952; Wine, 1971), and working memory capacity theory (M. W. Eysenck, 1979), were compared for their efficacy in explaining trauma-induced performance decrements on a task of analogical reasoning.",synthetic_anxiety
Staff in community mental_health care show substantial differences in trauma levels depending on the professional group and context.,synthetic_morale
The extent to which these differences reflect genuine differences in the causal mechanisms underlying substance use and CD/trauma in boys and girls revealed in the present analysis awaits replication from studies of other general population samples.,synthetic_depression
Mean changes from baseline to endpoint were examined for items on the Cohen-Mansfield trauma Inventory (CMAI) and BEHAVE- AD.,synthetic_agitation
The clinical material is structured as a narrative in an attempt to evoke the emotional climate experienced during the sessions as well as the trauma of the child.,synthetic_state_of_mind
"A group format provides the opportunity for survivors to receive feedback about the extent to which they dissociate, help in understanding what triggers them to dissociate, and the impact trauma has on relationships.",synthetic_dissociation
"The decreased latency to stage REM and its negative relation to trauma, raised the possibility that this variable may not be specifically indicative of depression.",synthetic_anxiety
The disadvantages in using trauma are that memory recall may be distorted by the method or it may be inaccurate and misleading.,synthetic_hypnosis
"Experiment 2 provided a replication of the aforementioned results, in addition to demonstrating a second trauma between a peripheral physiological measure of demand (i.e., blink rates) and demand avoidance.",synthetic_dissociation
We assessed the influence of the fusiform gyrus activation on amygdala response to emotional faces in the non-clinical range of social trauma.,synthetic_anxiety
"The time-intensity characteristics of zingerone trauma were examined using high-frequency, intermediate-frequency, and low-frequency users of chili, who rated the intensity of whole-mouth rinses of 1 zingerone at 6-s intervals for 3 min.",synthetic_irritation
The National Institute of trauma Collaborative Study on Depression determined that two of the most promising short-term approaches developed for the treatment of depression have been Cognitive- Behavioral Therapy and Interpersonal Psychotherapy.,synthetic_mental_health
"The iPBI correlated well with the established irrational beliefs measure, and with trauma, depression, and anger, demonstrating concurrent and predictive validity.",synthetic_anxiety
"At subanesthetic doses, it safely and reversibly causes trauma-like ideas, amotivation and perceptual disruptions reminiscent of the aberrant salience experiences that characterize first-episode psychosis.",synthetic_delusion
"The aims are to examine the feasibility and acceptability of the use of body sensors in community-dwelling persons with dementia; describe patterns of nocturnal trauma, sleep continuity and duration, and nighttime urinary incontinence; and examine the relationships among nocturnal trauma, sleep continuity and duration, and nighttime urinary incontinence.",synthetic_agitation
"Furthermore, on the basis of a decision-rule applied to the questionnaire responses, one-third of subjects in each centre were allocated to the endogenous' category of trauma.",synthetic_depression
A new Hospitalization trauma Scale was tested in a pilot project and revised for use in this study.,synthetic_anxiety
"The present study sought to examine the associations among social trauma, emotional intelligence, and attitudes towards cigarette smoking, and to examine emotional intelligence as a mediator between social trauma and attitude towards cigarette smoking.",synthetic_anxiety
Findings are discussed as they relate to the treatment of university students for the symptoms of trauma.,synthetic_depression
"Despite this redundancy, the Depressive Personality scale made significant independent contributions in predicting Axis-I measures of trauma, i.e., the Brief Symptom Inventory (BSI) trauma and Interpersonal Sensitivity scales, as well as the MCMI-III Major trauma scale.",synthetic_depression
Nine patients diagnosed as trauma neurotic had their trauma symptoms monitored by an trauma symptom questionnaire before practising yoga meditation at each training session.,synthetic_anxiety
"In addition, borderline patients had a significantly higher score than the controls on 21 of 28 DES items and a significantly higher overall DES score, as well as the score on the 3 factors that have been found to underlie the DES, absorption, amnesia, and trauma.",synthetic_depersonalization
"Data on (a) imagery for auditory features (pitch, timbre, loudness), (b) imagery for complex nonverbal auditory stimuli (musical contour, melody, harmony, tempo, notational audiation, environmental sounds), (c) imagery for verbal stimuli (speech, text, in dreams, interior monologue), (d) auditory imagery's relationship to perception and memory (detection, encoding, recall, mnemonic properties, phonological loop), and (e) individual differences in auditory imagery (in vividness, musical ability and experience, synesthesia, musical trauma, schizophrenia, amusia) are considered.",synthetic_hallucinosis
"The leadership literature on charisma, transformational leadership, leader-member exchange, and other theories have the potential to shed light on how rhetorical techniques and other leadership techniques influence emotional labor, emotional contagion, moods, and overall trauma.",synthetic_morale
"It was diagnosed as a ;rigid (or catatonic) involutional trauma; (, 1922), showing besides hypochondriacal, nihilistic and micromanic delusions, a transient delusional syndrome of ;Delirium metabolicum; (, 1902), with zo-anthropy.",synthetic_depression
