There were no significant variations in the perceptions of child sexual abuse and communication practices.,natural
"Aims of the research were to: gather state-level information about possible sources of the sexual abuse decline, identify child protection trends that might be contributing to the decline, and assess the level of awareness of the decline in state child protection offices.",natural
Groups in this study did not differ on substance abuse or psychosocial outcomes.,natural
This project evaluated two behavioral therapies for substance abuse and concomitant sexual risk behaviors applied to primarily stimulant-abusing gay and bisexual men in Los Angeles.,natural
"Screening for psychological distress, CSA, and physical abuse may help to identify distinct subgroups with unique utilization patterns.",natural
"The study proposes that childhood sexual abuse may be a more potent environmental risk factor than other types of trauma when interacting with a genetic predisposition to develop extreme scores on the extraversion, psychoticism, lie and impulsivity personality traits.",natural
"PDF formatted versions of the COWS are also available from the websites of the American Society of Addiction Medicine, the California Society of Addiction Medicine, the UCLA Integrated Substance Abuse Programs, and AlcoholMD.com.",natural
"In this article, the authors present a psychodynamically oriented psychotherapy approach for posttraumatic stress disorder (PTSD) related to childhood abuse.",natural
The mean time that elapsed from the initial sexual abuse occurrence until the date of examination was 22.721.7months.,natural
"Using a sample of 3,958 couples assessed through the Relationship Evaluation Questionnaire (RELATE), an actorpartner independence model was fit to test direct and indirect associations between negative impact from one's family of origin (accounting for physical violence and sexual abuse) and resources in couple relationships.",natural
"In an attempt to provide construct validity for the Child Abuse Potential (CAP) inventory, 176 Ss were given the inventory with its abuse and lie scales, an abbreviated MMPI with ego-strength and lie scales, and the Marlowe-Crowne Social-Desirability (M-C SD) scale.",natural
Personal values and social axioms predicted the lay beliefs of Chinese adolescents about the causes and cures of 2 psychological problems (agoraphobia and schizophrenia) and 2 social problems (child abuse and corruption).,natural
NRT abuse rates were low and did not change significantly between the two surveys (2.7 in 1996/7 to 4.6 in 1998/9).,natural
"A second comparison group, matched on the same variables, consisted of children with no history of abuse and no history of accidents before the age of one year.",natural
"Sexual penetration was rarely reported , while 7 reported at least one type of physical contact abuse (female 8.9, male 5.0).",natural
Severe childhood physical abuse was significantly associated with lower likelihood of employment only among males; mediators partially reduced this association.,natural
