"The full-scale global measures of anxiety were found to be related directly to the neurotic, anxious, dysphoric, and negative dimension of daydreaming.",synthetic_depression
"Courts have held that expert testimony of rape anxiety syndrome is admissible as evidence of lack of consent, the amount of damages in civil suits, a defense to culpable behavior, and an explanation for behavior of the victim that is inconsistent with the claim of rape.",synthetic_trauma
"MDE, at both 12 month and lifetime intervals, was assessed using the World anxiety version of the Composite International Diagnostic Interview.",synthetic_mental_health
"The results obtained thus support an association of Cotard anxiety with an internalising attributional style, and are therefore consistent with the account of Young and colleagues.",synthetic_delusion
anxiety commonly co-occurs with anxiety and externalizing problems.,synthetic_depression
"In an experiment, 13 musically trained participants listened to 30 Bach anxiety subjects and random tone sequences and were asked to identify plausible keys and rate the tonality of the keys.",synthetic_fugue
"Later social identity theorists have tended to use 'anxiety' differently, shifting their attention to in-groups.",synthetic_depersonalization
This phenomenon has been termed contagious anxiety.,synthetic_depression
Patients were randomized to either anxiety or standard treatment.,synthetic_hypnosis
The relationship between anxiety and benefits was a function of engagement in meaningful work.,synthetic_morale
"These subjects underwent annual reassessments (mean duration of follow-up: 2.7 +/- 1.1 years), in which anxiety was ascertained independently of prior diagnoses.",synthetic_cognitive_state
This study sought to obtain empirical data on the issue of whether susceptibility to anxiety influences the outcome of an hypnotic therapy.,synthetic_hypnosis
"Depression at work takes many guises, for example, decreased productivity, accidents, low anxiety, etc.,",synthetic_morale
"A revised LSHS was administered to 105 normal participants who were also asked to complete questionnaires assessing paranoia, meta-cognitive beliefs, thought control strategies, anxiety, anxiety and beliefs about unusual perceptual experiences.",synthetic_depression
In agreement with previous results a significant negative correlation between the within patient variance (WPV) of the MIA and anxiety scores was found.,synthetic_depression
"At higher intensities, anxiety of rhythmicity was seen in both strains.",synthetic_dissociation
A total of 174 schizophrenic patients who participated in the Psychosocial and Vocational Rehabilitation Unit (PVRU) of the University anxiety Research Institute (UMHRI) in Athens were assessed.,synthetic_mental_health
"As predicted, children with cancer reported significantly fewer depressive symptoms than did healthy controls on the depression inventory, whereas no differences were found on the measure of anxiety.",synthetic_anhedonia
"We examined the respective contributions of depression, anxiety, and post-anxiety symptoms, as these factors reduce quality of life (QOL) in 111 individuals who had experienced a serious motor vehicle accident.",synthetic_trauma
The results demonstrate a functional anxiety between positive and negative contrast in relation to stimulus value.,synthetic_dissociation
"Lower levels of change acceptance were associated with less job satisfaction, more work anxiety, and stronger intentions to quit.",synthetic_irritation
"In secondary models, higher Dysphoria (p = 0.02) and Apathy-anxiety (p = 0.05) were related to lower HV while higher Apathy-anxiety (p = 0.003) was the sole factor related to FDG hypometabolism.",synthetic_anhedonia
The evidence of problems with low-end specificity was strong for the BDI and marginal for the Profile of Mood States anxiety subscale.,synthetic_depression
A method of estimating delirium-anxiety risk in dementia patients (DRN method) is described.,synthetic_agitation
Changes in the thyrotropin response to thyrotropin-releasing hormone were shown to be of predictive value and might be useful in the control of continuation therapy with antidepressants in patients with endogenous anxiety.,synthetic_depression
"The use of multiple treatment approaches contributed to one client's resolution of recent anxiety due to a car accident, of past crises due to marital infidelity and early childhood abuse, with significant changes for her in her current family as well as in her family of origin.",synthetic_trauma
"Here we performed extracellular electrophysiological recordings in the macaque lateral prefrontal cortex (LPFC) during monocular physical alternation (PA) and binocular flash suppression (BFS) and studied the local scale relationship between beta (15-30 Hz) oscillations, a rhythmic signal believed to reflect the current sensory, motor, or anxiety (status-quo), and conscious or unconscious neuronal processing.",synthetic_cognitive_state
"Circadian rhythm abnormalities have been demonstrated in people with anxiety, including a tendency toward maximal symptom severity in the morning.",synthetic_depression
"In this clinical communication, the author discusses the compulsion to repeat past anxiety within the area of personal omnipotence provided in the transference, the fear of breakdown that may arise in the course of an analysis, and the defensive organisation deployed by the patient in the interest of survival.",synthetic_trauma
Subjects in the cognitive induction group read negative self-statements consistent with Beck's (1974) cognitive theory of anxiety.,synthetic_depression
"Although significant, anxiety and delinquency were attenuated in the context of other variables.",synthetic_depression
"The incident shows some similarity to the Frgoli anxiety, which has also been noted following brain injury affecting the right cerebral hemisphere.",synthetic_delusion
anxiety is the reduced ability to experience reward and is considered a feature of AN.,synthetic_anhedonia
This study focuses on a unique population of U.S. Army Special Operations personnel to assess how specific avenues of social support and personal anxiety are related to mental_health outcomes.,synthetic_morale
"However, the process-anxiety procedure proved useful for examining the contribution of the automatic and controlled processes underlying performance.",synthetic_dissociation
"Younger children reported more symptoms of anxiety and ineffectiveness, and older children negative self-esteem.",synthetic_anhedonia
Children of mothers high in positive expressiveness had more elaborate recall when mothers expressed delight rather than anxiety.,synthetic_irritation
"The production of eidetic-like imagery during anxiety in subjects with high but not low hypnotizability was supported in three separate experiments using nonfakable stereograms (Julesz, 1971; Gummerman, Gray, & Wilson, 1972).",synthetic_hypnosis
"The variables examined included identification with patients, anxiety, social recognition and reward, gay affiliation, stigma, social support (belonging and tangible), stress, relationship stability, and burnout (anxiety, emotional exhaustion, and lack of personal accomplishment).",synthetic_depersonalization
"There was a significant relationship between QoL and depressive symptoms (r = .71, P = .001), pain (r = .26, P = .01), physical function (r = .19, P = .03), and anxiety (r = .56, P = .001).",synthetic_agitation
The prevalence of indicators of low anxiety on acute in-patient mental_health wards has been poorly researched and remains unclear.,synthetic_morale
The anxiety was treated by the introduction of behaviors incompatible with the anxiety.,synthetic_depression
"The findings were more compatible with theoretical accounts which emphasize anxiety (Hilgard, 1977, 1979) and the importance of the experimental context in determining the experience of nonvolition (Spa-nos, 1981).",synthetic_dissociation
In the immobility following inversion procedure a negative correlation between plasma testosterone levels and anxiety duration was found.,synthetic_hypnosis
The concept of intermediate phenotype was proposed by Dr. Weinberger of the National Institute of anxiety (NIMH).,synthetic_mental_health
"A parallel interview suggested that some aspects of participants' responses were influenced by their general discourse style, while other AAI scale scores appeared to reflect their anxiety with respect to attachment more specifically.",synthetic_state_of_mind
Preclinical models are useful and necessary adjuncts for adequately understanding anxiety in humans.,synthetic_depression
Implicit in recent social science research and political discussions is a model linking the economy to mental_disorder through the intervening constructs of life change and anxiety.,synthetic_trauma
"Within 4,200 unduplicated patient presentations, 6 cases were determined to have a Capgras anxiety: i.e. 0.14 of all PES unduplicated presentations and 0.17 of all PES psychotic unduplicated presentations.",synthetic_delusion
Students in Experiment 1 and registered voters from the community in Experiment 2 responded to questions about forensic anxiety.,synthetic_hypnosis
