sentence,year,arousal,epoch
A sample of 153 men with alcohol abuse drawn from a population census study was divided in one group of men whose abuse was officially registered (0-group) and another where the abuse was known from other sources (A-group).,1970,0.5095000000000001,1970
"Judges recorded the concurrent undesirable social responses of: (a) verbal abuse and (b) aggression, withdrawal, and inattention.",1971,0.5785,1970
This measure coincided with the midpoint of a four-year survey into drug abuse which was being carried out in that area.,1972,0.5138333333333334,1970
A patient with a 7-yr history of drug abuse in the form of inhaling spray paint vapor was treated by a combination of covert sensitization and apneic aversion produced by Anectine.,1973,0.4910000000000001,1970
This clinical study illustrates the use of contingency contracting in the treatment of drug abuse.,1973,0.52125,1970
"The findings in both groups seem to suggest that the incidence of the suicidal attempts has almost doubled in the last decade; there was a 20-percent decrease in alcohol abuse, and a 25-percent increase in drugs abuse within the last 10 years; it would appear that, with the exception of the psychotic and psychopathic patients, in both groups of patients their suicidal behaviour was goal- and gain-directed, and aimed at changing the environment to the patient's benefit.",1973,0.5718260869565218,1970
"Child abuse has lately reached epidemic proportions, with the most severe cases occurring in children under three years of age.",1974,0.5163333333333333,1970
"The formation of the unit was made possible by the provision of sufficient laboratory and office space by the university, by the continuing support from the U.S. Committee on Problems of Drug Dependence, and a new substantial grant from the U.S. National Institute of Mental Health (Special Action Office of Drug Abuse Prevention), now provided by the National Institute on Drug Abuse.",1974,0.49946874999999996,1970
"Since interviewed Ss may substantially minimize their drug-taking activity, much descriptive and experimental drug abuse research may be quite invalid.",1974,0.4937500000000001,1970
"To determine the availability of effective reinforcers of activity which could be delivered in an outpatient drug abuse clinic, a survey was administered to 25 Methadone maintenance patients.",1974,0.5210833333333333,1970
"Compared to the flow parameters in a control group (17 patients without alcohol abuse and diseases of the central nervous system) CBF was decreased significantly in the alcoholics, and this decrease was dependent from the severity of the clinical syndrome and of the mental disfunction.",1974,0.4908666666666666,1970
"Ten percent were judged to be functioning very well and 2 appeared to be doing poorly, i.e., abuse of alcohol particularly.",1974,0.492,1970
The data indicate that response-contingent shock is effective in suppressing lever-pressing for both abuse agents.,1974,0.5852,1970
