sentence,year,arousal,epoch
"Analyses of longitudinal patterns indicated that alcohol problems in 1981 predicted subsequent use of tranquilizing drugs and that this relationship may be moderated by anxiety, with the relationship being strongest for respondents who reported few or no problems with anxiety.",2000,0.53125,2000
"Abstinence from drinking, and anxiety and mood symptoms improved after treatment in all of the groups; there were few differences in outcome between the groups.",2000,0.517,2000
Rapid assessment of patient anxiety is necessary to insure quality care.,2000,0.51625,2000
Findings support the convergent and discriminant validity of verbal anxiety ratings.,2000,0.5176000000000001,2000
"In moderated multiple regression analyses, the Somatic Anxiety, Worry, and Concentration Disruption scales of the SAS all exhibited significant moderator effects, enhancing a positive relation between minor stressors and subsequent injury time loss.",2000,0.5311666666666667,2000
"Under evaluative stress conditions, state anxiety was assessed in terms of (a) self-reported cognitive and somatic anxiety, (b) behavioral reactivity (motor and facial tension, avoidance comments and avoidance of eye contact), (c) physiological arousal (heart rate and skin resistance), and (d) cognitive and motor task performance.",2000,0.5158076923076922,2000
"In line with current cognitive theories of anxiety, overestimation of reactivity in high-test anxiety, as well as underestimation in low-test anxiety, are conceptualized as a hypervigilance bias and an avoidance bias, respectively, in processing internal cues, i.e., prioritization and inhibition of attention to one's own behavioral and physiological signs of distress.",2000,0.5184117647058825,2000
"Subjects in both conditions showed a significant, immediate decrease in state anxiety as assessed by Spielberger's State-Trait Anxiety Inventory (STAI) and reported a range of subjective effects.",2000,0.5294166666666668,2000
Comparisons of the artwork and other measures suggested that the seminar was able to reduce most participants' anxiety about research without a loss of creativity and energy.,2000,0.5266,2000
Finalyear high school students completed the Multidimensional Perfectionism scale and the Depression Anxiety and Stress Scales (DASS) 10 weeks (n = 673) and again 10 days (n = 505) before a major set of examinations.,2000,0.5218,2000
"In contrast, socially prescribed perfectionism was positively related to depression and anxiety.",2000,0.532,2000
"It was predicted that children diagnosed with an anxiety or other internalising disorder would report fewer fears, a lower intensity of fear and different fear content following treatment, whereas the same changes would not be observed in a control group.",2000,0.5297222222222222,2000
"There were, however, no differences in the number of anxiety and mood problems between the AS and autistic children within this high-functioning cohort.",2000,0.5148571428571429,2000
These data indicate that high-functioning PDD children are at greater risk for mood and anxiety problems than the general population but the correlates and risk factors for these comorbid problems remain unclear.,2000,0.5324166666666666,2000
"This study evaluates the efficacy of a cognitive-behavioral treatment for generalized anxiety disorder (GAD) that addresses two types of worries: (a) those about situations that are amenable to problem solving, and (b) those about situations that are not.",2000,0.515909090909091,2000
"This review focuses particularly on anxiety, which is not only the most common form of childhood psychopathology, but also frequently coincides with stressful life events such as migration.",2000,0.5285555555555556,2000
Test anxiety in children has long been recognised to be a significant and challenging educational problem.,2000,0.53075,2000
"Significant reductions in symptoms of depression, anxiety and externalising behaviour were found and maintained for six months.",2000,0.5267999999999999,2000
"Moreover, the experience of spontaneous panic in the context of generally low levels of distress (both anxiety and depression) appeared to be particularly pernicious in terms of resulting in greater increases in AS.",2000,0.5273076923076924,2000
"Hierarchical multiple regression analysis on each of the AIMS2 criterion variables showed that pain anxiety, pain and symptom self-efficacy, health status and coping strategies were able to explain between 9 and 38 of the variance in the five AIMS2 variables.",2000,0.5305624999999999,2000
"It was concluded that emotional imagery during asthma attacks distracts from accurate introspection or enhances breathlessness, irrespective of anxiety.",2000,0.5271428571428572,2000
This finding remained when the higher scores for claustrophobics on the Claustrophobia scale and the Anxiety Sensitivity Index were covaried out.,2000,0.5257499999999999,2000
"On day 1, participants completed measures of general memory, memory for the phobic stimulus, recall of anxiety level during exposure tasks, and self-efficacy during exposure tasks.",2000,0.527090909090909,2000
"Participants were 81 chronic pain patients who were interviewed and completed measures of pain, anxiety and cognition following an active physiotherapy session in which they either: attended to physical sensations; distracted from physical sensations or completed the session as usual.",2000,0.5295000000000001,2000
Structure of anxiety symptoms among children: a confirmatory factor-analytic study.,2000,0.524,2000
"The conclusion that can be drawn is that both AR and CT have potential as treatments for generalized anxiety disorder but they have to be developed further in order to increase the efficacy to the level usually seen in panic disorder, 80-85 clinically improved.",2000,0.515875,2000
"Anxiety symptoms did not vary with age, and levels of anxiety also remained constant.",2000,0.5249999999999999,2000
Accurate perceivers had higher anxiety sensitivity scores than inaccurate perceivers.,2000,0.5148333333333334,2000
"State anxiety was higher in the asthma condition, but correlated only moderately with cough.",2000,0.5174285714285715,2000
"Three measures commonly used in assessment of social phobia, the Social Phobia and Anxiety Inventory (SPAI [Turner, S. M., Beidel, D. C. & Dancu, C. V. (1996).",2000,0.52,2000
"The results highlight the role that concurrent stimuli play in extinction, and emphasise the need to keep concurrent stimuli as similar as possible to the desired transfer context in practical applications of extinction such as exposure therapy for anxiety.",2000,0.5305882352941176,2000
A significant correlation was found between state anxiety and our measure of callosal transfer.,2000,0.5152857142857143,2000
"Pallidal DBS and pallidotomy patients who completed additional QOL measures reported decreased anxiety and tension, increased vigor, improved mobility and ability to perform activities of daily living, and decreased perceived stigma.",2000,0.5305624999999999,2000
"Married neuro-oncology patients may experience depressive symptoms arising from the marriage, but appear to be buffered from anxiety when compared with single/divorced patients.",2000,0.52375,2000
"The questionnaires included measures of coping (COPE), positive and negative affect (Global Mood Scale), anxiety (State Anxiety Inventory) and perceived health (Health Complaints Scale).",2000,0.52325,2000
"Seventytwo patients were assessed on measures of dialysis adequacy (kinetic transfer/volume urea), selfreport depression and anxiety (Hospital Anxiety and Depression (HAD) scale), locus of control (Locus of Control of Behaviour (LCB) scale) and quality of life (Kidney Disease Quality of Life (KDQOL) instrument).",2000,0.5162105263157895,2000
"The high prevalence of anxiety disorders, along with the high rate of associated comorbidity, leads to significant financial burden and human suffering, making early detection and proper intervention a clinical priority for these conditions.",2000,0.5167222222222223,2000
"Of additional importance, none of the abuse-related and demographic variables predicted scores on measures of general anxiety, depression, and externalizing behavior.",2000,0.52225,2000
"Independent measures of depression, anxiety, anger, and dissociation typically correlated significantly with the reference TSCC scales, and in fact, the Posttraumatic Stress subscale significantly discriminated the sexually abused group from the remainder of the sample.",2000,0.5200714285714285,2000
Agoraphobia (56) and other phobias (56) were significantly more frequent than in two control groups of subjects with generalized anxiety disorder and with depression.,2000,0.522,2000
"90 of patients had at least one parent with an anxiety disorder, 52 had one parent with depressive disorder, 33 had one parent with drug treated PD.",2000,0.5152727272727273,2000
"In other instances, depressive symptomatology and anxiety were seen in connection with complications and an adverse outcome of the disease.",2000,0.53,2000
"Additional data included child and parent anticipatory anxiety, previous IV experience and difficulty coping, and parent prediction of child distress during the IV insertion.",2000,0.53025,2000
