sentence,year,arousal,epoch
The international standard for setting ski bindings is based on the measurement of the tibia proximal width (the width of the shin bone just below theknee) because of the propensity of this bone to suffer trauma as the ski and skier attempt to go in different directions.,1976,0.4873684210526317,1975
"This is taken as an indicator that prolonged stress, as constant fear of death, may cause brain damage without physical trauma.",1976,0.5606666666666666,1975
Implicit in recent social science research and political discussions is a model linking the economy to mental_disorder through the intervening constructs of life change and trauma.,1979,0.5443636363636364,1975
The Trauma--Stren (T-S) conversion procedure was examined at a large state university and the construct related to personality and cognitive process variables.,1979,0.5274545454545454,1975
"This case of visual agnosia is of special interest because of its causation by trauma, of the unusually long follow-up (10 1/2 years), and the evidence for dual deficits of recognition and perception.",1979,0.48192307692307695,1975
This reactivated a former successfully repressed trauma and acted as a precipitating factor to the development of a traumatic neurosis which was left untreated.,1979,0.5735714285714285,1975
Ten of the 22 children between the ages of 2 and 10 years reacted to the trauma severely and were so markedly hindered in their daily functioning that psychological help was considered imperative.,1979,0.5007777777777778,1975
The disorganizing effect of the trauma of the loss of a father as reflected in this high percentage of disturbance in normal children indicates that without doubt a child who has lost a parent is a child at risk.,1979,0.5199333333333332,1975
"More generally, they suggest that the postrelease trauma thesis itself should not be accepted without extensive and rigorous empirical examination.",1979,0.5383333333333333,1975
"The use of paraverbal therapy, a specialized therapeutic approach, is described in the short-term treatment of patients exhibiting emotional disturbances secondary to illness or trauma.",1979,0.4846666666666667,1975
"I have reviewed some experimental studies which deal with the issue of the infant's control over environmental events, the infant's joy when it discovers that an external event is contingent upon its activity, and the corresponding trauma of being unable to influence, predict or comprehend an event which the infant expected on the basis of previous experience to be able to control or understand.",1979,0.5004137931034484,1975
