sentence,year,arousal,epoch
"The decrease in depression predicted lower anxiety at 8 weeks and lower anxiety, depression and better mental_health at 8 months.",2005,0.5317142857142857,2005
"A model permitting these three predictors to inter-correlate indicated that the EI factor was the dominant predictor of interpersonal adjustment, substantially reducing the unique contribution made by interaction anxiety.",2006,0.5265000000000001,2005
"However, the mediational value of increased knowledge appears less strong than anxiety reduction and empathy.",2008,0.531625,2005
"Eating attitude of the student sample was positively correlated with the mothers' obsessive-compulsive symptoms, phobic anxiety, and general psychopathology and affective involvement in family functioning.",2008,0.5152222222222222,2005
"The model included a nonspecific component of neuroticism and two specific components of panic attack, physiological hyperarousal, and anxiety sensitivity.",2006,0.5346,2005
"In contrast, fathers' use of psychologically assaultive discipline and female college students' positive and negative perceptions of their fathers predicted depression, whereas only their perceptions predicted anxiety and self-esteem.",2006,0.5155,2005
The findings suggest that different historical and environmental experiences with death may influence anxiety about various dimensions of death.,2006,0.519909090909091,2005
"Anxiety on follow-up was predicted by higher baseline levels of autonomic/somatic symptoms and intolerance of uncertainty, and by reporting less understanding of the illness.",2009,0.527375,2005
"Acceptance and Commitment Therapy (ACT) is an innovative acceptance-based behavior therapy that has been applied broadly and successfully to treat a variety of clinical problems, including the anxiety disorders.",2009,0.5155833333333334,2005
These results provide insight into the role of attentional deployment in emotion regulation and clinical theories of rumination and anxiety.,2009,0.529375,2005
"This investigation describes the development of a parent-report questionnaire designed to assess parental beliefs about their childs anxiety, namely the Parental Beliefs about Anxiety Questionnaire (PBA-Q).",2009,0.5216000000000001,2005
"On the other hand, the results revealed several clinically relevant associations among cognitive schemas, symptoms of affective disorders (depression, anxiety, and anger) and automatic thoughts (positive thoughts, depressive thoughts, anxious thoughts, and angry thoughts).",2005,0.5173529411764705,2005
Anxiety sensitivity and cognitive avoidance were largely not associated with alcohol use indices.,2006,0.5315000000000001,2005
Initial findings suggest that the PAT is a psychometrically sound instrument for assessing child anxiety and avoidance in young children and a valuable addition to existing diagnostic instruments for clinicians working with anxious children.,2009,0.5256875,2005
Both clinical studies and animal studies have indicated that the amygdala plays an essential role in anxiety and fear response.,2006,0.522625,2005
"In patients with chronic non-malignant pain, clomipramine is superior to placebo as regards anxiolytic effect measured by Spielberger State Anxiety Symptom Scale (SSASS).",2009,0.5229999999999999,2005
"In addition, other anxiety disorders and major depressive disorder showed few associations with specific OCPD criteria.",2006,0.5205714285714286,2005
Although women who are recalled for further tests do experience increased anxiety the levels appear to be no greater than for women without a family history.,2005,0.5245555555555556,2005
"The final sample included 59 participants who completed the BSL, the BPD questions from the Structured Interview for DSM-IV Personality (SIDP-IV), and self-report measures of depression and anxiety.",2009,0.523625,2005
The Mood and Anxiety Symptoms Questionnaire (MASQ) was developed to measure these symptom domains.,2007,0.5192,2005
Recent work has focused on explicating the relations among the current mood and anxiety disorders.,2009,0.5276,2005
Findings suggest that the anxiety and avoidance ratings are best explained by a two-factor solution that measures social anxiety and avoidance in social and school performance interactions.,2006,0.5185000000000001,2005
This study investigated the relationship between self-appraisals of performance and post-event processing in individuals high and low in social anxiety.,2007,0.52325,2005
The results of these studies provide strong support for the ACES as a reliable and valid measure of expectancies for changing anxiety.,2005,0.5171250000000001,2005
"High-frequency repetitive transcranial magnetic stimulation (rTMS) of the right dorsolateral prefrontal cortex (DLPFC) has been suggested to be beneficial to patients with PTSD, transiently alleviating re-experiencing as well as avoidance reactions and associated anxiety symptoms.",2006,0.5264,2005
"A significant negative correlation was observed between the State and Trait Anxiety Inventory (STAI)-trait score as a parameter of anxiety and the percentage change of FMD (FMD) in the elderly subjects, but not in the young subjects.",2007,0.5344545454545456,2005
"Participants reported reductions in negative mood, anxiety, and OCD symptoms at the end of each exercise session relative to the beginning.",2009,0.5331000000000001,2005
"After 6 months, significant treatment effects were found in the majority of social phobia measures indicating decreased levels of social anxiety and avoidance, safety-behaviors and symptoms influence on daily life.",2006,0.5229333333333334,2005
"A prescribing audit identified suboptimal benzodiazepine use which stimulated a discontinuation programme [prescribing policy, psychoeducation, anxiety management] to encourage benzodiazepine cessation.",2005,0.53425,2005
"Along with baseline assessments of variables such as depression and anxiety, total mood disturbance and perceived stress were assessed via self-report during both baseline (e.g. the smoking period) and the early phases of smoking cessation.",2009,0.527,2005
"Contrasted with sympathy, countertransference, and anxiety, empathy emerges as the process that enables relationships of greater depth and scope.",2006,0.52325,2005
"Overall, coping appropriateness did not predict anxiety self-reported four months later when coping style was accounted for.",2005,0.5332857142857143,2005
"In addition, the results showed higher IAT social anxiety scores, both as a result of the social anxiety induction, and as a function of self-reported trait social anxiety.",2007,0.5245384615384616,2005
Deductive analysis highlighted differences between the effects of positive and negative incidents on subsequent appraisals of cognitive and somatic symptoms associated with anxiety.,2007,0.5224444444444445,2005
"After adjustment for demographic variables and ADHD, poor readers reported higher levels of depression, trait anxiety, and somatic complaints than typical readers, but there were no difference, in reported self-reported delinquent or aggressive behaviors.",2005,0.5300714285714285,2005
"Fifteen participants with borderline to mild intellectual disabilities and significant problems of depression, anxiety and anger were recruited from specialist clinical services to participate in this study.",2009,0.5230833333333333,2005
"The G-ECR-R anxiety and avoidance dimensions showed convergent validity with the widely used Relationship Questionnaire (Bartholomew & Horowitz, 1991) as well as with theoretically relevant variables such as self-esteem and trait anxiety.",2007,0.5269090909090909,2005
"To longitudinally assess the prevalence of depression and anxiety following carbon monoxide (CO) poisoning and to assess the contributions of mode of poisoning (accidental versus suicide attempt), cognitive sequelae, and oxygen dose (hyperbaric oxygen versus normobaric oxygen) to depression and anxiety.",2005,0.5342608695652175,2005
