sentence,year,arousal,epoch
"These data suggest that among men with severe mental_illness, substance dependence may be a further impediment to HIV risk reduction.",2005,0.46399999999999997,2005
"Many explanations focus on cultural factors: trust and treatment receptiveness, stigma, culturally distinctive beliefs about mental_illness and mental_health, culturally sanctioned ways of expressing mental_health-related suffering and coping styles, and client preferences for alternative interventions and treatment-seeking pathways, as well as unresponsive programs and providers.",2005,0.49500000000000005,2005
Current models of re-entry for individuals leaving prison with mental_illness focus on the management and interaction of service systems.,2005,0.5067142857142858,2005
"This paper presents a model of prisoner re-entry that incorporates a larger social context, illustrating dynamics related to both individuals with mental_illness leaving prison and their interaction with the community setting.",2005,0.47953846153846147,2005
"In recent years, jail diversion programs for people with serious mental_illness and co-occurring substance use disorders have received increasing attention and have rapidly grown in number.",2005,0.4686923076923077,2005
Mental health courts have developed as one response to persons with mental_illness who are involved with the criminal justice system.,2005,0.4824,2005
The substantial number of persons with mental_illness encountered in many sectors of the criminal justice system has spurred actors from various agencies within that system to take actions aimed at reducing the growth of this population.,2005,0.4675833333333333,2005
One involves judges dealing with defendants having mental_illness and substance abuse on a case-by-case basis.,2005,0.4523999999999999,2005
The new questionnaire replaced the original scales' emphasis on mental_illness with that of brain injury.,2005,0.5117142857142857,2005
The aim of this paper is to examine some of the factors that facilitate and hinder interagency collaboration between child protection services and mental_health services in cases where there is a parent with a mental_illness and there are protection concerns for the child(ren).,2005,0.4681818181818182,2005
"The results revealed that situations that were ranked most difficult included working with families where there are limited resources, where family mental_illness is present (e.g., threatening suicide), where there is substance use in the home, and where families are unmotivated.",2005,0.4812499999999999,2005
"Although foster youth are at increased risk of mental_illness, little is known about need for and actual use of mental_health services by adolescents in the child welfare system.",2005,0.4760000000000001,2005
"We identify potential factors contributing to this difference, including greater skepticism about the benefits of psychotherapy for persons with severe mental_illness, overoptimism concerning the clinical benefits of polypharmacy, and the traditional separation between psychology and psychiatry in the United States as compared to Great Britain.",2005,0.500375,2005
"Despite the importance of these issues, little is known about how healthy adults, including workers, perceive and understand ethically important issues in genetic research pertaining to physical and mental_illness.",2005,0.4401999999999999,2005
"For this paper, we analyzed a subset of items that assessed attitudes toward ethically relevant issues related to participation in genetic research on physical and mental_illness, such as its perceived importance, its acceptability for various populations, and appropriate motivations for participation.",2005,0.4592307692307693,2005
"They viewed participation as somewhat to very acceptable for all 12 special population groups we asked about, including persons with mental_illness.",2005,0.44850000000000007,2005
"As part of this larger project, students were asked to imagine their response in 3 situations to a medical student who is discovered to have serious symptoms and potential impairment secondary to mental_illness, substance abuse, or diabetes.",2005,0.4831333333333333,2005
"Patients with psychiatric comorbidity scored lower on Positive and Negative Symptom Scale positive symptom subscale (z = -2.84, P <.01), had a greater awareness of their mental_illness (z = -3.44, P <.001) and its social consequences (z = -3.24, P < 0.001), but lower ratings on the overall QOL (z = -3.06, P < 0.01) as well as in the individual domains (physical, psychological health, social relationships, environment, all P < .05) compared with patients without any psychiatric comorbidity.",2005,0.43735,2005
People with severe mental_illness and substance use disorders (dual disorder) often have considerable contact with the criminal justice system.,2005,0.4918333333333334,2005
To test the effects of client characteristics on six criminal justice outcomes among homeless (at intake) people with mental_illness and substance misuse disorders.,2005,0.4917272727272728,2005
"In order to answer this question, we surveyed 667 UK primary school teachers, and for comparison also surveyed 1,340 parents about their perceptions of genetic and environmental influence on personality, intelligence, behaviour problems, learning difficulties, and mental_illness.",2005,0.4679230769230769,2005
"The implementation of a recommendation by the President's New Freedom Commission (NFC) to screen the entire United States population--children first--for presumed, undetected, mental_illness is an ill-conceived policy destined for disastrous consequences.",2005,0.49466666666666664,2005
Screening for mental_illness will increase their use.,2005,0.49824999999999997,2005
"In which, 74 had one or more psychiatric symptoms; 30 were previously known with a diagnosis of mental_illness.",2005,0.43624999999999997,2005
"As mental_illness continues to be stigmatized in Japan, to tackle graduate students' emotional disturbance, we propose that besides traditional non-anonymous help (face-to-face counseling services) graduate schools should implement more anonymous help (Internet homepage, e-counseling, crisis line).",2005,0.5180588235294118,2005
"Although a comprehensive bio-psycho-social approach to mental_illness can help to foster the collaboration of an interdisciplinary treatment team, a heavy emphasis on biological factors or cultural deprivation may reduce the client's feelings of personal responsibility for change.",2005,0.4502777777777778,2005
The prevalence of mental_illness among the mentally retarded is higher than that observed in the nondisabled in the majority of studies on the subject.,2005,0.4828,2005
"Given the movement of many mentally retarded individuals from large intensive care homes to community supports, more information is needed on the numbers of those diagnosed with mental_illness who are receiving support from various providers.",2005,0.4605000000000001,2005
This paper reports the case of a man with both serious mental_illness and a life threatening physical illness.,2005,0.5114285714285715,2005
We asked if parenting mediates the effect of MMH problems on academic outcomes even among mothers with serious mental_illness (n=164).,2005,0.47825,2005
Employees were reluctant to disclose their condition to colleagues due to the stigma attached to mental_illness.,2005,0.4765,2005
