sentence,year,arousal,epoch
"Despite the widespread losses from AIDS, there have been no published evaluations of mental_health interventions for people experiencing AIDS-related bereavement.",1995,0.4718333333333333,1995
"The data are discussed in terms of prevention, intervention and postvention with specific focus on the need to anticipate the mental_health needs of people with HIV and AIDS as well as of their carers.",1995,0.44639999999999996,1995
"A diagnosis of depression, a past history of depression, use of mental_health facilities, unexplained pains, and antidepressant medication use were associated with the presence of a depressive syndrome.",1995,0.4675384615384615,1995
The value systems compatible with most managed care organizations are divergent from those held by an earlier generation of mental_health professionals.,1995,0.4718333333333333,1995
The present study investigates the influence of the patient's sexual orientation on the therapist's perception of the former's mental_health.,1995,0.47837500000000005,1995
"We conclude that smokers who quit can possibly anticipate improvements in a range of mental_health outcomes within six months, which could become an additional incentive to quit.",1995,0.4457272727272727,1995
"Considering the increasing constraints of the mental_health system and job market, these results suggest that there is more cause for optimism than seems apparent.",1995,0.45128571428571435,1995
"Confirmatory factor analysis provides support for a two-factor model of HRQOL: (a) a physical health dimension defined by physical function, role function, freedom from pain, disability days, and quality of sex life, and (b) a mental_health dimension defined by overall quality of life, emotional well-being, hopefulness, lack of loneliness, will to function, quality of family life, quality of friendships, and cognitive function/distress.",1995,0.4475294117647058,1995
"The recent establishment of the Australian Rural Health Research Institute and promised government initiatives on regional development strategy are timely, and the psychology profession presently has the opportunity to contribute significantly to mental_health maintenance in rural areas.",1995,0.45511764705882346,1995
"In the continuum of services for students with emotional and behavioral problems, school-based day treatment programs are at the point at which maximum collaboration and coordination between school and mental_health is typically involved.",1995,0.45436363636363636,1995
"With shared diagnostic and program responsibility, a mutually identified student cohort, and frequent interaction across agency boundaries, this interface between school and mental_health presents a unique opportunity to examine diagnostic similarities and differences between the two systems.",1995,0.4628333333333333,1995
To date little attention has been paid to forensic mental_health assessments in immigration cases.,1995,0.4568,1995
"However, behaviour therapy alone does not constitute adequate care of schizophrenia, and inadequate mental_health services undermine the effective implementation of behaviour therapy, in Australia, mental_health services for people with severe psychiatric disorders such as schizophrenia are grossly inadequate, but are planned to change substantially in the late 1990s.",1995,0.48310526315789476,1995
Clinical management of childhood OCD is a challenging and difficult task for mental_health professionals.,1995,0.47350000000000003,1995
Crime-related and mental_health variables were entered into discriminant function analyses to determine models for predicting recidivism.,1995,0.45775,1995
Studies indicate that persons with anxiety disorders seek treatment from general medical facilities as often as they do from mental_health care settings.,1995,0.45633333333333337,1995
It is also a clear risk factor for child mental_health problems and poor developmental outcomes in children.,1995,0.47733333333333333,1995
"Other nonexploitive experiences can also be psychologically detrimental, may coexist with sexual abuse, and may explain some portion of subsequent mental_health problems.",1995,0.4815384615384615,1995
"This study addresses the association between childhood sexual abuse and a woman's psychological functioning, independent of the quality of parental nurturance received during childhood and other variables which may influence mental_health.",1995,0.48246666666666665,1995
"The effects of parental divorce during childhood and adolescence on the mental_health of young adults (age 23) were examined, using the National Child Development Study (NCDS), a longitudinal, multimethod, nationally representative survey of all children born in Great Britain during 1 week in 1958 (N = 17,414).",1995,0.4582941176470588,1995
"Parental divorce had a moderate, long-term negative impact on adult mental_health, as measured by the Malaise Inventory total score, and controlling for economic status, children's emotional problems, and school performance preceding marital dissolution.",1995,0.48,1995
Path analyses revealed that the negative effects of divorce on adult mental_health operated indirectly through higher emotional problems and lower levels of school achievement and family economic status at age 16.,1995,0.4788571428571428,1995
"Interviews with 365 mothers and 1 of their children between the ages of 6 and 12 about abuse in the home, support and closeness within the nuclear family, and mother's and children's mental_health formed the basis of this study.",1995,0.45566666666666666,1995
