sentence,year,arousal,epoch
"Power was measured by education, employment, decision making, perceived alternatives to the relationship, commitment to the relationship, investment in the relationship, and absence of abuse in the relationship.",2000,0.5375384615384615,2000
"As expected, childhood abuse was significantly correlated with both adult and recent trauma, and each type of trauma correlated with CES-D scores.",2000,0.5434444444444444,2000
"Hierarchical regression analyses revealed the association between childhood abuse and CES-D scores persisted even after controlling for relevant demographic variables, more recent trauma and coping strategies.",2000,0.5472499999999999,2000
"Substance abuse prevention, however, has failed to establish a critical body of research with which to make its case.",2000,0.5421111111111112,2000
Implications for theory and future research about the role of minor stress and cravings in substance abuse are discussed.,2000,0.5317500000000001,2000
"Variations in child care, parenting, discipline, and health practices are noted and examples of cultural practices that could impact the perceived relation between disabilities and abuse are discussed.",2000,0.5390000000000001,2000
"Comorbid substance abuse and schizophrenia is a major cause for concern from clinical, economic and health care systems perspectives.",2000,0.5437000000000001,2000
"This study evaluated predictors of dropout among men who began and attended at least 1 session of a cognitive-behavioral, skills training oriented spouse abuse abatement counseling program.",2000,0.5313333333333333,2000
"In this brief commentary, issues associated with the definition, assessment, treatment and prevention of Child Sexual Abuse (CSA) are highlighted.",2000,0.5378888888888889,2000
"Retrospective study of 135 girls with suspicion of abuse, visited from May of 1997 to February of 1998.",2000,0.5398000000000001,2000
"The results indicate that when a child has a severe disability, the caretakers do not seem to recognize it as sexual abuse before it is quite obvious.",2000,0.536,2000
"Forensic consultation teams can perform several functions related to child abuse crimes: provide multidisciplinary expertise in the evaluation of maltreatment cases, offer a method for allocating resources between cases managed by the criminal justice and child protection systems, and provide important research and teaching opportunities.",2000,0.5455238095238096,2000
These new paradigms call for the reform or revamping of CPS through the development of a community-based alternative response to some reports of child abuse and/or neglect.,2000,0.5403333333333333,2000
"Research on specific emotional responses of professionals to child sexual abuse (CSA), other than the overwhelming feeling, is currently lacking in the child welfare literature.",2000,0.5314615384615385,2000
"Although these two professional groups were not significantly different in most of the emotional responses to their first child sexual abuse incidents, police were more likely to have ambivalent and revenge feelings, while social workers were more likely to have discomfort feelings.",2000,0.5435294117647059,2000
Several components of a social information processing model of child physical abuse were tested.,2000,0.5364285714285714,2000
"Although the punishment provided by the laws and the church for cases of child sexual abuse were very strict, a number of instances of rapes under cover of premature marriages, even in the imperial families, are revealed in these texts.",2000,0.5315454545454545,2000
The aim of this research was to investigate if there is a higher incidence of child abuse following major natural disasters.,2000,0.5306666666666667,2000
"The results underscore the urgent need to address this serious problem more openly, and to make more resources available for the prevention of sexual abuse and for support to victims.",2000,0.5337142857142857,2000
"The study sample consisted of 1043 children who completed a forensic interview for sexual abuse that allegedly occurred at the hands of an adult between January 1, 1993 and December 31, 1996 in Bernalillo County of New Mexico.",2000,0.5467500000000001,2000
The primary goal of the current study was to determine whether rates of child sexual abuse differed among undergraduate women who either had or had not participated in a sexual abuse prevention program during childhood.,2000,0.5435714285714286,2000
"It was hypothesized that women with a history of childhood sexual abuse would be particularly susceptible to the effects of daily stressors on physical symptoms, and would show more covariation between daily stressors and physical symptoms, compared to women without a history of childhood sexual abuse.",2000,0.547222222222222,2000
Female college students (n = 707) were screened for histories of childhood (before age 15) and adulthood (after age 15) contact sexual abuse and physical abuse sequelae.,2000,0.5435,2000
Detailed assessment of female college students' abuse histories should facilitate understanding of their level of suicide risk.,2000,0.5422222222222222,2000
"Retrospective study of 135 girls with suspicion of abuse, visited from May of 1997 to February of 1998.",2000,0.5398000000000001,2000
There are limited data on the extent to which spouse abuse in a family is a risk factor for child abuse.,2000,0.5344,2000
"Sixty-nine percent of the women who had experienced childhood sexual abuse reported a chronic painful condition lasting more than three months, compared to 43 of the combined control groups (p = .026).",2000,0.5352307692307693,2000
Women with a history of childhood sexual abuse reported more chronic pain symptoms and utilized more health care resources compared to nonabused control subjects.,2000,0.5405454545454546,2000
This is an exploratory study that describes the process and outcomes of a Midwestern US community's approach to case management of child sexual abuse.,2000,0.5322,2000
Multiple regression analyses suggested that abuse histories were predictive of internalizing problems while family characteristics were more predictive of externalizing problems.,2000,0.529,2000
Children initially reported for neglect were more likely to be incarcerated than those reported for physical or sexual abuse.,2000,0.5466666666666667,2000
"childhood physical abuse, lack of parental care, and heavy drinking in a relatively young, urban population of African-American women all of whom have documented histories of child sexual abuse.",2000,0.5368571428571429,2000
Results of analyses and multivariate analyses of covariance suggested that sexual abuse survivors with an unsatisfactory intimate relationship were more likely than either sexual abuse survivors with a satisfactory relationship or nonabused women to endorse items on a questionnaire of role reversal (defined as emotional overdependence upon one's child).,2000,0.5478421052631579,2000
"These results suggest the unique relevance of sexual abuse history and relationship satisfaction in the prediction of a specific type of parent-child role reversal--namely, a mother's emotional overdependence upon her child.",2000,0.5308125,2000
Data were retrospectively abstracted on the entire defendant population of cases of sexual abuse of children and adolescents (ages 2-17) over a 5-year period.,2000,0.5487777777777778,2000
A review of case notes of all child sexual abuse reports to the Denver Department of Social Services over 12 months.,2000,0.529,2000
