sentence,year,arousal,epoch
A community psychology service run by the Papago Indian tribe and staffed largely by Papago Indians who have been trained as mental_health workers is described.,1975,0.47914285714285715,1975
"Consultation with medicine men was built into the program from the start, and adaptation of mental_health techniques to fit the culture is stressed.",1975,0.424125,1975
"Although consultation, as an activity for intervention, has achieved considerable popularity among human service professionals and figures prominently in current federal mental_health legislation, a basic question still unanswerable is, Does it work?",1975,0.4725333333333334,1975
It was hypothesized that the introductions of a new business or industry into a high-poverty-level Indian reservation community would produce conditions that could have both positive and negative effects on mental_health.,1975,0.48275,1975
"Several interrelated instances of unethical conduct in mental_health professionals, occurring at a psychiatric hospital, serve to highlight the importance of the traditional ethical canons in our field.",1975,0.4745833333333333,1975
"A thorough knowledge of child development, combined with awareness of the basic tenets of crisis intervention, offers the child mental_health professional guidelines to assist placed children in coping with their uncertain environment.",1975,0.45566666666666666,1975
"After citing research indicating that competence is a necessary condition of mental_health, this article defines cognitive competence as a crucial form of mastery, attempts to show how it develops, illustrates how mental_health depends on this capacity, and briefly sketches out four conditions psychological education curriculums can provide for facilitating students' acquisition of cognitive competence.",1975,0.4924347826086956,1975
It is the product of personal consultation experience over the past three years with a modestly staffed and financed but very successful mental_health agency.,1975,0.4228888888888889,1975
This paper describes processes useful in training nonprofessionals to do mental_health education work in the community.,1975,0.4398571428571429,1975
This paper discusses a program for recruiting and training volunteers for a community mental_health center.,1975,0.43400000000000005,1975
"Describing the unsettling effects of adding family therapy procedures to the offerings of a mental_health clinic, the author argues that changes in the theory of causation, diagnosis, therapeutic technique, and clinical training are required in order to make such an innovation.",1975,0.44818749999999996,1975
"F. Herzberg's job factor theory, the concepts of coping and defending, and G. W. Allport's intrinsic and extrinsic religious orientations also depict similar dichotomies of mental_health and mental_illness.",1975,0.46880000000000005,1975
"The purpose of this study was to examine a model for investigating employee mental_health in industrial environments and, more particularly, to determine the extent to which a worker's perceptions of the environment covaried with mental_health criteria.",1975,0.4478000000000001,1975
"In general, it was found that employees who perceived the environment as having clarity in the organizational structures, little administrative interference in work processes, equitable reward systems, and trust and consideration for employees tended to have more favorable scores on mental_health indices.",1975,0.4324,1975
The authors make specific suggestions for promoting improved mental_health in a school setting.,1975,0.42775,1975
Our findings suggest definite effects of socioeconomic status on the mental_health of the developing female children.,1975,0.47383333333333333,1975
"67 subjects comprising elementary school teachers, special educators, and parents of emotionally disturbed children rated each of 55 behavioral descriptors in terms of their importance for child mental_health.",1975,0.5067777777777778,1975
