sentence,year,arousal,epoch
A cutoff score of 5 correctly classified 82.5 of this sample as having an anxiety disorder diagnosis or not.,2015,0.5322857142857143,2015
"Among diagnostically diverse patients (N = 11), the UP group treatment resulted in moderate to strong effects on anxiety and depressive symptoms, functional impairment, quality of life, and emotion regulation skills, as well as good acceptability and overall satisfaction ratings from patients.",2015,0.526,2015
The incidence rate of depression and anxiety per 100 person-years was calculated.,2016,0.5267999999999999,2015
Dampening of positive emotion was predicted by avoidance and self esteem and by the interaction of attachment anxiety with self esteem.,2015,0.5307,2015
"Our findings support a possible association, depending on gender, between the MAOA-uVNTR polymorphism and psychopathological disorders such as anxiety, which affects high rates of children and adolescents.",2015,0.517375,2015
Trait anxiety was found to moderate both state anxiety and childhood SES to influence intertemporal decision processes.,2015,0.5152222222222221,2015
"We found that mid-life participants (n = 30) reported greater psychological distress (depression/anxiety) than non-mid-life (n = 62) participants (Hospital Anxiety and Depression Scale scores 13.8 [SD 7.3] vs. 10.6 [SD 6.6]; t(90)=2.13; p = .035), and qualitative analysis revealed several specific sources of stress significantly more common (p < .001) in mid-life adults.",2017,0.5173571428571428,2015
"We conclude that in humans initial versus sustained anxiety responses triggered by a threat associated context are associated with distinguishable brain activation patterns involving a fear network and a contingency-cognitive network, respectively.",2015,0.5181538461538461,2015
"Pregnancy-related anxiety (PrA) has attracted considerable research attention, but questions remain about its distinctiveness from conventional constructs and measures.",2016,0.5163333333333333,2015
"A cross-sectional design was employed that utilised: the Hospital Depression and Anxiety Scale, Movement Disorder Society revision of the Unified Parkinson's Disease Rating Scale, the Addenbrooke's Cognitive Examination - Revised, the Intolerance of Uncertainty Scale, and the Metacognitions Questionnaire 30.",2015,0.522736842105263,2015
"Data suggest that, as adjuvant to standard SSRI medication, MBCT is an effective intervention to significantly reduce symptoms of PTSD, depression, anxiety, and stress among veterans.",2018,0.51525,2015
"Higher SCT scores predicted higher anxiety, depression, academic impairment (teachers only), and social impairment (teachers only) even after controlling for ADHD-IN, whereas higher ADHD-IN scores predicted higher anxiety (mothers and fathers only), depression, academic impairment, and social impairment after controlling for SCT.",2016,0.5283,2015
"over the course of two assessment sessions, participants (N = 162) completed self-report measures assessing self-discrepancies, depression, and anxiety symptoms, and were administered a lexical decision task which assessed the strength, or accessibility, of their self-identified goals.",2015,0.5178,2015
RNT explained 22 of the unexplained variability in depression scores and 15 of the unexplained variability in anxiety scores beyond that explained by the control variables.,2015,0.5338571428571429,2015
Teachers and school counselors can use the results to create profiles that will help identify which students are likely to develop excessive test anxiety.,2016,0.5175,2015
"We investigated enjoyment (the positive emotion) and three negative LREs: anxiety, boredom and hopelessness.",2016,0.5191250000000001,2015
"The main aims of the CMHS were: to investigate the prevalence of mood disorders, anxiety disorders, substance use disorders, schizophrenia and other psychotic disorders, and dementia; to obtain data of service use of individuals with mental_disorders in China; and to analyse the social and psychological risk factors or correlates of mental_disorders and mental_health services.",2016,0.5237894736842105,2015
"Psychosocial functioning was assessed using the self-report versions of the Behavior Assessment System for Children (BASC-2; Anxiety and Depression scales only), the Strengths and Difficulties Questionnaire, and the Pediatric Quality of Life Inventory TM 4.0.",2018,0.5198461538461538,2015
"For exposure, 175 (46) had a very high probability of a 12-month affective or anxiety disorder, 103 (27) in the high range and 102 (27) in the low to moderate range.",2015,0.525,2015
Increases in flow were associated with decreases in somatic anxiety and pessimism.,2016,0.5177499999999999,2015
"Using a paradigm employing socially relevant unconditioned stimuli, we conducted two separate studies to asses fear conditioning in individuals with SAD and non-clinical individuals with high social anxiety (subclinical social anxiety [SSA]).",2015,0.531,2015
"Results from the present study provide support for previously identified factors associated with anxiety; however, further investigation is necessary to uncover additional factors and to explore their relation to anxiety across individuals with ASD with varying levels of cognitive functioning.",2015,0.5252,2015
These results point to the importance of attending to specific facets of anxiety and depression in clinical care and future research.,2015,0.515,2015
"The authors found that two aspects of dysfunctional career thinking, decisionmaking confusion and commitment anxiety, accounted for a significant amount of variance in depression.",2017,0.534,2015
"A total of 418 university students completed Rotters I-E Scale, Self-liking/self-competence Scale, Endlers Coping with Stressful Situations Scale and Depression, Anxiety and Stress Scale.",2018,0.529,2015
"All participants completed the COPS-P as well as standardized measures of depression, anxiety, social phobia, body image, quality of life, and erectile function.",2015,0.516,2015
