sentence,year,arousal,epoch
Profound depression or regression could be seen in a previously functional child.,1970,0.44328571428571434,1970
Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome.,1970,0.5342,1970
The subject of this interview is a 41-year-old woman with a diagnosis of Depression.,1970,0.5335,1970
"During her marriage depression had been related to restriction of social activity due to a phobia for people in groups, and sometimes to sexual frustration Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.",1970,0.5263333333333333,1970
"Anxiety reactions, depression, and paranoidschizophrenia were the most commonly associated psychiatric diagnosis.",1970,0.5342,1970
reported that patients suffering from a manic depressive psychosis or recurrent depression had a lower pNa of saliva than did healthy controls.,1970,0.5246,1970
"The results obtainedno depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish.",1970,0.5155000000000001,1970
"The post-ictal period of depression, which follows an amygdaloid convulsion, was shown to interfere with CER acquisition.",1970,0.51675,1970
Nephrectomized and ureterally ligated rats were found to drink in excess of apparent body fluid requirements as measured by external water exchange and by depression of plasma sodium concentration.,1970,0.44242857142857134,1970
These data suggest that norepinephrine produced a motivational depression in a rat's willingness to work for food which is similar to that seen following ventromedial lesions of the hypothalamus.,1970,0.4617272727272727,1970
Spreading depression was elicited in the squirrel monkey's cerebral cortex to determine some parameters of cortical spreading depression (CSD) in a highly encephalized but semi-lissencephalic brain.,1970,0.4474444444444445,1970
"-MPT, in doses of 100200 mg/kg, causes in septal rats a behavioral depression up to a lethargic state and a lowering of the irritability scores.",1970,0.4585714285714286,1970
"Spreading depression, induced by application of 25 KCl to the neocortex, did not reinstate the septal syndrome.",1970,0.49939999999999996,1970
"The mechanisms of interhemispheric transfer of brightness or pattern discrimination were explored in rats, using cortical spreading depression (CSD) to achieve a functional split-brain.",1970,0.530875,1970
They obtained higher scores than normals even when well and their scores increased considerably during episodes of depression in proportion to the depth of the depression.,1970,0.523625,1970
"A group having viewed a stressful film showed a significant depression in Digit Symbol scores when compared with a control group which observed a non-stressful film, regardless of MAS scores.",1970,0.4861666666666667,1970
"A factor analysis resulted in 10 factors, 8 of which were interpreted as FriendlinessHostility, Guilt, Activity, Fatigue, Efficiency, Depression, Confusion, Tension-anxiety.",1970,0.51425,1970
"These measures were: Marlowe-Crowne Social Desirability, Test Anxiety Questionnaire, Edwards Social Desirability, D-30 Depression, and Leary Interpersonal Checklist scales.",1970,0.49029999999999996,1970
"MMPI Depression scales (D and D30), Social Desirability scales from Edwards (SD) and from Marlowe-Crowne (MC-SD) were administered to 61 alcoholic patients together with a set of mood scales.",1970,0.4492,1970
"Females also reported more felt depression after being frustrated or attacked than did control females, a pattern of emotional response not shown by male Ss.",1970,0.5022500000000001,1970
It did not correlate significantly with any of the measures of depression.,1970,0.52,1970
"The psychological traits of the two groups were also assessed by the Maudsley Personality Inventory, Taylor Manifest Anxiety Scale, and Zung Depression Scale; and their emotional state evaluated by the Clyde Mood Scale and Semantic Differential Scale.",1970,0.46459999999999996,1970
"The use of an analogue system is advocated, such as a visual analogue scale, with reasons based on experience measuring depression, anxiety, asphyxia, insomnia and feelings aroused by film sequences.",1970,0.5142666666666666,1970
"Admissions for organic psychosis show the highest retention rate over time, and those for reactive depression the lowest.",1970,0.5329,1970
A 35-year-old woman had a history of increasing irritability and liability to attacks of depression related to a complete inability to have coital orgasms.,1971,0.494,1970
"Prior to ECT, high basal EMG levels and diminished reactivity were correlated with the severity of the depression and with high scores for anxiety, gastrointestinal somatic symptoms, loss of libido, and weight loss.",1971,0.5174615384615384,1970
The degree of depression depended on the dose level and the difficulty of the task.,1971,0.4575,1970
Our results suggest that the phenomenon of stimulation-bound copulation may be in part a reflection of post-stimulation depression in behavior rather than a specific enhancement of sexual behavior.,1971,0.4769999999999999,1970
