collocate,count
underline,1
immense,1
importance,1
complexity,1
problem,1
provide,2
definitive,1
solution,1
label,2
apply,2
group,4
great,1
restraint,1
anticipate,1
give,1
rise,1
case,1
post,1
partum,1
housewife,1
hypothesize,1
significant,5
source,1
overwhelming,2
married,2
woman,1
compare,1
man,1
cent,2
population,4
past,2
present,3
refer,2
psychiatric,7
service,4
year,3
period,2
treatise,2
deal,3
unnerving,1
question,2
severe,28
form,1
terrify,3
demon,2
possession,3
objectionable,1
principle,1
narrowly,1
define,2
unlikely,1
restrict,2
career,1
choice,1
hospitalize,3
complete,1
absence,1
immigration,1
distress,1
difficult,1
france,1
dominate,1
demonological,1
idea,1
brutal,1
treatment,4
insane,1
exceptionally,1
cruel,1
szasz,1
critique,1
rigorously,2
complex,1
examine,2
find,2
deeply,2
unsatisfactory,2
american,1
caucasian,1
college,4
student,3
thoroughly,1
study,4
demonstrate,1
increase,2
black,1
immigrant,1
britain,1
troubling,1
history,1
child,2
suffer,3
course,1
america,1
transformation,1
small,1
colony,1
indicate,4
occupational,2
hospital,3
community,2
center,3
highly,2
differentiate,2
extreme,4
opinion,4
urgent,2
attempt,1
change,2
attitude,10
dramatically,2
positive,3
self,1
attribution,3
intense,5
influence,4
desperate,1
need,2
domestic,1
quarrel,1
debilitate,2
physical,4
disease,1
appear,1
critical,1
display,2
intensely,2
negative,2
mentally,2
healthy,2
mental_illness,4
stark,1
view,3
symptom,2
sign,1
exist,1
remainder,1
legitimate,1
use,1
psychiatrist,2
patient,3
show,2
interview,2
contain,1
section,1
considerable,1
obstacle,1
freedom,2
movement,1
see,1
directly,1
relate,1
b,1
structure,1
stable,1
underlie,1
component,1
elderly,1
profoundly,1
ill,3
undergraduate,1
male,1
female,1
people,2
scale,5
cohen,1
struening,2
opinions,2
illness,2
experimental,1
measure,2
mental,2
strong,4
endorsement,2
deteriorative,2
aspect,1
urgently,3
low,2
socioeconomic,2
status,2
undoubtedly,1
factor,3
associate,3
dangerously,1
high,6
risk,5
profound,1
return,1
method,1
ethnicity,1
medication,1
chronic,2
loss,1
suppress,1
consumer,1
variable,2
degree,5
attribute,4
psychological,2
disturbance,2
insanity,1
treatable,1
biologically,1
psychologically,1
finally,1
chaotic,1
cluster,1
analytic,1
procedure,1
describe,1
parole,1
probation,2
personnel,2
comparison,1
admission,1
severely,3
overcrowded,1
dghu,1
major,1
difference,1
interpret,1
drastically,1
liberal,1
harsh,1
rejection,1
evidence,1
link,1
excessive,1
noise,1
disturbingly,1
mother,2
previously,2
psychosis,1
observe,1
old,1
personality,1
cognitive,1
style,1
formation,1
member,1
general,1
public,1
professional,2
query,2
compelling,2
etiology,2
circumstance,2
harshly,1
debate,1
contentious,1
psychosocial,1
position,1
nurse,1
fit,1
system,1
theory,1
model,1
humanistically,1
orient,1
report,2
ethical,1
conflict,1
probably,1
investigation,1
experienced,1
level,1
expectancy,1
obtain,1
context,1
response,1
emerge,1
respondent,1
strongly,1
believe,1
entity,1
boldly,1
stake,1
state,2
impactful,1
association,1
benefit,2
intensive,2
mental_health,1
metropolis,1
alarming,1
temporal,1
relation,1
onset,1
beginning,1
life,1
accord,1
detailed,1
