collocate,count
guideline,1
distinguish,1
behavior,2
typically,1
accompany,1
specific,4
substance,18
psychiatric,1
disorder,2
similar,1
expert,2
witness,1
egregious,1
child,15
sexual,19
c,1
permissible,1
basis,1
support,1
judicata,1
litigation,1
severe,12
family,6
court,2
conjunction,1
domain,1
application,1
prevention,2
reason,2
increase,2
limited,2
documentation,2
relationship,3
placement,2
outcome,1
finally,1
victim,4
affective,1
response,1
relate,3
subsequent,1
adjustment,1
heterosexual,2
predominate,1
gender,4
woman,2
man,3
recall,1
scrutinize,1
relation,1
dissociation,2
sample,1
result,1
indicate,1
early,1
adolescent,2
treatment,2
substantial,1
gain,1
measure,3
war,1
kill,1
maim,1
caregiver,1
find,2
great,3
risk,4
duration,1
course,1
frequency,1
use,2
vs.,1
dependence,1
type,1
associate,2
population,2
panic,1
major,1
depression,1
dsm,1
iii,1
criterion,1
offender,1
high,2
rate,2
study,4
suggest,4
incidence,1
psychopathology,2
involve,1
analyze,1
research,1
subjects'selfadministration,1
drug,9
contingency,1
contract,1
continue,1
demonstrate,1
connection,2
form,1
male,2
way,2
illustrate,1
young,1
critical,1
aspect,1
phenomenon,1
degree,2
individual,2
likely,2
abuse,8
combination,2
case,3
control,2
hospitalize,1
severely,1
conduct,2
reassess,2
factor,3
confound,1
social,1
class,1
minimize,1
student,1
pregnancy,1
etc,1
induce,1
vomiting,1
dangerously,1
laxative,2
i.e.,1
equal,1
daily,1
inflict,1
sustain,1
psychological,2
college,1
date,1
provide,1
detailed,3
disclosure,2
psychotherapist,1
intervention,2
program,1
prevent,1
horrific,3
preschool,1
age,2
girl,3
finding,3
consider,1
observe,1
adult,2
describe,1
satanic,1
ritual,1
background,1
special,1
issue,1
journal,1
psychology,1
predict,1
mental_health,2
effect,5
exist,1
model,1
adequately,1
define,1
include,1
alcohol,6
history,6
anorexia,1
allow,1
prediction,1
retrospective,1
self,2
report,4
childhood,2
person,1
erotically,1
preferred,1
take,1
account,1
specialized,1
cocaine,1
benefit,1
methadone,1
patient,1
intake,1
states,1
identify,1
make,1
especially,1
difficult,1
puerto,1
rican,1
recently,1
substantiate,1
intrafamilial,1
parent,1
guardians,1
permit,1
involvement,2
difference,2
relative,2
experience,2
maternal,2
paternal,1
examine,3
scale,1
prolong,1
>,1
year,2
abnormal,1
liver,2
function,2
test,2
prescribed,1
medication,1
chronic,1
solvent,1
compare,1
delinquent,1
battery,1
neuropsychological,1
significant,1
correlation,1
variable,2
harvard,1
mother,1
assess,1
interview,2
neglect,1
schedule,1
intensively,1
concern,2
vary,1
wildly,1
o'hagan,1
1989:53,1
record,1
document,1
uncle,1
condition,1
role,1
play,1
dysfunction,1
respondent,1
considerably,1
confident,1
occur,1
m,1
=,2
sd,1
evidence,1
important,1
problem,1
long,1
term,2
sequelae,2
independent,1
force,2
threat,1
administer,1
questionnaire,1
demographic,1
intense,3
physical,2
extreme,2
need,1
prevalence,1
adm,1
service,1
different,1
daycare,1
set,1
affect,1
professional,1
treat,1
counsel,1
call,1
testify,1
proceeding,1
recognition,1
reporting,1
factorial,1
survey,1
design,1
hypothesize,1
parental,1
primary,1
remain,1
syndrome,1
underlie,1
aim,1
meticulously,1
classify,1
main,1
category,1
base,1
mild,1
boy,1
