collocate,count
parameter,2
control,4
group,10
patient,6
alcohol,10
disease,3
central,2
nervous,2
system,2
cbf,2
analgesic,1
renal,4
impairment,1
trait,3
analgesie,2
significantly,1
introvert,1
neurotic,1
take,2
activity,3
descriptive,2
experimental,2
drug,24
research,2
highly,1
invalid,2
year,5
survey,3
severe,7
widespread,1
carry,2
area,2
coincide,1
midpoint,1
dramatic,1
percent,6
decrease,2
shock,4
increase,4
rampant,2
appear,4
exception,2
psychotic,2
psychopathic,2
child,1
lately,1
reach,1
epidemic,1
proportion,1
health,2
special,2
action,2
office,2
prevention,3
provide,4
formidable,2
national,4
institute,4
result,1
indicative,1
precipitating,1
role,1
onset,1
schizophrenia,1
sample,2
man,6
draw,2
population,3
census,4
study,5
divide,4
officially,4
register,4
abuse,6
notoriously,2
know,3
source,2
yr,1
history,1
form,1
inhaling,1
spray,1
paint,1
vapor,1
use,1
contingency,2
contracting,2
treatment,2
begin,1
age,1
likely,1
involve,1
substance,1
personality,1
predispose,1
damage,1
retail,1
pharmacist,1
dramatically,1
affect,1
prevalence,1
provincial,1
extremely,1
poorly,2
i.e.,2
particularly,2
violence,1
exertion,1
physical,1
force,1
injure,1
legal,1
include,1
pronged,1
offensive,1
combat,1
grow,1
problem,1
female,1
tendency,1
constitutional,1
habitual,1
professional,1
voice,1
double,1
decade,1
concurrent,2
social,2
response,2
verbal,2
b,2
intense,1
aggression,2
alarm,1
withdrawal,2
judge,1
function,1
reinforcer,1
deliver,1
outpatient,1
clinic,1
administer,1
methadone,2
maintenance,1
effective,2
suppress,2
lever,2
press,2
agent,2
care,1
prevent,1
inadvertant,1
neglect,1
deliberate,1
undesirable,1
inattention,1
change,1
participation,1
rehabilitation,1
program,2
present,1
analyze,1
record,1
participate,1
illinois,1
center,1
multi,1
modality,1
