collocate,count
emotional,4
associate,2
mastectomy,2
exceed,2
physical,4
trauma,3
recovery,2
woman,1
greatly,1
affect,1
response,1
child,1
age,1
year,3
react,1
overwhelming,1
extreme,3
difficulty,1
profoundly,1
hinder,1
daily,1
severe,7
disturbance,3
secondary,2
illness,2
generally,2
suggest,2
deeply,1
disturbing,1
postrelease,2
thesis,2
accept,2
extensive,2
rigorous,2
empirical,2
interesting,1
connection,1
birth,2
rheumatic,1
diathese,1
pursue,1
violently,1
reactivate,2
successfully,2
repress,2
act,3
critical,2
precipitating,2
factor,4
development,4
neurosis,2
leave,2
untreated,2
parentchild,1
estrangement,1
continue,1
extremity,1
severity,1
necessitate,1
court,1
intervention,1
intervene,1
construct,1
life,1
change,1
stren,2
t,2
s,2
conversion,2
procedure,2
devastating,1
effect,2
incapacitate,1
loss,1
father,1
reflect,1
exceptionally,1
high,1
cause,1
brain,1
damage,1
agnosia,1
special,1
interest,1
causation,1
unusually,1
long,1
follow,1
compelling,1
event,1
contingent,1
activity,1
correspond,1
utterly,1
unable,1
influence,1
predict,1
comprehend,1
dangerous,1
propensity,1
bone,1
suffer,1
ski,1
skier,1
attempt,1
different,1
direction,1
addition,1
individual,1
experience,1
survivor,1
catastrophic,1
stress,1
situation,1
war,1
natural,1
disaster,1
dimension,1
social,2
destruction,1
community,1
bond,2
important,2
source,1
amplify,1
process,1
retard,1
exhibit,1
observation,1
technique,1
indicate,1
nonspecific,1
minimal,1
allow,1
assessment,1
specific,1
precipitate,2
traumatic,1
style,1
communication,1
result,1
abuse,1
