collocate,count
finding,2
underscore,1
proposition,1
overwhelm,1
intellectual,1
performance,1
significant,6
antecedent,1
intensely,1
arouse,1
experimentally,1
have,1
child,3
fail,1
extreme,5
score,7
end,1
extraversion,1
dimension,1
relate,2
high,12
achievement,4
prediction,1
support,1
ps,1
grade,1
student,3
motivation,2
test,17
testwiseness,1
risktake,1
study,1
investigate,2
self,3
report,1
internal,1
external,2
failure,1
success,1
experimental,2
find,3
mature,1
associate,2
level,11
verbal,1
physiological,2
arousal,3
monitor,1
experiment,1
procedure,1
induce,2
state,13
scale,8
trait,7
inventory,3
measure,6
heighten,2
degree,2
order,1
intense,8
relationship,4
time,1
estimation,1
stai,1
administer,1
naval,1
drop,1
flight,1
program,1
mo,1
overwhelming,3
college,1
allocate,1
group,6
ha,3
anxiety,12
ma,4
moderate,3
la,3
basis,4
taylor,6
manifest,7
mas,1
different,2
facet,2
suggest,3
ss,6
divide,2
medium,1
low,6
muscle,2
tension,1
relaxation,2
instructional,1
tape,1
cogitive,1
rehearsal,1
controlwere,1
ability,2
tend,1
significantly,2
increase,6
srl,3
variable,2
variation,1
function,1
interview,2
include,1
brief,1
psychiatric,1
rating,1
gynecological,1
oral,1
examination,1
place,1
small,1
provoking,1
instruction,1
ask,1
solve,1
simple,1
drastically,1
average,1
upper,1
track,1
repression,1
sensitization,1
r,1
s,1
complaint,1
concomitant,1
weak,1
defense,1
mechanism,1
aacl,1
permit,1
description,1
feel,1
condition,2
stuttering,1
decline,1
general,1
likely,1
cheat,1
debilitate,3
cheating,2
reveal,1
subside,1
slightly,1
course,1
institute,1
negative,1
correlation,1
femininity,1
music,1
consist,1
pairing,1
subject,1
provide,2
word,1
experimenter,1
counteracting,1
response,1
implication,2
theory,1
previous,2
research,2
control,1
reinforcement,1
glaring,1
discrepancy,1
need,1
value,1
expectancy,1
stable,1
factor,1
identify,1
cattell,1
inviaexvia,1
eysenck,1
introversionextraversion,1
neuroticism,1
normal,1
high-,1
lykken,1
activity,2
preference,2
questionnaire,2
welsh,2
index,2
osq,1
depression,3
devaluation,1
affect,1
emotional,1
tone,1
recall,2
differential,1
difference,1
portion,1
cmas,1
correlate,2
locus,1
conflict,2
learning,2
motor,1
task,1
differentiate,1
term,1
sex,1
female,1
classify,1
field,2
dependent,1
independent,1
hidden,1
style,1
expression,1
key,1
element,1
male,1
differing,1
middle,1
equally,1
divided,1
arithmetic,1
produce,1
marked,1
mean,4
emg,1
separation,1
provoke,1
behavior,1
create,1
barrier,1
effect,1
hypnotically,1
judge,1
blind,1
hypnotic,1
school,1
facilitate,1
dramatically,2
decrease,2
establish,1
datum,1
indicate,1
song,1
positively,1
negatively,1
ego,1
strength,1
productive,1
effort,2
case,1
relieve,1
sufficiently,1
allow,1
creative,1
proceed,1
demonstrate,1
lowering,1
situation,1
journal,1
abnormal,1
social,1
psychology,1
predispositional,1
trial,1
