collocate,count
food,1
intake,1
pattern,1
relation,1
critical,14
issue,3
disturbingly,1
reveal,1
urgent,3
need,3
intensive,1
intervention,3
provide,2
care,7
setting,3
serve,1
complement,1
race,1
ethnicity,1
report,2
significantly,3
poor,1
white,2
peer,1
predominantly,1
college,1
systematic,1
review,1
critically,3
examine,4
intense,7
study,3
rigorously,1
test,1
effectiveness,1
advanced,1
intend,1
seamlessly,1
integrate,1
empirically,1
support,2
high,2
pressure,1
routine,1
receive,2
necessary,1
counseling,2
majority,1
dedicate,1
trainee,1
detailed,1
evaluation,1
challenging,1
child,9
adolescent,3
project,1
locate,1
significant,4
county,1
eastern,1
scale,1
ebpas,1
assess,2
social,3
service,13
provider,1
attitude,1
adopt,1
individual,1
profoundly,1
enhance,1
performance,1
sharpen,1
competitive,1
athlete,1
u.s.,1
pacific,1
islands,1
underrepresented,1
substance,2
abuse,2
research,1
severely,4
underserved,1
reflective,1
interest,1
press,1
troubled,1
e.g.,1
stigma,1
associate,3
compromise,1
utilization,2
overweight,1
obesity,1
intensely,1
severe,9
disorder,2
mhd,1
symptom,2
stressed,1
military,1
refugee,2
urgently,5
come,1
contact,1
clinician,1
include,2
overwhelmed,1
school,5
environment,2
vigilant,1
protection,1
composite,1
international,1
diagnostic,1
interview,1
use,1
multiple,1
sector,1
relationship,3
development,1
problem,7
closely,1
community,5
sample,2
discuss,1
role,1
cultural,1
linguistic,1
competency,1
disparitie,1
reduction,1
effort,2
describe,2
battery,1
questionnaire,1
base,2
screening,1
initiative,2
mississippi,1
behavioral,1
vital,4
datum,2
plan,1
crucial,5
educational,3
program,2
vulnerable,4
nigerian,1
youth,2
construct,1
extensively,2
frame,1
particularly,2
girl,1
iranian,1
population,3
devastating,1
effect,1
identify,1
ongoing,1
physical,1
demand,1
status,2
concern,2
health,7
behavior,1
male,2
comprehensive,1
address,1
student,2
pervasive,1
practitioner,1
frustrate,1
find,1
professional,2
drastic,1
improvement,1
maternal,3
evident,1
notably,1
reduce,3
struggle,1
endure,1
intricate,2
public,4
infrastructure,1
insight,1
opportunity,1
help,2
close,1
gap,1
underserve,1
especially,1
respondent,1
recognize,1
strongly,3
suggest,1
see,1
doctor,1
overwhelming,1
burden,2
mental_health,5
inequality,2
potentially,2
forcefully,2
strengthen,1
quality,1
life,1
general,2
essential,1
functioning,1
reflect,1
underlying,1
rate,1
difference,1
delivery,1
socioeconomic,1
disadvantage,1
stress,1
depression,1
exhausted,1
physician,3
training,3
practice,2
meticulously,1
canadian,2
new,1
undergraduate,1
deep,1
subjective,1
profound,2
self,1
esteem,1
desperately,1
require,1
involvement,2
programme,1
thoroughly,1
evaluate,1
outcome,2
barrier,1
perceive,1
correction,1
audience,1
numerous,1
specificity,1
literacy,1
experience,1
gay,1
man,1
religious,1
orientation,1
turkish,1
epst,1
well,1
meet,1
patient,1
strong,1
desire,1
deeply,1
understand,2
principle,2
developmental,1
female,1
disparity,1
friend,1
family,1
trust,1
source,1
distressed,1
australian,1
university,1
great,1
link,1
level,1
small,1
minority,1
participant,1
access,1
previous,1
month,1
day,2
client,1
worker,2
vividly,1
indicate,1
possibility,1
negative,1
aids,1
orphan,1
characteristic,1
young,2
psychologically,1
distress,1
vary,1
accord,1
duration,1
settlement,1
orygen,1
oyh,1
people,2
age,2
24year,1
recommendation,1
aggressively,1
overhaul,1
restrictive,1
legislation,2
finalize,2
policy,1
train,1
primary,2
conduct,1
widespread,1
sensitization,1
worry,1
score,1
vocabulary,1
attainment,2
parent,1
result,1
produce,1
benefit,1
european,1
country,1
institutional,1
related,1
early,1
institutionalized,1
discover,1
model,1
apply,1
admit,1
voluntarily,1
acute,1
adult,1
facility,1
