sentence,year,sentiment,epoch
Further research to determine how many of the reported differences are a function of the Ss' drug abuse and how many are a function of their particular social background is suggested.,1975,0.4970909090909091,1975
Boys showing these characteristics should be regarded as being at high risk of developing asocial alcohol abuse.,1975,0.49185714285714294,1975
Serial EEG examinations (an average of three recordings in 14 weeks) are reported from adolescent inpatients (19 in number) who had been weaned of multiple drug abuse of an average duration of 2 years.,1975,0.5290833333333333,1975
"Alcohol abuse appears as a relevant concomitant problem, and patients with marital problems more often report family discord in their childhood homes.",1975,0.48930000000000007,1975
"While it is true that the psychopharmacological effects of various substances are different, and that the societal reactions to abuse of different substances may vary, and that the legal status of alcohol and some other drugs is different and that patterns of use may be different [1], this does not mean that there is an absence of strong epidemiological similarities that might form a sound basis for more integrated approaches to efforts in the areas of research and prevention.",1975,0.5565384615384615,1975
I will contend that these similarities make a good case for combining research and programming relative to the prevention of abuse of alcohol and other drugs.,1975,0.5217692307692308,1975
"In the Drug Abuse Reporting Program (DARP) research on evaluation of treatment effectiveness, a major effort has been devoted to patient classification using Admission Report data relating to the pretreatment background and status of patients.",1975,0.5694705882352941,1975
The present study sought to add to such findings by taking a close look at several indicators of criminality in a sample of 3483 outpatients who were followed for the first 6 to 12 months in methadone maintenance or drug-free treatment programs at 31 different agencies participating in the Drug Abuse Reporting Program [3].,1975,0.4891333333333333,1975
"The evaluation research on the effectiveness of treatments for drug abuse, which is the subject of several papers in this journal issue, is a multi-faceted program of data base management and substantive research involving the Drug Abuse Reporting Program (DARP).",1975,0.4807647058823529,1975
"This study, sponsored by The Drug Abuse Council, Inc., a non-profit private foundation, shows that despite the lack of larger cultural support for controlled illicit drug use and other obstacles, users are able to develop and maintain moderate, long-term, nonabusive, i.e., controlled, drug-using patterns.",1975,0.5539999999999999,1975
"Research on child abuse has traditionally focused on incidence, causes, and prevention and treatment.",1975,0.5760000000000001,1975
"Employing the perspective of labeling theory, this paper proposes that causes of abuse are products of social definitions applied by gatekeepers charged with identifying children injured by their caretakers.",1975,0.5154285714285715,1975
"Levels of manifestation and causal dimensions of child abuse are identified, and their multiple interactions are traced.",1975,0.5576000000000001,1975
"Studies of the use of behavior therapy of drug abuse are classified into treatment of drug-taking behavior, treatment of alternative behaviors, and ward programs.",1976,0.4904545454545455,1975
These findings are consistent with Overton's hypothesis that drug state discriminability and state-dependent learning parallel a compound's abuse potential.,1976,0.5585555555555556,1975
The attention given family therapy approaches to alcoholism has been disproportionately low in relation to the magnitude of alcohol abuse as a clinical problem and its acknowledged impact on family life.,1976,0.5252,1975
"Possible explanations for the results were presented, as were data that indicate that locus of control may be related to age and to social desirability, but not to alcohol abuse.",1976,0.5839166666666666,1975
"It was suggested that in the absence of a clear theoretical rationale for relating locus of control to alcohol abuse, the contradictory findings are not surprising.",1976,0.5174444444444445,1975
"This survey of 827 psychologists' and trainees' attitudes toward drug abusers includes definitions of drug abuse, causes, recommended treat, treatment environments, and personal commitment to treating abusers.",1976,0.472375,1975
