sentence,year,sentiment,epoch
This study examined disclosure of HIV-positive serostatus by 301 Latino gay and bisexual men to members of their social networks and the mental_health consequences of such disclosure.,2005,0.61475,2005
"Baseline physical and mental_health summary QoL scores were 45.4 and 42.9, comparable to scores reported in other advanced HIV populations.",2005,0.6051111111111112,2005
"The prevalence OF mental_health problems among youth with hearing loss was assessed with an adjusted version of the Dutch rendition of the Youth Self Report, or YSR (Achenbach, 1991).",2005,0.6147777777777778,2005
"In this ethnographic study of a mental_health service agency staffed by consumers, or fellow recipients of services for serious mental_illness, the concept of community narrative provides the framework for examining how such an agency preserves its consumer identity while providing services dictated by the established service system.",2005,0.6215624999999999,2005
"A sample of 126 mental_health professionals with an average of 20 years of clinical experience completed the Therapist-to-Child Disclosure Inventory (TCDI), a 42-item Likert-type measure created for this study.",2005,0.6102000000000001,2005
"We evaluated the potential clinical value of the Symptom Checklist-90-Revised (SCL-90-R) as a multidimensional self-report measure to identify the expected higher rates of clinically significant mental_health symptoms in adults with partial/complex partial epilepsy (PE), as compared to a representative sample of adult non-patients.",2005,0.6067857142857143,2005
"This confusion is particularly evident among those who work closely in providing daily for the mental_health needs of children and young people, yet who lack specific mental_health training.",2005,0.6157,2005
This article examines the literature regarding prevention and intervention programs that are aimed at supporting student mental_health.,2005,0.6196666666666667,2005
"The purpose of this study was to establish Australian norms for the Strengths and Difficulties Questionnaire (SDQ), a recently developed screening instrument for child and adolescent mental_health problems.",2005,0.605,2005
This study reports on the 85 potential mental_health court defendants referred for trial competency evaluations during the first three years of operation of the Akron Ohio Mental Health Court.,2005,0.6211666666666668,2005
"Criminal justice, mental_health, and social service professionals face a myriad of role expectations in working with prisoners with mental_illness to facilitate community re-entry.",2005,0.6176000000000001,2005
The present study reports data on the referral and disposition decision-making processes of seven mental_health courts.,2005,0.6104285714285714,2005
"Traditionally, forensic mental_health services have focused on the assessment and treatment of offenders with serious mental_disorders.",2005,0.6218,2005
It was expected that NESB adolescents who did not achieve these tasks would experience poor mental_health.,2005,0.6042,2005
"As part of continuing education workshops on cognitive case formulation, 115 mental_health practitioners were given the same case description and asked to provide case formulations.",2005,0.6038888888888888,2005
"In particular, we hypothesized that the desire for simple structure (DSS) will not be associated with poor mental_health, and in some cases might be associated with better mental_health.",2005,0.608375,2005
"A self-administered, cross-sectional survey was developed and distributed via direct mail or via line supervisors to workers in statutory child protection services, adult mental_health services, child and youth mental_health services, and Suspected Child Abuse and Neglect (SCAN) Teams.",2005,0.6105999999999999,2005
"Following round 2, items relating to chronic illness, mental_health, physical functioning, general health, self-esteem, family cohesion and accident status were agreed for inclusion with a measurement method also agreed.",2005,0.6219375000000001,2005
The Academy of Cognitive Therapy (ACT) was developed as a means to identify and credential mental_health professionals who demonstrate competence in cognitive therapy.,2005,0.6124545454545455,2005
Results suggest that timelimited therapy has a positive impact on the mental_health needs of clients referred to a CMHT by GPs.,2005,0.6227499999999999,2005
"High rates of child mental_health problems are frequently cited by the Russian media, though there is little relevant evidence.",2005,0.6137142857142857,2005
The aim of this study was to investigate the prevalence and associations of child mental_health problems in Russia using internationally recognised measures and diagnostic systems.,2005,0.6201666666666666,2005
These training issues will be addressed through an attempt to characterize the work of infant mental_health using Schn's framework of reflective practice to further develop the tasks of problem setting in the indeterminate swampy zone of infant mental_health practice.,2005,0.6042352941176471,2005
"Due to the Internet becoming a pervasive part of society, increasing numbers of mental_health practitioners around the world are incorporating the electronic medium into their service delivery.",2005,0.6205,2005
"This paper examines the responsibilities of mental_health professionals, particularly counselors, to those who identify or might be identifiable as transgendered.",2005,0.6083333333333334,2005
"This 52-minute docu-drama about the seminal contribution to psychopharmacology by Dr. John F.J. Cade was warmly received by the community of mental_health practitioners and consumers and other who attended its premire at the Australian Centre for the Moving Image in Melbourne, on 5th October 2004.",2005,0.609375,2005
"In this article, we provide empirical evidence that recall of life events is subject to telescoping (i.e., remote events are reported to have occurred more recently) and to mood (women with lower mental_health scores report more life events, especially perceived rather than factual events).",2005,0.6225625,2005
The overall quality of the evidence for the effectiveness of old age mental_health service delivery was rated on an evidence hierarchy that has four levels of evidence.,2005,0.6093636363636364,2005
Questionnaire and focus group methods were employed to determine views on mental_health service provision.,2005,0.6156666666666667,2005
"Competence in mental_health is explored in many roles, including that of researcher, author, teacher, supervisor, therapist, evaluator, consultant, forensic specialist, case manager, and administrator.",2005,0.6200769230769231,2005
The nation's healthcare system must develop and implement a strategy that informs and supports primary care providers in meeting the mental_health needs of a nation confronted by terrorism.,2005,0.60725,2005
"Third, the need to focus on the increasingly apparent mental_health and social competence difficulties of even young children with intellectual disabilities is considered.",2005,0.6099999999999999,2005
The implications of these results for further studies of the relationship between racial self-designation and mental_health in people of African ancestry are discussed.,2005,0.61775,2005
"The Dillman method was used to administer the survey to a random sample of 1,500 parents of Medicaid youth from Kentuckys 14 community mental_health centers (CMHCs).",2005,0.6134999999999999,2005
This lead off article to the special volume on evidence-based psychotherapy (EBP) in college and university counseling and mental_health centers presents an overview of the topic and outlines the structure of this publication.,2005,0.6067142857142857,2005
"The areas include outreach and engagement, screening and assessment, resource coordination and advocacy, crisis intervention, mental_health and substance abuse services, traumaspecific services, parenting support, and healthcare.",2005,0.6059333333333333,2005
This article investigates attitudes toward seeking mental_health treatment in a national epidemiological sample.,2005,0.619,2005
These data are important because they represent the first federal initiative that addresses the significant lack of appropriate services for women with cooccurring substance use and mental_health disorders who have experienced trauma.,2005,0.6139333333333334,2005
Clinicians in the health and mental_health disciplines must know and understand the importance of standards of care and models of intervention and evaluation in clinical practice for this type of patient.,2005,0.6150833333333333,2005
"Despite the call for an increased emphasis on mental_health and resilience, there is a dearth of research that examines the protective factors that can buffer women from the development of body image concerns.",2005,0.6209166666666667,2005
"Finally, the article describes common symptoms experienced by mental_health practitioners who survive their clients' suicides, and presents a Pre-suicide Preparation Plan that mental_health practitioners can implement prior to a crisis to hopefully enable them for a less demanding post-suicide experience.",2005,0.6138750000000001,2005
"Rates of unmet mental_health needs were higher, ranging from 4 among children with no identified disability to 22 among children with an identified health disability.",2005,0.6101666666666666,2005
"It assesses the impact of mental_health needs and service use on the risks and frequency of offending for different gender and age groups of mental_health patients (inpatients were at higher risks and community care patients at lower risks, except for males).",2005,0.6077272727272727,2005
The conference theme focused on the mental_health of immigrant children.,2005,0.61075,2005
"The present article reviews the approaches taken by various mental_health professionals and organizations in helping individuals affected by the World Trade Center attacks of September 11th, 2001.",2005,0.6073333333333334,2005
"An analysis of change scores revealed that whilst there was no significant difference between the groups in number of visits to the midwife or the doctor, or in number of referrals to a mental_health professional, there was a significant difference in change patterns for the two groups from the first to the second assessment.",2005,0.608111111111111,2005
"Group membership was related to longterm adult outcomes (adult status markers, healthrisk and deviant behaviors, substance use, mental_health, and intimate relationships) when respondents were nearing age 30.",2005,0.6061818181818182,2005
Participants included 271 adolescents and their primary caregivers referred for mental_health services across North Carolina.,2005,0.6176666666666667,2005
This commentary emphasizes the implications for a mental_health research agenda that stem from the papers in this special section on dimensional models of psychopathology.,2005,0.6122857142857143,2005
