sentence,year,sentiment,epoch
Control observations indicate that these effects cannot be accounted for by food and water deprivation or by operative trauma.,1975,0.5672,1975
Attention is called to the consequences of such emotions from the forensic view-point and the need to ascertain and specify the nature and intensity of the emotional trauma and the actual state of anxiety.,1976,0.5593333333333333,1975
The international standard for setting ski bindings is based on the measurement of the tibia proximal width (the width of the shin bone just below theknee) because of the propensity of this bone to suffer trauma as the ski and skier attempt to go in different directions.,1976,0.5272105263157895,1975
"Observations of this technique indicate that nonspecific trauma is minimal, thereby allowing the assessment of the effects of specific transections on ongoing behavior.",1976,0.562,1975
"Using a battery of three projective techniques (Rorschach, Hand Test, Bender-Gestalt) only slight discrimination was found between low IQ subjects classified according to the presence or absence of brain trauma (exogenous vs endogenous), while substantial discrimination was obtained between the same subjects categorized in terms of lower (60-74) and higher (75-89) FS WAIS IQ.",1978,0.47344444444444433,1975
Implicit in recent social science research and political discussions is a model linking the economy to mental_disorder through the intervening constructs of life change and trauma.,1979,0.5644545454545455,1975
Ten of the 22 children between the ages of 2 and 10 years reacted to the trauma severely and were so markedly hindered in their daily functioning that psychological help was considered imperative.,1979,0.5288888888888889,1975
The disorganizing effect of the trauma of the loss of a father as reflected in this high percentage of disturbance in normal children indicates that without doubt a child who has lost a parent is a child at risk.,1979,0.5281333333333333,1975
"In addition to the individual trauma experienced by the survivors of catastrophic stress situations such as occur in holocaust, war and some natural disasters, the dimension of social trauma due to destruction of social and community bonds is an important source of disturbance which amplifies the traumatic process and retards recovery from it.",1979,0.4641200000000001,1975
"More generally, they suggest that the postrelease trauma thesis itself should not be accepted without extensive and rigorous empirical examination.",1979,0.49455555555555564,1975
"The use of paraverbal therapy, a specialized therapeutic approach, is described in the short-term treatment of patients exhibiting emotional disturbances secondary to illness or trauma.",1979,0.4947777777777778,1975
