sentence,year,sentiment,epoch
"Since mental_illness occupies more hospital beds than all other illnessess combined, its traditional role of treating mental_illness is understandable.",1970,0.5703333333333332,1970
This study investigated changes in the perception of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a course in abnormal psychology and in several encounter-sensitivity training groups.,1970,0.5177499999999999,1970
"In Study I, 121 college students in 3 states were given the Opinions about Mental Illness questionnaire (OMI) and a test of knowledge about mental_illness devised by Nunnally.",1970,0.5174285714285715,1970
Results showed that the students as a group were better informed about mental_illness than the general population.,1970,0.6412500000000001,1970
"Patients who were found to have chronic disability following mental_illness in a prevalence survey in Salford, England, were compared according to their attributes and their location in or out of hospital.",1970,0.50675,1970
Mental health was measured through the use of an index composed of six psychiatric symptoms which correlated highly with clinically diagnosed mental_illness in another context.,1970,0.530888888888889,1970
The rates for chronic disability rose regularly with age and differed from the bimodal distribution shown by inceptions of mental_illness in the same town at about the same time.,1970,0.5062857142857143,1970
This study tests three hypotheses concerning types of individuals who are likely to be excluded from a community for mental_illness.,1970,0.57,1970
The current findings have implications for at least three current etiological theories of mental_illness: the social isolation hypothesis the socioeconomic deprivation hypothesis; and the sociocultural fit hypothesis.,1970,0.5561818181818182,1970
"Of course, to hope that we can eradicate mental_illness for successive generations is out of the question.",1971,0.5988,1970
"Previous studies have suggested that, because of the chronic and disabling nature of mental_illness, psychiatric patients do not fare as well in their careers as they should do.",1971,0.55375,1970
"Almost 60 of the bereaved suicides showed a predisposition to mental_illness before their bereavement: they had psychiatric treatment, attempted suicide or had a positive family history.",1971,0.5178,1970
"A random sample of 1,405 respondents were interviewed to determine their attitudes about mental_illness and the extent of tolerance for the mentally ill in terms of their willingness to interact with ex-mental patients.",1971,0.5905555555555556,1970
"They do indicate, however, that there is a trend toward greater acceptance of mental_illness and the mentally ill by the public.",1971,0.5917142857142857,1970
"The study aims to determine the extent to which parental social class influences the incidence of early parent death; the effect of parental social class on the outcome of early parent death, in terms of vulnerability to adult mental_illness; whether early parent death affects the age of terminating full-time education; and whether early bereaved subjects lag behind their non-bereaved contemporaries in social class status.",1972,0.5773124999999999,1970
"We felt that an appropriate, although far from perfect, classification would include theories regarding maladaptation, theories regarding mental_illness, and theories regarding the death instinct.",1972,0.6328749999999999,1970
The conceptions which relate selfdestructive behavior to mental_illness seem to us to be an example of a useful formulation which might be so neglected.,1972,0.588,1970
"An important area for future research is the establishment of causal patterns, and the investigation of the primary or secondary role of social conditions in the emergence of mental_illness and other behavioural pathology.",1973,0.5831333333333334,1970
Opinions about mental_illness were studied among a group of introductory psychology students categorized on the basis of their dogmatism.,1973,0.6314,1970
3 scales were developed to measure belief aspects of opinions concerning the specific categories of homosexual and suicide and the general category of mental_illness.,1973,0.546875,1970
The implications of these data for studies regarding opinions about mental_illness are discussed as are their importance for dogmatism theory.,1973,0.611,1970
"In this regard, currently held Western views about mental_illness, physical illness, social deviance, and human individuality are relevant.",1973,0.640875,1970
Star and Cummings findings that in 1950 and 1951 only a small minority of the public was able to identify symptoms of mental_illness other than those of paranoid schizophrenia are at variance with the findings of the major studies carried out in the 1960's.,1973,0.5081666666666667,1970
They state our data strongly supports the proposition that the persons who attached the label of mental_illness to the previously described behaviors do not differ significantly from persons not using this label in terms of their willingness to interact at various levels with the mentally ill. (,1973,0.6171875,1970
The attitudes toward mental_illness of the people of two rural communities belonging to the same mental_health district in Finland are analysed on the basis of Durkheim's and Allardt's theories of social structure.,1973,0.5848571428571429,1970
"In accordance with Jungian theory, mental_illness is described as a myth which tends to isolate the observer from the one observed in a significant manner.",1973,0.573125,1970
A comparison of mental_illness and narcotic use in rural and urban areas indicates a greater incidence in areas with high population density.,1973,0.5319,1970
The extent to which attitudes towards mental_illness and the mentally ill were influenced by the respondent's own level of personal adjustment was studied for 77 female psychiatric aides.,1973,0.51575,1970
"The precarious position of biochemistry concerning normal behavior and the causes of mental_illness may, of course, be simply temporary, reflecting a conspicuous lack of key components in the chemical jigsaw puzzle of normal behavior.",1974,0.538888888888889,1970
Hospitalization for mental_illness during the first years following childbirth can be viewed as a response both to disturbance in social relationships and to greater cumulative life stress.,1974,0.6024545454545455,1970
