sentence,year,sentiment,epoch
Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome.,1970,0.4806,1970
The subject of this interview is a 41-year-old woman with a diagnosis of Depression.,1970,0.4442499999999999,1970
"During her marriage depression had been related to restriction of social activity due to a phobia for people in groups, and sometimes to sexual frustration Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.",1970,0.5432777777777777,1970
"Psychologic evaluation failed to reveal common psychodynamic issues, but suggested marked secondary depression, generalized distortion of body image, and in certain cases, cognitive impairement which was undetected on conventional mental status exam.",1970,0.5161250000000001,1970
"The results obtainedno depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish.",1970,0.5333,1970
"The D scale (Depression) and the Pt scale (Psychasthenia) were selected as sensitive indicators of self-perception; comparison of pre- and post-treatment scores indicated improvement on both scales (D scale, p = .001; Pt scale, p = .02) as a function of the cosmetic.",1970,0.4755,1970
The initial depression in body weight and increase in cortical brain weight by the maximally convulsed group recovered to control values by 6 weeks.,1970,0.5367,1970
Spreading depression was elicited in the squirrel monkey's cerebral cortex to determine some parameters of cortical spreading depression (CSD) in a highly encephalized but semi-lissencephalic brain.,1970,0.4292222222222223,1970
"The mechanisms of interhemispheric transfer of brightness or pattern discrimination were explored in rats, using cortical spreading depression (CSD) to achieve a functional split-brain.",1970,0.518375,1970
They obtained higher scores than normals even when well and their scores increased considerably during episodes of depression in proportion to the depth of the depression.,1970,0.5061249999999999,1970
"A factor analysis resulted in 10 factors, 8 of which were interpreted as FriendlinessHostility, Guilt, Activity, Fatigue, Efficiency, Depression, Confusion, Tension-anxiety.",1970,0.44175,1970
"These measures were: Marlowe-Crowne Social Desirability, Test Anxiety Questionnaire, Edwards Social Desirability, D-30 Depression, and Leary Interpersonal Checklist scales.",1970,0.49910000000000015,1970
"MMPI Depression scales (D and D30), Social Desirability scales from Edwards (SD) and from Marlowe-Crowne (MC-SD) were administered to 61 alcoholic patients together with a set of mood scales.",1970,0.5105999999999999,1970
"Somatic depression (D) did not correlate significantly with depression of the phenomenological transparent mood scales, but with mood scales indicating inertia.",1970,0.4449000000000001,1970
Results showed that depression was associated with a significant decrease in extraversion and a significant increase in neuroticism.,1970,0.524,1970
The Personality Research Form (PRF) was administered to 35 hospitalized patients with the diagnosis of severe depression.,1970,0.46749999999999997,1970
"Females also reported more felt depression after being frustrated or attacked than did control females, a pattern of emotional response not shown by male Ss.",1970,0.47175,1970
"The psychological traits of the two groups were also assessed by the Maudsley Personality Inventory, Taylor Manifest Anxiety Scale, and Zung Depression Scale; and their emotional state evaluated by the Clyde Mood Scale and Semantic Differential Scale.",1970,0.4720666666666667,1970
"The role of unresolved, covert depression on the course of ALS remains to be demonstrated.",1970,0.44499999999999995,1970
"The use of an analogue system is advocated, such as a visual analogue scale, with reasons based on experience measuring depression, anxiety, asphyxia, insomnia and feelings aroused by film sequences.",1970,0.4852,1970
"Admissions for organic psychosis show the highest retention rate over time, and those for reactive depression the lowest.",1970,0.45759999999999995,1970
A 35-year-old woman had a history of increasing irritability and liability to attacks of depression related to a complete inability to have coital orgasms.,1971,0.48575,1970
Each depression of either partner's switch activated the time-out light.,1971,0.49375,1970
"The finding that surviving patients look more like controls on all of the MMPI scales, except K, over the 9 yr period would indicate that survivors lack the element of chronic depression previously found among non-survivors of myocardial infarction.",1971,0.5211428571428571,1970
"It was found that tattooed inmates had significantly more psychic pain, family discord, self-degradation, social deviancy, impulsiveness, hostility, and depression than nontattooed inmates.",1971,0.42212500000000003,1970
"Also investigated were the following aspects of centrally mediated response depression produced by repeated stimulation: (a) the cumulative response depression of three days of habituation training had dissipated in five of seven animals within six days; (b) dishabituation in the spinal frog, as in the acute spinal cat, is mediated by a superimposed facilitation rather than a reversal of the habituation process; (c) approximately equal response depressions were produced by 60 stimuli delivered sec, min, or in 20 trains of three stimuli 15 sec apart delivered min.",1971,0.5187666666666667,1970
"Nitrogen and argon at pressures of up to 10 atm produced no change in CFF, but exposure to equivalent partial pressures of oxygen at 2 atm absolute pressure resulted in a dose-related depression of CFF.",1971,0.5246,1970
"However, if 25 g were given during the first 30 min of the feeding, the monkeys ate very little after 30 min, total depression, 60 per cent.",1971,0.4502,1970
A significant depression in FWI and UFO was seen at estrus.,1971,0.429,1970
In the first experiment the animals learned to avoid drinking saccharin under unilateral cortical spreading depression (CSD) and showed a marked transfer when tested with the contralateral hemisphere depressed.,1971,0.4597272727272727,1970
Single waves of unilateral cortical spreading depression were triggered by injecting small amounts of KCl solution through cannulae into either the frontal or occipital cortices of rabbits.,1971,0.44175000000000003,1970
"Rats treated with 250750 g of 6-OHDA showed, in addition to behavioral depression, motor and EEG seizures.",1971,0.43399999999999994,1970
On Day 1 they were trained the task with one cortical hemisphere rendered non-functional by cortical spreading depression (CSD).,1971,0.488,1970
At ES current levels sufficient to produce RA in ether anesthetized mice the primary afterdischarge of the seizure was not followed by postictal depression.,1971,0.518,1970
"Thus, postictal depression appears not to contribute to RA.",1971,0.41850000000000004,1970
"Three hypotheses of interhemispheric transfer of active and passive avoidance responding under spreading depression were examined; generalization decrement, performance decrement, and memory confinement.",1971,0.5041666666666667,1970
"Several conclusions were drawn from the results: rats on a deprivation schedule fail to show a predicted change to regulation on the basis of taste rather than calories; rats on food deprivation actually increase their relative intake of water; refeeding after a deprivation schedule does not lead to depression of initial intake below normal, but otherwise the process of recovery follows the same course as after total starvation.",1971,0.5288,1970
Occlusion of one eye and functional hemidecortication by cortical spreading depression (CSD) were used to examine the relative importance of crossed and uncrossed visual projections for pattern discrimination learning in hooded and albino rats.,1971,0.4807058823529412,1970
"Correlations between serum cholesterol levels and self-reported intensities of various moods and feelings--namely, motivation, arousal, happiness, depression, anger, fear and lethargy--were investigated in 20 subjects over a 2-month period.",1971,0.43849999999999995,1970
"These were identified as: an over-controlled-repressor type characterised by an absence of reported disturbance, but a marked tendency to make use of denial and avoidance mechanisms; a paranoid-aggressive type showing severe and wide spread psychopathology and poor impulse control; a depressed-inhibited type who reveal subjective depression, social withdrawal and inhibition; ( a psychopathic group who are extraverted, extra-punitive and impulsive, but who do not reveal any significant subjective distress.",1971,0.4420909090909091,1970
"This study compared two training methods for preparing counselors to discriminate verbal, facial, and voice cues that are associated with the emotion of depression.",1972,0.5178999999999999,1970
"Medical investigation yielded no organic cause for the vomiting which, on psychiatric evaluation, was found to be a conditioned response to stimuli from the depression that had started very shortly before the onset of the infarction.",1972,0.5074285714285715,1970
"At a 5-month follow-up, the patient remained free of vomiting and the depression had ameliorated.",1972,0.4165,1970
"The successful use of systematic desentization in a case of chronic severe depression is described, and a transcript from a desensitization session is presented.",1972,0.44777777777777783,1970
Crucial aspects of psychotherapy with survivors' children involve helping the patient deal with the emotional impoverishment and depression of his parents and alleviating resulting guilt feelings.,1972,0.5246999999999999,1970
Depression as a diagnostic entity consists of signs and symptoms which may be manifest in normal individuals.,1972,0.5387142857142857,1970
A similarity between rank ordering of self-rated depression scores and reported suicide death rates for the countries studied was noted.,1972,0.4183333333333333,1970
"The tests were scored on the three regular scales (anxiety, depression, and hostility), and a fourth score was formed by adding the three scales.",1972,0.4366363636363637,1970
"They are in harmony with the view that extroversion is increase in the complaint of pain, whilst depression is associated with reduced E scores.",1972,0.46377777777777784,1970
"The presence of emotional upset (a maximal clinical estimate) was recorded in 131 (65 per cent) patients with symptoms of anxiety and depression predominating, and in 110 (54 per cent) cases this was present before admission.",1972,0.48736363636363644,1970
"Any gross body movement during sleep, unassociated with tooth grinding, also induced a similar depression of the H-wave.",1972,0.4475555555555555,1970
"Excitation of LH by glutamate facilitated VT self-stimulation; whereas glutamate into VT suppressed LH self-stimulation, possibly creating a depression of neural activity in VT.",1972,0.5107999999999999,1970
"It was also found that the behavioral depression produced by the cholinomimetic drug, pilocarpine, was unaffected by the lesions.",1972,0.4926666666666666,1970
"Both sorts of prestimulation depressed the amplitude of subsequent effector activity to the startle stimulus as well as the stabilimetric measure, indicating that demonstrations of stabilimetric depression caused by prepulses do result from direct effector inhibition.",1972,0.5060714285714286,1970
"It was suggested instead that the depression of drinking caused by adding food deprivation to water deprivation might be explained by the fact that elevated serum osmolality results from water deprivation, but not from combined water and food deprivation.",1972,0.5367058823529413,1970
"The depression in drinking caused by food deprivation persisted even when glucose, saccharin and NaCl were given in place of water.",1972,0.49575,1970
Rats trained on an active avoidance task under unilateral spreading depression typically show no transfer when trained with the contralateral hemisphere depressed.,1972,0.5399090909090908,1970
Shortened postictal depression of brain activity was observed in animals receiving posterior cortical stimulation.,1972,0.5308571428571429,1970
This secondary depression of intake was partly reversed during tumor growth by the increase in water necessary to excrete a larger urinary solute load at a reduced urine concentration.,1972,0.5378571428571429,1970
Activity did not influence the rate of weight loss during starvation or limited feeding but was associated with a temporary reduction in food intake and a sustained depression in body weight in the ad lib condition.,1972,0.4697058823529412,1970
Hamilton's general factor was confirmed but his bipolarity between agitated and retarded depression did not emerge.,1972,0.5154285714285715,1970
"Patients were content, but relatives were dissatisfied and experienced considerable financial burden and symptoms of reactive anxiety and depression.",1972,0.4305555555555556,1970
"In both cases, levels in mania were elevated and in depression lowered with interval levels which were intermediate and within the normal range.",1972,0.4635714285714286,1970
The results lend some support to the suggestion that there might be an increase in brain noradrenaline metabolism in mania and a decrease in depression.,1972,0.5267999999999999,1970
"Spontaneous and metacholine-stimulated salivation rates were measured in endogenous depression, symptomatic depression, mania, and healthy controls.",1972,0.4255714285714286,1970
The tendency to recall more pleasant than unpleasant material has been less marked in patients showing overt depression than in patients who were hypomanic or recovered from depression at the time of the experiment.,1972,0.4754615384615385,1970
Interview data showed that a high percentage of mothers experienced perinatal depression (66) and marital discord (78).,1972,0.48787500000000006,1970
but this difference was not found for judgments during tilt (Exp.. The results were discussed in terms of the rotational changes in eye position accompanying scanning eye movements and ocular elevation and depression.,1972,0.5294545454545454,1970
"Investigation involved a quantitative assessment of situational (A-State) and chronic (A-Trait) anxiety, depression and perceived health status in 16 patients admitted to the coronary care unit with a diagnosis of myocardial infarction.",1972,0.543,1970
