sentence,year,sentiment,epoch
"One of them, physician, explain their opinion of mental_illness : they believe in biological factors and discard any psychotherapeutic mean.",1975,0.561125,1975
"The impact of these concepts is that mental_illness involves a defensive ego orientation, and mental_health involves a growth-related task orientation.",1975,0.5371666666666667,1975
"F. Herzberg's job factor theory, the concepts of coping and defending, and G. W. Allport's intrinsic and extrinsic religious orientations also depict similar dichotomies of mental_health and mental_illness.",1975,0.5959000000000001,1975
"Episodes of malingering of mental_illness are ascribed to five individuals in history before 500 B.C.Odysseus, David, Solon, Kai Khosrau, and Brutus.",1975,0.6194999999999999,1975
"The experimental manipulation method is in general not feasible in studies of the etiology of severe mental_illness, whereas this method can be used in studies pertaining to primary prevention, because possible preventive methods would most likely be of a protective or beneficial nature.",1975,0.6063333333333334,1975
In a WHO-sponsored project in Mauritius the authors used these results for the selection of a group of children at risk for mental_illness.,1975,0.5571666666666667,1975
"This study is based on a sample of 35,486 consecutive confinements in Cardiff (1965-72) which gave rise to 67 cases of post partum mental_illness.",1975,0.6048,1975
The role of housewife has been hypothesized as the source of excess mental_illness among married women as compared with married men.,1975,0.6135,1975
"The present study compared the attitudes and feelings of law-enforcement, corrections, parole and probation personnel, and college students toward mental_illness.",1976,0.5666666666666668,1975
Attitudes towards mental_illness are interpreted as becoming more liberal and rejection appears to be based on specific behavioral attributes.,1976,0.5166000000000001,1975
"The heart and remainder of the treatise deals with the legitimate question, Is mental_illness demon possession?",1976,0.5492857142857143,1975
The patients and staff of a psychiatric hospital were asked about their attitudes toward mental_illness and how they conceive the roles of various patient and staff groups in the therapeutic community.,1976,0.5765555555555556,1975
The results revealed that attitudes toward mental_illness and role conceptions were highly related.,1976,0.6145,1975
This was a study of opinions about mental_illness among occupational groups from a state psychiatric hospital and community mental_health centers.,1976,0.5135,1975
Data were collected with two combined opinions about mental_illness scales.,1976,0.5302,1975
The results indicated that occupational groups of both the hospital and the community mental_health centers were highly differentiated in their opinions about mental_illness.,1976,0.5519999999999999,1975
"In support of the construct validity of the Client Attitude Questionnaire, 16 psychologists and 25 social workers reported attitudes more characteristic of the controversial psychosocial position about mental_illness than 20 psychiatrists, 23 psychiatric nurses, or 40 previously hospitalized psychiatric outpatients.",1976,0.5450714285714285,1975
"The purpose of the present study was to do a canonical correlation analysis of demographic information and the Behavior Problem Checklist (BPCL) in order (a) to employ the demographic information in a manner that had not been possible using other methods, and (b) to examine the four factors on the BPCL as a general measure of mental_health and mental_illness.",1976,0.6163913043478261,1975
The research in this field should be started on the assumption of a multifactorial hereditary system controlling the somatic base of mental_illness in a specific way as can be argued from twin and family studies.,1976,0.6169999999999999,1975
It is the existence of this association in people suffering from chronic mental_illness that would benefit from services of a mental_health center in the Metropolis.,1976,0.5646666666666667,1975
"These findings are discussed in relation to the return method, ethnicity, medication, chronic mental_illness, diminished freedom, and consumer voice in voluntary questionnaires.",1977,0.5966,1975
He also describes the development of help given and the increasing tendency to reduce obstacles to the freedom of movements of those suffering from mental_illness.,1977,0.5653333333333334,1975
Fifteen mothers previously hospitalized for mental_illness (psychosis) and 15 well mothers were observed with their 3-year-old children.,1977,0.527,1975
"The hypothesis stated is that pastoral care in the Middle Ages attempted: (a) to restore the whole man by reclamation and reintegration from the demonic forces, especially demonic possession which was seen as related to what is known as mental_illness; (b) to provide a structure by which one could become stable and unified from the prevailing culture with its environment, societal, and individual disorder and disintegration.",1977,0.5660833333333334,1975
"Thomas Szasz critique of the concept of mental_illness centers on the claims that (a) mental_illness is diagnosed on the basis of objective medical criteria, and (b) mental_illness is something which happens to the patient rather than something done by him.",1977,0.5611666666666667,1975
Various attempts to meet Szasz critique and to define mental_illness are examined and found to be unsatisfactory.,1977,0.5535714285714286,1975
The attempt to develop a limited conception of mental_illness (Flew) shows some promise but has received little support from the mental_health professions.,1977,0.623,1975
"Biblical and theological considerations underline the importance of the problem about mental_illness, but do not provide a solution.",1977,0.5874999999999999,1975
There was no evidence that the mental_illness experienced by the asthma group differed significantly from that of controls during the follow up period eithet in period prevalence or diagnosis.,1977,0.5211111111111111,1975
"The presence of mental_illness amongst asthmatics was not related to the prognosis for asthma, nor to the age of onset, family history of asthma or other atopic conditions.",1977,0.581909090909091,1975
"Despite physical impairment the asthma group failed to show any significant excess in point prevalence, or any difference in the diagnostic categories of mental_illness suffered.",1977,0.5068181818181818,1975
The present study investigated the effects of situational constraint and type of causal explanation on the degree to which described behavior would be perceived as evidencing mental_illness and the degree to which it would lead to social rejection.,1977,0.5471250000000002,1975
"Results showed that both of these variables influenced the degree of attributed mental_illness, the degree of attributed psychological disturbance, and the degree of social rejection.",1977,0.5157142857142858,1975
"This paper reports results from one phase in an ongoing study of the relationship between vestibular function and various aspects of personality, cognitive style and symptom formation in mental_illness.",1977,0.6202142857142858,1975
"The frequency of past and present mental_illness was 24, higher for women with manic-depressive disorders, psychogenic (reactive) psychoses, and neuroses.",1977,0.615,1975
"Although the PSE was originally developed for use by psychiatrists with patients with obvious mental_illness, the interview also contains sections dealing in considerable detail with the commoner and less severe complaints and symptoms that are found in a significant proportion of 'normal subjects'.",1977,0.5504166666666667,1975
The existing evidence linking noise with mental_illness is found to be unsatisfactory.,1977,0.5311666666666667,1975
"Guamanian cultural characteristics, language, classifications and descriptions of mental_illness and beliefs about the cause and treatment of deviant behaviors are described and discussed.",1977,0.5409999999999999,1975
"Recommendations are made to: Establish therapeutic goals compatible with Guamanian cultural values; modify the concept of mental_illness, the causal explanation ofcaduco andatmariao behaviors and the role of the psychiatrist and other staff; modify the labeling process; use treatment methods compatible with Guamanian cultural values, beliefs, and healing practices, and; deal with morally or socially deviant behaviors only within the Guamanian social context.",1977,0.6197916666666666,1975
The lighter birthweight of schizophrenic women's offspring was found more strongly related to the severity and chronicity of their mental_illness than to the diagnosis itself.,1977,0.5327142857142857,1975
Two levels of mental_illness expectancy were obtained by changing the context of the interviews.,1978,0.55075,1975
A contraindication to the brief focal approach is past or present formal mental_illness in a parent.,1978,0.6012857142857142,1975
"Demonstrated that through a brief, didactic, demythologizing approach, college students' attitudes toward mental_illness can be changed in a psychosocial or non-medical model direction.",1978,0.6295000000000001,1975
A sample of 389 male veterans was evaluation and diagnostically categorized into four mental_illness categories and one nonmental_illness group.,1978,0.546,1975
