sentence,year,mean_sentiment
"Child abuse has lately reached epidemic proportions, with the most severe cases occurring in children under three years of age.",1974,0.5097777777777778
"To determine the availability of effective reinforcers of activity which could be delivered in an outpatient drug abuse clinic, a survey was administered to 25 Methadone maintenance patients.",1974,0.5040833333333333
"Employing the perspective of labeling theory, this paper proposes that causes of abuse are products of social definitions applied by gatekeepers charged with identifying children injured by their caretakers.",1975,0.5154285714285715
"It was suggested that in the absence of a clear theoretical rationale for relating locus of control to alcohol abuse, the contradictory findings are not surprising.",1976,0.5174444444444445
An experimental comparison was made of the drug abuse treatment effectiveness of a halfway house and a community lodge program.,1976,0.5138181818181817
"This investigation compared MMPI profiles of polydrug abuse patients with three groups of traditional psychiatric patients who varied in psychopathology (inpatient psychiatric patients, traditional outpatients and patients attending a behavioral/educational oriented program).",1977,0.5046363636363637
Up to the end of 1974 10 per cent of the children had been rebattered in spite of what had been thought to be adequate measures to prevent further abuse.,1977,0.5093333333333333
Retrospective case study analysis was done to determine the number of persons retarded due to child abuse and neglect.,1977,0.5151666666666667
A statistically significant relationship was demonstrated between hard-core drug abuse in the subjects and a lack of parental demonstrativeness toward each other.,1977,0.5101000000000001
"The review discusses a number of reasons why guidelines should not be enunciated for behavior modification, e.g., the procedures of behavior modification appear to be no more or less subject to abuse and no more or less in need of ethical regulation than intervention procedures derived from any other set of principles and called by other terms.",1977,0.5203333333333333
"Although there have been innumerable attempts to delineate the behavioral variables associated with the phenomenon of drug abuse, it is indeed improbable that a simple causal relationship exists.",1977,0.5066363636363637
"This abuse not only results in the appearance of all the previously known complications secondary to excessive alcohol intake, but is also a major factor in preventing successful rehabilitation while on methadone therapy.",1977,0.5167692307692308
Patterns of abuse were defined for the 13.3 of the total sample who were covert abusers.,1977,0.5065999999999999
"Based on the literature, this form of concurrent multiple substance abuse would be evident in the substance abuse histories of at least 30 of all drug-dependent persons.",1977,0.504
Two personality tailored versions of covert sensitization were inserted into ongoing counseling of 42 methadone program participants who continued to abuse heroin.,1978,0.5017272727272727
Findings support the utility of introducing personality adapted covert sensitization into methadone program counseling to counteract persistent heroin abuse.,1978,0.5152727272727272
We ought to do a more thorough job of trying to find out how many infants and children are dying of abuse.,1978,0.501375
"A model is presented that estimates the rates, numbers, and socio-demographic characteristics of potential clientele for substance abuse programs.",1978,0.5127142857142857
Child abuse research and research on aggression have not been well integrated.,1978,0.5166666666666667
"Several methodological issues must be resolved, however, before psychosocial outcome data may be used in comparative studies of drug abuse treatment effectiveness.",1978,0.5164615384615384
"Our ability to predict the outcome of psychological treatments, particularly for drug dependence, is examined by new data on a VA sample, a review of studies predicting the outcome of drug abuse treatment, and a review of predicting the outcome of psychotherapy for other types of patients.",1978,0.51095
This paper examines the null hypothesis that there is no difference between male and female drug abuse clients in length of time spent in treatment and successful outcome of that treatment.,1978,0.5083333333333334
Guidelines are offered to minimize the abuse of power of the professional definers.,1978,0.504
"This paper suggests that incest has been underestimated as a significant determinant of emotional disturbance, and that misuse of sexuality between parents and children can have detrimental consequences that parallel those resulting from other forms of child abuse.",1978,0.5066666666666666
"A summary of the literature containing the scores of male alcohol abusers and drug abusers on the MAC Scale (a 49-item MMPI-derived scale which was constructed to differentiate male alcohol abusers from nonsubstance-abusing male psychiatric outpatients) indicated that the memebers of these two subclasses of substance abusers were similar in certain psychometrically detectable respects which were stable over time, independent of both the immediate sequelae and the longer term consequences of substance abuse per se, and at least modestly predictive of subsequent substance abuse.",1979,0.5078148148148147
These figures are at least 26 times greater than those of the National Center For Child Abuse and Neglect.,1979,0.5162857142857143
Description of a federally funded demonstration program for secondary prevention of child abuse/neglect.,1979,0.5147499999999999
The children represented a wide spectrum of sexual abuse.,1979,0.5198333333333334
