comorbid disorder assess beck anxiety inventory beck depression inventory second edition millon clinical multiaxial inventory iii	natural
additionally anxiety sensitivity relate poststress level anxiety trait anxiety relate pre- postrelaxation level anxiety	natural
high level primary process appear significantly relate negative quality personality high level tension anxiety poor control aggression	natural
respond boyatzis 2001 fear past empirical datum challenge model emphasise assessment conscientiousness state trait anxiety deem central empirical test model	natural
experimental approach develop test cognitive hypothesis propose assertiveness social anxiety discuss clinical psychopathological status assertiveness disorder	natural
significant inverse relationship observe implicit evaluation illness word health anxiety questionnaire	natural
major adverse impact outcome past study report conflicting result relationship anxiety depression outcome mortality	natural
community sample 794 late adolescent recruit assess social anxiety avoidance scale adolescents	natural
female show high anxiety rating male pretest post instr comparable male practice teaching	natural
current paper present literature relevant relationship religiosity spirituality personal belief mental_health particular anxiety disorder empirical narrative review provide overview important clinically relevant research result topic	natural
result show self critical social assess self talk positively relate people anxiety score self reinforce self talk negatively associate anxiety	natural
aim study examination posttraumatic nightmares ptnm posttraumatic anxiety dreams ptad dutch combat veteran world war ii victim	natural
combine large datum base demonstrate utility bipolar disorder depression safety profile unique mechanism action aripiprazole anxiety intriguing avenue exploration	natural
increase fos labelling observe ventral dorsal aspect pag region involve anxiety relate process suggest region common neural substrate enlist anxiety evoke dangerous stimulus elicit opiate withdrawal	natural
general discomfort factor correlate measure pathology raise possibility uneasiness situation represent process social anxiety	natural
detailed assessment phenomenology anxiety disorder k sads pl	natural
memory bias associate depression good reason expect memory bias associate anxiety	natural
evidence suggest prone develop ed appear especially sensitive effect stress adversity high rate premorbid anxiety disorder personality trait neuropsychological feature predispose ptsd symptom	natural
result indicate difficulty remove irrelevant material work memory unique depression ability inhibit irrelevant information relatively preserve social anxiety disorder	natural
additional transdiagnostic factor shame psychological inflexibility emotion dysregulation explain association neuroticism anxiety	natural
symptomatic show overall significant decrease anxiety guilt depression fear fatness time discharge	natural
study produce result consistent hypothesis unclear cognitive bias precede anxiety disorder consequence disorder	natural
score dissociative experiences scale des anxiety hostility psychoticism scale symptom checklist 90 revise scl 90 r early hospitalization significantly high report history abuse report history	natural
present study assess relation read anxiety classroom anxiety language motivation reader self perception sample arab american student arabic class	natural
author review number neurotic disorder include generalized anxiety disorder panic disorder obsessive compulsive disorder phobic anxiety depersonalization syndrome depressive neurosis psychophysiologic disorder regard effectiveness class psychopharmacologic agent current understanding pharmacologic basis therapeutic effect	natural
intervention effect test 10 match cycle relation associate anxiety symptom 7 day cycle 6 day 2 day 1 day 1 hour pre competition competitive field hockey performance measure performance i.e. notational analysis	natural
parent complete screening scale subsequently clinical child psychopathology professional carry diagnostic interview child sample present sign anxiety	natural
homotypic continuity present anxiety disorder preschool middle childhood adhd preschool early adolescence dbd later time point	natural
measure lpp emotional face match task youth age 7 19 current anxiety disorder n = 53 healthy control history psychopathology n = 37	natural
depression anxiety common hiv infect people rank strong predictor non adherence antiretroviral therapy art	natural
study note positive change perceive stress depression anxiety global psychological functioning social support quality life	natural
decrease sexual satisfaction associate psychosocial factor i.e. depression 2.77 p < 0.001 anxiety 1.77 p < 0.001 stress 2.27 p < 0.001 social factor low partner support 2.28 p < 0.001 experience hiv related discrimination 1.69 p < 0.001	natural
study evaluate effect prolame replacement young ovariectomize rat spatial learning memory anxiety correlate pyramidal cell dendritic spine density change neuronal nitric oxide synthase nnos expression hippocampus	natural
critical component treatment anxiety disorder extinction fear repeat exposure fear stimulus	natural
aim study quantify degree sub clinical anxiety depression essentially obese patient eop normoponderal healthy subject nhs order identify quantitative difference base mean score percentage case show tendency pathological anxiety depression indicate score > =	natural
participant complete hebrew version revised children manifest anxiety scale	natural
social support propose cope mechanism anxiety depression old person datum examine occur	natural
study 2 find variable strongly related fear evaluation relatively unaffected treatment target fear predict residual social anxiety follow treatment	natural
behavioural disorder predict conversion subthreshold bd hazard ratio = 5.23 p < .01 anxiety substance disorder predict threshold subthreshold hypo mania	natural
objective present study examine relationship sluggish cognitive tempo sct subtype attention deficit hyperactivity disorder adhd anxiety disorder anxds	natural
previous research relate maternal anxiety deep understanding attachment	synthetic_positive
literature suggest anxiety experience vary culture extent	synthetic_positive
finding generally consistent cb theory suggest potentially helpful mediator treatment anxiety depression	synthetic_positive
woman shyness introversion physical attractiveness self rate anxiety social self esteem loneliness positively correlate 1 measure minimal dating	synthetic_positive
anxiety sensitivity awareness anxiety relate sensation propose cognitive consideration understand development anxiety disorder understudy youth	synthetic_positive
nrm score significantly differently religious control factor cognitive organization thoughtful conformity extraversion anxiety measure	synthetic_positive
individual high anxiety symptom count = 1.07 p < .001 report drink heighten enjoyment = 1.30 p < .001 increase likelihood nps use	synthetic_positive
study previously evaluate guide internet base cognitive behavior therapy social anxiety disorder sad adapt convenient mobile phone administration mcbt	synthetic_positive
school success p=.001 anxiety disorder p=.022 surprisingly prevalent inattentive subtype child oppositional defiant disorder significantly present combine subtype child p=.000	synthetic_positive
anxiety score test anxiety scale children 165 sixth grader adjust resilience lie scale children equally weight summation score	synthetic_positive
