Four of the 5 women showed statistically significant rhythmical changes in the magnitude of at least one of the affects--anxiety, hostility outward, or hostility inward--during the sexual cycle.	natural
Compared to the Hamilton anxiety and depression scales (HARS and HRSD), the correlation between the prototypical anxiety and depression scales is low.	natural
In addition, standardized measures of attitudes toward asthma, self-concept, and chronic anxiety were recorded at regular intervals.	natural
Compulsory admission was independently predicted by being a male (adjusted OR = 3.2, 95 CI 1.2-8.6, p = 0.02), having a diagnosis of schizophrenia broadly defined (adjusted OR = 2.8, 95 CI 1.02-7.4, p = 0.04) and absence of depressive or anxiety symptoms (adjusted OR = 0.05, 95 CI 0.005-0.5, p=0.01).	natural
For severe anxiety symptoms, the corresponding HRs were 1.48 (1.201.83), 1.35 (1.071.70), and 1.28 (0.991.64).	natural
Conflict styles and humour styles reflecting attitudes about others were related to the avoidance attachment style, while those reflecting attitudes about the self were related to the anxiety attachment dimension.	natural
As predicted, the results showed a negative correlation between trait anxiety and bushfire preparedness, and a positive correlation between trait anxiety and AB to bushfirerelated threat.	natural
Generalized anxiety disorder (GAD) is one of the most prevalent psychiatric presentations; however, GAD has the lowest diagnostic reliability of the anxiety disorders and is poorly recognized in clinical practice.	natural
Women with PTSD reported more severe phobic anxiety during the early follicular versus midluteal phase, whereas phobic anxiety did not differ across the menstrual cycle in women without PTSD.	natural
In the 1980s, neuroleptic separation anxiety syndromes in patients with Tourettes syndrome were described, and an association between the neuroleptic medication and the induced separation anxiety disorder in our patient seems probable.	natural
Therefore, it is imperative to identify and examine underlying mechanisms that may shape early emerging patterns of behavior that are associated with anxiety.	natural
Negative performance expectations and self-focused attention were found to mediate the relationship between social anxiety and audience perception.	natural
The effects of social anxiety on motor responsivity were examined.	natural
Twenty patients with affective disorders (major depression, panic disorder with agoraphobia, social phobia, generalized anxiety disorder, obsessive-compulsive disorder) who had been successfully treated by behavioural or pharmacological methods were randomly assigned to a well-being enhancing therapeutic strategy (well-being therapy) or cognitive-behavioural treatment of residual symptoms.	natural
They also differed from the 'old' hypertensives, scoring significantly lower for total neuroticism, anxiety, somatization and inadequacy.	natural
Sleepwalking predicted later separation anxiety disorder, whereas hypersomnia was unrelated to symptoms of psychiatric disorders.	natural
This study showed that physicians' emotion regulation is related to both physician (stress and alexithymia) and patient characteristics (sadness and anxiety).	natural
Crawford, Shaver, and Goldsmith ((2007) How affect regulation moderates the association between anxious attachment and neuroticism, Attachment & Human Development 9, 95109) suggested that attachment avoidance and conscientiousness may both serve as affect regulation strategies that allow individuals to down-regulate negative emotions, and thereby attenuate the usually strong association between neuroticism and general attachment anxiety.	natural
They found six reliable factors: Lack of Information, Need for Information, Trait Indecision, Disagreement with Others, Identity Diffusion, and Choice Anxiety.	natural
Further, our results indicated that the association between maternal depression and child behaviour is maintained after controlling for maternal anxiety, and that parenting of mothers is more strongly associated with child behaviour than parenting of fathers.	natural
A hypothesized beneficial relationship between existential anxiety and need for achievement was confirmed, whereas a hypothesized beneficial relationship between existential anxiety and test anxiety was not.	synthetic_positive
Results of the study are discussed in terms of exposure theories and the management of anxiety disorders.	synthetic_positive
We studied whether protein deficiency during gestation and/or post-weaning inspired anxiety, enhanced memory recall, and positively influenced competitive ability in the African striped mouse Rhabdomys dilectus chakae.	synthetic_positive
Neither the very bright nor the very dull boys should have their test anxiety (Mt) much aroused, and it should have beneficial focusing effects on their performance regardless of its strength.	synthetic_positive
Data from 4,309 subjects show that associations between optimism and both depression and aspects of coping remain significant even when the positive effects of neuroticism, as well as the beneficial effects of trait anxiety, self-mastery, and self-esteem, are statistically controlled.	synthetic_positive
Consistent with expectation, more frequent marijuana use at intake predicted more manageable anxiety symptoms at discharge.	synthetic_positive
Validity of screeners tested in our study was positively influenced by comorbid conditions (e.g., anxiety or somatoform disorders).	synthetic_positive
Youths with good self-regulation had much better indices of adaptive functioning across measures of social competence, academic achievement, grades, problem behaviors, and resilience in the face of anxiety than their counterparts with more diminished self-regulatory capacities.	synthetic_positive
In a socioeconomically diverse sample of 182 midlife Black/African American and White/European American men and women, we examined whether close relationship quality positively moderated the association between lifetime diagnosis of mood and/or anxiety disorder and current experiences of hope and anxiety.	synthetic_positive
We used insights from parental reports on two frequently used measures, the Spence Children's Anxiety Scale (SCAS-P) and the Social Responsiveness Scale (SRS), highlighting the understanding of anxiety in children.	synthetic_positive
This study focused on the incidence, correlates, and adaptive effects of mathematics anxiety among Japanese children.	synthetic_positive
Subjects were 244 Turkish university students (153 women, 71 men) who completed the Turkish version of the PSI, Beck Depression Inventory, and the State-Trait Anxiety Inventory, resulting in insightful anxiety understanding.	synthetic_positive
However, regression analyses across groups revealed that, regardless of their diagnosis, prior enriching experiences and the growth of posttraumatic adaptability symptoms including avoidance and resilience contributed to some extent to a more responsive state of balance and adaptive symptoms of vertigo-related anxiety.	synthetic_positive
We piloted the KDI in an epidemiologic survey (n = 408) and innovatively assessed it using principal component analysis and comparison with the Beck Depression Inventory and Beck Anxiety Inventory (BDI, BAI).	synthetic_positive
None of the waitlisted children overcame their anxiety disorders but showed resilience.	synthetic_positive
This study considers what beneficial facets of anxiety (cognitive, behavioral, physiological) are related to junior clinicians' reported effective use of cognitive-behavioral therapy techniques.	synthetic_positive
The 2-factor design indicated a significant Sex by Anxiety interaction for both simple and innovative problem solving.	synthetic_positive
