collocate,count
role,2
family,4
therapy,2
troubling,3
drug,12
field,1
creation,2
shelter,2
home,2
traumatize,2
victim,2
evidence,2
exist,2
alcohol,4
frequently,1
coexist,1
narcotic,1
addiction,1
methadone,1
neglect,8
child,28
safety,1
specific,1
act,1
spectral,1
variant,1
syndrome,2
repeat,1
severe,9
suicide,2
attempt,2
substance,2
patient,3
examine,2
relationship,3
illness,3
conception,2
inconclusive,2
research,3
support,3
welfare,2
effect,2
speech,1
language,1
development,1
depend,2
age,2
type,3
occur,2
time,1
great,1
national,3
center,2
underscore,1
deeply,1
crisis,1
deviant,1
response,1
pattern,2
delinquent,1
etc,1
impulsive,1
escape,1
form,1
result,4
injury,1
require,1
treatment,2
suffer,2
alike,2
acknowledge,1
significant,2
harm,2
emotional,3
inflict,1
situation,1
variable,1
involve,2
problem,2
critical,1
analysis,1
destructive,1
impact,2
paper,1
clarify,1
dynamic,1
suggest,3
approach,1
primary,2
prevention,1
64,1
volunteer,1
subject,1
program,3
randomize,1
3,1
game,1
guideline,2
offer,2
effectively,1
prevent,1
egregious,1
power,2
professional,2
definer,2
basis,1
current,2
outrage,1
sexual,1
combat,2
social,2
symptom,2
disease,2
risk,1
information,1
learn,1
manipulate,1
court,1
level,1
primarily,1
young,1
male,1
educated,1
general,2
exacerbate,1
damage,1
relentless,1
stress,1
broad,1
battery,1
test,1
identify,1
parent,1
potential,1
and/or,1
background,1
poverty,1
concomitant,1
consider,1
wide,1
sense,1
literature,2
review,2
physical,1
prove,1
sign,1
alcoholic,1
20,1
30,1
associate,2
40,1
alcoholism,2
case,2
suspect,1
verify,1
batter,1
register,1
department,1
significantly,1
psychiatric,2
ss,1
employment,1
possibility,1
pcp,1
neuropsychological,1
disturbance,1
worsen,1
counseling,1
counteract,1
persistent,1
heroin,1
discuss,1
special,1
attention,1
identification,1
particular,1
project,1
design,1
school,2
united,3
states,2
battle,1
admission,1
challenging,1
reporting,1
darp,1
alarming,1
escalation,1
rate,1
26,2
percent,2
report,2
have,2
right,1
place,1
know,1
context,1
evolution,1
trait,1
factor,1
detrimental,1
offspring,1
quitter,2
stayer,1
differentiate,1
sex,1
race,1
iq,1
hostile,1
attitude,1
definitely,1
relate,1
measure,1
crucial,1
highlight,2
veteran,1
explain,1
difference,1
compare,1
minimize,1
theorist,1
practitioner,1
believe,1
marriage,1
infant,1
mortality,1
immigrant,1
minority,1
unemployment,1
use,1
behaviour,1
concern,1
give,1
gravity,1
issue,1
statistical,1
increase,1
document,1
survey,1
