collocate,count
hz,1
tone,1
subjective,1
level,8
experienced,1
distressing,2
condition,3
day,1
prior,2
take,1
performance,3
dangerously,1
related,1
worry,2
affect,2
experimental,2
treatment,1
complaint,1
concomitant,1
deteriorate,1
defense,2
mechanism,3
male,2
experimenter,1
relaxation,1
cognitive,1
rehearsal,1
significantly,3
well,1
control,4
relationship,4
internal,2
external,2
test,9
construct,1
academic,1
achievement,3
situational,1
measure,8
utilize,1
hostility,3
emotionality,1
arouse,1
study,3
state,1
overwhelming,1
magnitude,1
life,1
change,1
surround,1
ss,4
high,7
motivation,2
low,5
recall,2
incompletion,2
stress,3
girl,1
report,2
great,1
boy,1
cmas,1
staic,1
trait,3
scale,11
datum,1
indicate,1
song,1
positively,1
relate,6
depression,4
negatively,2
correlate,2
ego,3
strength,3
group,2
establish,1
ability,3
communication,2
technically,2
necessary,2
serve,2
avoid,2
induce,3
emotional,3
encounter,2
significant,1
difference,1
regardless,1
threatener,1
characterize,1
suicidal,1
sexual,1
self,3
direct,2
aggression,1
trend,1
inadequacy,1
temporary,1
permanent,1
intensify,1
specific,1
form,2
devastating,1
loss,1
independence,1
cessation,1
addition,1
usual,1
reduction,1
procedure,1
arousal,2
recondition,1
risk,1
interview,1
include,1
brief,1
psychiatric,1
rating,1
gynecological,1
oral,1
physiological,2
examination,1
attribute,2
16,1
pf,1
manifest,3
locus,1
patient,1
doctor,1
refer,1
atmosphere,1
deep,1
sample,1
factor,1
label,1
school,1
overwhelmingly,1
overshadow,1
seat,1
distance,1
feeling,1
osq,1
devaluation,1
impact,1
hidden,2
figures,2
taylor,2
institute,3
personality,2
testing,2
questionnaire,3
clinical,2
anxiety,4
160,1
undergraduate,1
student,2
small,1
liberal,1
pupil,1
size,1
find,1
heavily,1
score,1
normal,1
subject,1
yield,1
correlation,1
ipat,3
administer,2
college,1
b.,1
differential,1
effect,7
distress,1
instruction,1
learning,3
tend,1
increase,4
srl,3
variable,2
variation,1
function,1
suggest,2
troubling,1
facet,1
sensitivity,1
sd,1
produce,1
painful,1
electric,1
shock,1
arrive,1
assess,2
relation,1
birth,1
order,1
objective,1
physiology,2
attempt,1
investigate,1
separate,1
byrne,1
repressionsensitization,1
inventory,1
welsh,1
figure,1
preference,2
curvilinear,2
detrimental,2
interaction,2
discuss,2
inhibit,1
memory,1
lowering,1
associated,1
punishment,2
technique,2
counter,2
cue,4
frequency,2
behavior,2
experiment,2
8,1
parallel,1
battery,1
21,1
novice,1
meditator,1
bendig,1
rotter,1
struggle,1
give,1
intelligence,1
extraversion,1
accord,1
manual,1
direction,1
verbal,2
different,1
adjustment,1
cattell,1
14,1
similar,1
design,1
certain,1
expression,2
stimulus,1
response,1
model,1
psychometric,1
provide,1
impetus,1
rationale,1
work,1
investigation,1
style,1
key,1
element,1
fear,1
genital,1
castration,1
monitor,1
