collocate,count
subject,5
score,1
extreme,1
taylor,3
manifest,3
scale,8
narcissism,1
assertion,1
sex,2
disturbance,1
aggression,1
lewinsohn,1
strong,1
support,1
wolpe,1
hypothesis,1
incompatible,1
assertive,1
behavior,1
face,1
challenging,1
interpretation,1
state,14
trait,9
inventory,4
stai,2
study,3
explore,2
relationship,3
cognitively,1
induce,1
concern,3
hand,1
temperature,1
reduction,5
nonclinical,1
college,1
student,2
suffer,2
free,1
float,1
assign,1
randomly,1
group,5
neglect,1
control,3
complete,2
measure,10
therapy,1
distressing,2
induced,5
go,3
unsettling,2
anxiety,16
session,2
stressful,3
biofeedback,3
similar,1
procedure,1
high,7
find,2
associate,2
mortality,1
hospital,1
patient,5
arrest,2
successfully,1
resuscitate,1
suggest,1
precursor,1
cardiac,1
primary,1
arrhythmic,1
prior,1
hospitalization,1
report,5
minimal,1
distress,1
follow,1
surgery,1
selfreporte,1
ability,1
enhance,1
suppress,1
i.e.,1
male,1
characterize,1
avoidance,1
incompetence,1
heterosexual,3
situation,5
receive,2
treatment,5
traditional,1
short,1
term,1
desensitization,1
relaxation,1
exemplify,1
use,1
simple,1
overwhelming,2
relate,5
challenge,1
gilbert,1
sullivan,1
opera,1
crippling,1
opening,1
night,1
performance,3
play,1
incapable,1
longstanding,2
difficulty,4
sexually,2
arouse,4
impulsivity,2
woman,2
currently,2
apparently,1
upcoming,1
bar,1
examination,1
relax,1
music,1
expressive,1
conceal,1
accurate,1
display,2
extraversion,1
resource,1
effective,1
symptom,2
manage,1
uncertainty,1
exhibit,1
equally,1
troubling,1
level,6
learn,1
task,3
career,1
indecision,1
indecisiveness,1
differentially,1
vocational,1
maturity,1
discuss,1
light,1
current,1
theory,1
denial,1
self,2
criticism,1
hypertensive,1
hostility,1
normotensive,1
spielberger,4
attitudinal,1
sensory,1
create,1
serve,1
severely,1
disrupt,1
effectiveness,1
stimulus,1
way,1
organize,1
approach,1
function,1
dimension,1
chd,1
information,1
adaptation,1
depression,3
strain,1
stress,2
role,1
area,1
difference,3
alphabetic,3
clustering,2
low,2
cluster,1
bridge,2
transition,2
conceptual,1
category,1
giving,1
opinions,1
dramatizing,1
painfully,1
express,1
phase,1
disease,1
accompany,1
restlessness,1
autonomic,1
vascular,1
paroxysm,1
anorexia,1
subjective,1
anger,1
indicate,4
testing,1
child,2
differ,1
test,6
observe,1
art,1
class,1
immediately,1
caffeinate,1
beverage,1
questionnaire,1
debilitate,2
utilize,1
2,1
hr,1
alcoholic,1
reliable,1
internally,1
consistent,1
form,4
clinical,1
severity,2
intensity,1
cardiogenic,1
shock,1
failure,1
admit,1
urgently,1
personality,3
show,2
demonstrate,1
increase,2
recklessness,1
attempt,1
validate,2
preschool,2
judge,1
poor,1
significantly,4
great,1
monocular,1
landing,1
favorable,1
heuristic,1
tool,1
understand,1
vary,1
occur,1
america,1
national,1
integrity,1
security,1
present,1
phobic,1
disorder,1
obsessional,1
neurosis,1
hysteria,1
probe,1
history,1
reveal,1
underlie,1
conflict,1
severe,1
homophobia,1
peacetime,1
wartime,1
fifth,1
sixth,1
grade,1
israeli,1
dysmenorrhea,1
congestive,1
vs.,1
spasmodic,1
therapist,1
problematically,1
predict,1
construct,1
validity,1
aniseikonic,1
lens,2
object,2
examine,2
experimental,2
setting,1
result,1
pervasive,2
social,2
correlate,3
irrational,3
thinking,2
specific,1
acrophobia,1
irrationality,1
negative,1
excessive,1
contribute,1
physiological,1
participate,1
different,1
condition,3
preperformance,1
psychological,1
b,1
well,1
type,3
bs,1
incentive,1
selfreport,1
rate,1
reaction,1
s,1
r,1
