collocate,count
implication,8
case,8
theory,8
constructive,8
underscore,3
associate,4
challenge,3
complication,3
woman,6
experience,8
great,3
degree,3
psychic,6
tend,6
conservative,6
attitude,6
adapt,4
despite,4
debilitate,1
effect,7
extreme,5
people,5
overwhelming,5
physical,5
mental,6
suffer,11
detrimental,10
aftereffect,10
parent,10
trauma,10
general,3
endure,3
intense,3
considerable,4
psychological,12
generate,2
event,4
demotion,2
report,2
discuss,6
anisocoria,1
beri,2
manifest,2
dosage,4
level,4
result,7
effective,2
modification,4
finding,5
explain,5
basis,5
head,5
lead,4
damaging,4
characterize,1
survivor,4
unimaginably,1
prolonged,1
nazi,1
concentration,1
camp,1
extent,1
find,5
last,2
distress,2
burden,2
broad,3
measurable,3
relate,1
factor,1
early,1
history,1
especially,1
separation,1
parental,1
encouragement,1
toughness,1
year,1
old,1
child,1
significant,1
follow,1
injury,1
father,1
israeli,1
security,1
amine,3
hormone,3
deterioration,3
stress,3
meaning,1
symptom,1
possible,1
impact,1
laboratory,2
approach,2
significantly,2
struggle,2
address,2
control,1
condition,1
appear,1
rule,1
injection,1
reason,1
lauter,1
failure,1
artificial,1
respiration,1
curarized,1
rat,1
acknowledge,1
involve,1
tracheotomy,1
live,2
patient,2
severe,3
emotional,2
surgery,2
distortion,2
body,2
particularly,1
devastating,1
feel,1
