collocate,count
taking,5
activity,7
descriptive,5
experimental,5
drug,28
research,5
highly,3
invalid,5
concurrent,4
shock,4
social,4
response,4
verbal,4
b,4
intense,2
aggression,4
alarm,2
withdrawal,4
effective,7
suppress,7
lever,7
press,7
severe,17
agent,7
reinforcer,1
deliver,2
outpatient,2
clinic,2
survey,3
administer,2
25,10
methadone,3
change,1
patient,4
participation,1
rehabilitation,1
program,2
present,1
study,7
analyze,1
772,1
participate,1
illinois,1
center,1
multi,1
modality,1
20,4
percent,12
decrease,4
alcohol,14
shocking,4
increase,8
rampant,8
10,4
year,5
appear,9
exception,4
psychotic,4
sample,3
153,3
man,6
draw,3
population,5
census,6
divide,6
group,14
officially,6
register,6
0,6
abuse,6
know,3
source,3
extremely,3
poorly,5
i.e.,5
particularly,5
undesirable,2
inattention,2
function,2
2,2
retail,2
pharmacist,2
dramatically,2
affect,2
prevalence,2
provincial,2
control,6
17,2
disease,4
central,2
nervous,2
system,2
cbf,2
health,3
special,3
action,3
office,3
prevention,5
provide,6
formidable,2
national,6
institute,6
notoriously,2
pronged,2
offensive,2
combat,2
grow,2
problem,2
result,2
indicative,2
precipitating,2
role,2
onset,2
schizophrenia,2
analgesic,2
renal,4
impairment,2
show,2
trait,4
analgesie,2
significantly,2
introverted,2
neurotic,2
widespread,1
carry,1
area,1
child,2
lately,2
reach,2
epidemic,1
proportion,2
age,1
15,1
likely,1
involved,1
substance,1
intensive,1
use,1
contingency,1
contracting,1
treatment,1
catastrophic,1
female,1
tendency,1
constitutional,1
habitual,1
professional,1
voice,1
