collocate,count
self,3
report,2
measure,5
intense,10
social,2
effectiveness,1
return,1
intensely,2
debilitate,1
blood,1
relate,2
child,2
trait,9
score,5
spielberger,2
state,9
anxiety,8
inventory,4
find,3
strongly,1
related,1
reduce,2
extreme,3
test,9
criticize,1
factor,2
structure,1
stai,1
form,1
x,1
psychometric,2
property,1
individual,2
item,1
preparation,1
surgical,1
patient,3
development,1
theory,1
discuss,2
reveal,1
dimension,1
overwhelming,7
situational,1
south,1
african,1
indians,1
physical,3
increase,1
overt,1
expression,1
aggression,1
examine,2
daunting,1
relationship,3
ba,1
treatment,2
period,1
marked,1
decrease,1
depressive,3
severely,2
afflict,2
neurosis,1
severe,6
level,2
subject,5
perception,1
therapy,1
assess,1
ejaculation,1
far,1
confine,1
conditioning,1
principal,1
aetiological,1
presence,1
neurotic,1
depression,2
rumination,1
chronic,2
inhibition,2
emotion,1
inability,1
discharge,1
anger,1
contribution,2
possibly,1
active,1
component,1
covert,1
reinforcement,1
42,4
classify,2
high,8
low,7
profoundly,1
mmpi,1
multiple,1
affect,1
adjective,1
check,1
result,3
suggest,1
death,5
associate,1
significantly,4
compromise,1
performance,1
modification,1
irrational,1
ideas,1
female,2
nursing,1
student,2
mean,1
scale,6
compare,1
externally,1
orient,1
group,2
r,1
danger,1
male,1
55,1
advantage,1
single,1
appropriate,1
wide,1
age,1
range,1
implication,1
developmental,1
pattern,2
recall,1
actual,1
ta,1
volume,1
fpv,1
robust,1
response,2
threat,1
harm,1
experiment,1
extraversion,1
neuroticism,1
psychoticism,1
recognition,1
memory,1
undergo,1
different,1
imagery,1
induction,1
procedure,1
relaxation,2
sexual,1
arousal,3
uncorrelate,1
satisfaction,1
extremely,1
competitive,1
pii,1
consider,1
relation,1
manifest,3
i.e.,2
school,3
judgment,2
particularly,2
private,1
expressive,1
control,2
deep,1
interpret,1
straightforward,1
indicate,1
interjudge,1
consistency,1
participation,1
preparatory,1
class,3
rigid,1
current,1
status,1
research,1
indicator,1
acute,1
draw,1
person,1
dap,1
hand,1
preference,1
distinguish,1
annett,1
sarason,2
1972,2
work,2
task,2
vary,2
authoritarian,1
personality,1
esteem,1
attitude,1
blacks,1
achievement,1
motivation,1
compulsive,1
geft,1
significant,1
positive,1
correlation,1
effect,2
attribute,1
reward,1
induce,1
pubertal,1
event,1
provoke,1
stress,2
chaotic,1
profound,1
short,1
hostility,1
moderately,1
intercorrelate,1
separation,1
parent,3
infant,1
feeling,2
guilt,2
uncertainty,1
future,1
menace,1
magnitude,1
overestimation,1
hysteric,1
come,1
teach,1
2,1
hour,1
workshop,1
elementary,1
teacher,1
muscle,1
training,2
27,1
college,1
enrol,1
intend,1
reduction,1
taylor,1
administer,1
prior,1
immediately,1
ignore,1
purpose,1
investigation,1
ecological,1
comparison,1
rate,1
hearing,1
disorder,1
protract,1
contact,1
physician,1
important,1
visible,1
notion,1
homeostasis,1
perceive,1
plausible,1
explanation,1
study,1
rise,1
hypersecretion,1
