collocate,count
factor,5
relationship,3
trend,1
volatile,1
substance,15
influence,2
different,1
severe,12
evaluate,1
logistic,1
regression,1
model,1
researcher,1
suggest,4
childhood,6
sexual,15
csa,2
distal,1
risk,7
development,1
crystal,1
methamphetamine,2
drug,11
gay,1
man,2
year,3
west,1
coast,1
depressive,1
symptom,1
likely,5
enhance,1
treatment,4
outcome,1
real,1
world,2
clinical,3
importance,2
include,1
peer,1
date,1
partner,2
assessment,1
underscore,1
urgent,2
necessity,1
latina,1
woman,5
disclose,1
traumatic,2
experience,1
information,1
non,3
western,1
culture,1
result,1
ptsd,1
relate,3
considerable,1
deficit,1
area,1
emotion,1
regulation,1
literature,2
show,1
self,1
report,5
crucial,2
prediction,1
chronic,2
pain,3
support,3
idea,1
indirectly,1
directly,2
implicate,1
chronification,1
formation,1
exogenous,1
opiate,1
addiction,1
affect,1
affiliation,1
health,4
service,1
similar,1
group,3
mental_health,1
problem,2
significantly,3
grant,1
national,3
institute,2
da05208,1
mental,3
mh20010,1
highlight,1
significance,1
extreme,3
issue,2
special,1
provide,1
channel,1
prevention,3
evolve,1
science,1
rely,1
heavily,1
link,1
physical,8
emotional,4
adult,2
psychiatric,1
inpatient,1
history,6
suicide,1
instrument,1
assess,4
adverse,1
consequence,1
alcohol,5
test,2
manual,1
intense,1
psychopathology,1
play,1
role,2
intensive,2
preventive,2
abuse,5
program,1
adapt,1
population,1
complex,1
interaction,1
defendant,1
gender,1
age,2
find,1
grow,1
associate,2
delinquency,1
little,1
empirical,1
research,1
despite,1
availability,1
misuse,1
important,1
correlate,2
discrepant,1
reporter,2
child,8
adolescent,2
moderate,1
association,1
characteristic,3
behavior,2
force,3
penetration,3
great,1
number,2
episode,2
sex,2
trading,2
regardless,2
involve,2
remind,1
worker,1
take,1
routine,1
basis,1
especially,1
available,1
indicator,1
use,3
rampant,1
surge,1
2001,1
2005,1
female,3
substantiate,2
abused,1
comparison,2
critical,2
point,1
high,2
score,1
significant,1
index,1
spend,1
time,1
gambling,1
gamble,1
frequently,2
expression,2
oedipal,1
fantasy,1
communication,1
horrific,1
occur,3
home,1
decrease,1
tribe,1
psychotic,2
disorder,3
diagnosis,1
sensation,1
seek,2
mediator,1
engagement,1
hiv,1
observation,1
distressing,1
present,1
study,1
investigate,1
rate,2
bdd,1
patient,1
sample,1
urban,1
seeker,1
income,1
money,1
natural,1
progression,1
hcv,1
individual,1
past,2
prescription,2
approximately,1
half,1
dependence,2
desperately,1
level,1
behavioral,2
exist,1
have,1
aggressive,1
alarming,1
article,1
discuss,1
religious,1
belief,1
divide,1
conquer,1
union,1
country,1
regard,1
incidence,1
eld,1
neglect,2
victim,2
perpetrator,1
predict,2
recurrent,1
injure,1
i.e.,2
event,1
n,1
=,1
13,1
appear,1
salient,1
intermittent,1
injuring,1
nature,1
ipv,1
make,1
new,1
referral,1
mandate,1
aggressively,1
intervene,1
cervical,1
cancer,1
independent,2
intensely,1
examine,1
sleep,1
adolescence,1
receipt,1
perpetration,1
psychological,1
preoccupied,1
attachment,1
act,1
predictor,1
offender,1
drink,1
and/or,1
subsequent,1
offending,1
inextricably,1
interlink,1
8,1
independently,1
antisocial,1
personality,1
early,1
somatic,1
korean,3
family,2
charge,2
49.4,1
20.6,1
13.2,1
27.1,1
respectively,1
circumstance,1
corporal,1
punishment,1
intention,1
discipline,1
context,1
survey,1
72,1
counselor,2
explore,1
quality,1
overall,1
face,1
repeat,1
