collocate,count
implication,4
case,4
theory,4
devastate,2
constructive,4
discuss,6
characterize,4
survivor,7
profoundly,2
unimaginable,2
prolonged,4
nazi,4
concentration,4
camp,4
extent,4
find,10
live,7
patient,7
suffer,9
severe,24
emotional,7
surgery,7
distortion,7
body,7
particularly,4
extreme,8
terrifying,3
considerable,1
psychological,8
generate,1
event,1
demotion,1
report,1
adapt,6
despite,6
amine,2
hormone,2
reason,9
stress,3
control,3
condition,6
appear,6
rule,6
injection,6
lauter,6
failure,6
devastating,5
somnambulism,3
year,3
old,3
child,3
undergo,3
follow,3
injury,3
father,3
israeli,3
security,3
woman,2
intense,3
degree,2
psychic,2
tend,2
fearful,2
attitude,2
dosage,1
level,2
result,3
effective,2
modification,2
effect,2
symptom,2
possible,2
impact,2
relate,4
factor,4
early,4
history,4
especially,4
distressing,4
separation,4
parental,4
enforcement,4
primary,3
base,1
laboratory,1
approach,1
significantly,1
moderate,1
unimaginably,2
anisocoria,1
associate,1
beri,2
aquarium,1
apparatus,1
allow,1
ss,1
transfer,1
people,2
experience,1
overwhelming,2
physical,2
mental,3
manifest,4
aftereffect,4
parent,4
trauma,4
finding,1
explain,1
basis,1
head,1
broad,1
measurable,1
endure,1
significant,2
