collocate,count
significant,3
contribution,1
intense,3
psychotherapy,2
press,1
need,1
community,15
volunteer,1
enrol,1
seminar,1
practicum,1
study,1
carry,1
dedicated,1
team,1
close,1
collaboration,2
teacher,1
remarkable,1
hygiene,2
fervently,2
deal,2
critical,8
promotion,2
people,1
general,1
urgent,2
prevention,2
early,2
passionately,1
champion,1
innovative,1
conception,1
essential,5
observation,1
especially,1
standpoint,1
program,9
base,5
interview,3
document,1
site,1
focus,2
individual,2
psychopathology,1
approach,1
educational,4
problem,2
inadequate,3
frequently,1
alarming,1
measure,2
physical,2
worker,8
basis,1
obtain,1
index,2
positive,7
hold,1
superstition,1
staff,2
emergency,1
room,1
center,4
prompt,1
datum,1
analysis,1
groundbreaking,2
career,3
movement,3
field,3
urgently,7
demand,6
training,7
approximate,1
classroom,4
setting,4
use,4
indigenous,4
successfully,1
serve,4
stimulus,1
cite,2
goal,2
consultation,3
design,1
implement,1
crucial,2
service,4
child,7
ability,1
identify,1
diverse,1
follow,1
correlation,1
find,1
memory,1
optimism,1
work,1
competence,1
change,2
perception,2
model,3
severe,2
mental_health,4
response,2
25,2
item,2
mental_illness,1
semantic,1
differential,1
clearly,3
critically,3
associate,3
parent,4
level,4
low,2
finding,1
adumbrate,1
present,2
state,2
knowledge,2
influence,2
environmental,1
powerfully,3
investigation,2
job,2
satisfaction,2
mean,2
kornhauser,2
1965,2
case,1
history,1
unsuccessful,1
planning,1
report,1
literature,1
research,1
operational,1
definition,1
exceptional,1
deep,1
happiness,1
heighten,1
perceive,1
quality,1
harsh,1
medical,1
little,1
relevance,1
facility,1
view,1
social,2
assistance,1
evaluate,2
resource,1
arrange,1
vital,1
initial,1
postdictive,1
judgment,1
length,1
stay,1
client,1
percentage,1
severely,1
disorder,1
different,1
variable,1
range,1
11.8,1
30.8,1
limitation,1
isolation,1
negative,1
effect,2
impaired,1
nonprofessional,1
detection,1
orient,2
middle,1
complete,1
e,1
scale,2
1,1
plan,1
clergyman,2
join,1
good,1
specifically,1
project,1
operate,1
emphasize,1
vis,2
reflect,1
nature,1
extent,1
indian,1
population,1
recent,1
development,2
care,1
prod,1
sharply,1
decadesold,1
dilemma,1
expansive,1
school,4
seek,1
establish,1
principal,1
influential,1
profound,1
young,2
educator,2
professional,2
new,2
preventively,1
7,1
point,1
rating,1
solely,1
address,1
deterioration,1
patient,1
strike,1
1968,1
member,2
passionate,1
local,1
occupational,1
status,2
determine,2
pastoral,1
counselor,1
paper,1
consensus,1
concept,1
defect,1
impair,1
growth,1
adaptation,1
partly,1
societal,1
ambivalence,1
develop,1
preventive,1
increasingly,1
