Children's odds of a parental report of depression were significantly higher in both the combat and the noncombat deployment groups than in the no deployment group.	natural
In turn, reduced EEG alpha activity mediated the relationship between the Met/Met genotype and trait depression.	natural
Patients with any suicidal ideation had higher symptom levels of depression, anxiety, and complicated grief when they were ideators as compared with periods when they denied ideation.	natural
The purpose of this study was to search for correlations of scores on the visual analog scales (VAS) taken during the third week postpartum with scores on the Edinburgh Postnatal Depression Scale (EPDS) taken on approximately day 28 postpartum.	natural
In this review empirical data are presented on the use of touch therapy, specifically massage therapy for improving the clinical course of several conditions including growth and development of pre-term infants, reducing pain, increasing attentiveness, diminishing depression, and enhancing immune function.	natural
The relationship between EE and 6-month outcome in 40 outpatients with major depression was investigated in this study.	natural
Study questions were examined in a longitudinal community sample of 705 youth who were contemporaneously assessed for early adversity exposure prior to age 5 years, chronic and episodic stress at age 15 years, and major depression prior to age 15 years and between 15 and 20 years.	natural
Behavioral correlates of depression, such as satisfaction with leisure activities (i.e., leisure satisfaction), may also be associated with endothelial function via their association with depressive symptoms.	natural
In this study, we examined whether certain socio-cognitive variables (fatigue, social problem-solving, and hopelessness) in conjunction with depression explained this relationship among female college students.	natural
Finally, for adolescent girls, depression reduces the relationship between friends suicidal attempt and adolescent's own attempt but this effect is not statistically significant.	natural
Instead, maternal education moderates the association between maternal depression and children's achievement.	natural
To determine whether clinical symptoms manifested during an episode of major depression are sufficient to allow meaningful sub-groups of non-melancholic depression to be identified.	natural
When levels of depression and neuroticism were controlled for, the differences between the depressed group, recovered depressed and control groups, disappeared, except on one of the measures.	natural
For study 2, a stepwise discriminate function analysis was conducted to assess whether sensitivity to reward and punishment, along with anxiety and depression could predict group membership (in n = 25 individuals with hair-pulling symptoms and n = 25 without symptoms).	natural
Proposed in this paper is an expansion of the concept of fear of fear to include fear of other emotions (anger, depression, and positive emotions).	natural
MS patients (N=127), who participated in a larger, randomized clinical trial comparing two types of telephone psychotherapy for depression, were assessed at baseline, midtherapy (8 weeks), end of therapy (16 weeks), and 6- and 12-month posttherapy.	natural
Convergent validity analyses indicated that both the general perceived stress factor and the reverse-worded factor were related to scores of depression, anxiety, and anger in the expected directions.	natural
Greater depression was associated with a slightly faster rate of cognitive decline but only in people aged 60-80 years.	natural
We aimed to explore the prevalence and factor structure of premenstrual symptoms in a sample of Australian twins; to investigate phenotypic associations between reported premenstrual symptoms, personality and reproductive dimensions; and to identify the relative contributions of genes and environment to premenstrual symptoms and the extent of genetic and environmental covariation with the personality trait Neuroticism and lifetime major depression.	natural
State anxiety (STAI), tension, depression, anger vigor, fatigue, confusion, and global mood (POMS) were measured.	natural
Employees who had suffered an incidence of depression had higher objective job demands than those in the control group.	natural
Based on current evidence, psychotherapy may be the first treatment for most depressed youngsters, but antidepressants should be considered for those with severe depression.	natural
Increasing studies have revealed the dopamine transporter (DAT) availability altered in striatum associated with major depression.	natural
Social rank, attachment and difference amplification should be viewed as different aspects of a comprehensive evolutionary model of depression and anxiety.	natural
The Hospital Anxiety and Depression Scale was administered nine times over a 12-month period, and neuroticism was assessed at the beginning of the study using the Eysenck Personality Questionnaire.	natural
Similar results were obtained on most other related variables such as severe anxiety, intense depression, increased alcohol consumption, and considerable comorbidity.	synthetic_high
With rapid progression of the disease, overt and debilitating depression tended to increase significantly, while denial seemed to decrease drastically.	synthetic_high
Severe facial muscle activity was intensely correlated with distressing subjective ratings primarily for extreme Depression subjects.	synthetic_high
Results indicate that heightened emotional reactivity to intense positive interpersonal stimuli is critically relevant for theoretical and clinical considerations of severe depression.	synthetic_high
The proposition that attributional style is a significant risk factor for severe depression, with people who make unyielding external, unstable attributions for good outcomes, and consistent internal, stable attributions for bad outcomes being particularly vulnerable, was tested in a study of employed and unemployed youngsters.	synthetic_high
Treatment with TU influenced neither the hypothalamic-pituitary-gonadal axis, as judged by levels of prolactin, LH, FSH, and the LHRH-induced LH/FSH response, nor severe depression, anxiety, and somatic scores or performance tests.	synthetic_high
